Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,DynaMixEMATent_Acc,DynaMixEMATent_F1_0,DynaMixEMATent_F1_1,DynaMixEMATent_MacroF1,TEMA_Acc,TEMA_F1_0,TEMA_F1_1,TEMA_MacroF1,DUA_Acc,DUA_F1_0,DUA_F1_1,DUA_MacroF1,RoTTA_Acc,RoTTA_F1_0,RoTTA_F1_1,RoTTA_MacroF1,NOTE_Acc,NOTE_F1_0,NOTE_F1_1,NOTE_MacroF1,DELTA_Acc,DELTA_F1_0,DELTA_F1_1,DELTA_MacroF1
S11,0.41333333333333333,0.5849056603773585,0.0,0.29245283018867924,0.5733333333333334,0.5460992907801419,0.5974842767295597,0.5717917837548507,0.54,0.5576923076923077,0.5208333333333334,0.5392628205128205,0.47333333333333333,0.41911764705882354,0.5182926829268293,0.46870516499282644,0.43,0.57356608478803,0.1407035175879397,0.3571348011879848,0.4266666666666667,0.572139303482587,0.13131313131313133,0.35172621739785914,0.5833333333333334,0.558303886925795,0.6056782334384858,0.5819910601821404,0.58,0.5563380281690141,0.6012658227848101,0.5788019254769121,0.6266666666666667,0.48623853211009177,0.7068062827225131,0.5965224074163025
S12,0.5080645161290323,0.6737967914438503,0.0,0.33689839572192515,0.8064516129032258,0.8095238095238095,0.8032786885245902,0.8064012490241999,0.6733870967741935,0.7254237288135593,0.5970149253731343,0.6612193270933469,0.6169354838709677,0.6843853820598007,0.5128205128205128,0.5986029474401567,0.5080645161290323,0.6737967914438503,0.0,0.33689839572192515,0.5080645161290323,0.6737967914438503,0.0,0.33689839572192515,0.7903225806451613,0.8015267175572519,0.7777777777777778,0.7896522476675149,0.7903225806451613,0.8015267175572519,0.7777777777777778,0.7896522476675149,0.6088709677419355,0.526829268292683,0.6666666666666666,0.5967479674796747
S13,0.7653429602888087,0.8266666666666667,0.6368715083798883,0.7317690875232774,0.5667870036101083,0.6774193548387096,0.34065934065934067,0.5090393477490252,0.51985559566787,0.6210826210826211,0.3448275862068966,0.48295510364475885,0.6173285198555957,0.6882352941176471,0.5046728971962616,0.5964540956569544,0.7617328519855595,0.824468085106383,0.6292134831460674,0.7268407841262252,0.7617328519855595,0.824468085106383,0.6292134831460674,0.7268407841262252,0.5703971119133574,0.6876640419947506,0.31213872832369943,0.499901385159225,0.5703971119133574,0.6876640419947506,0.31213872832369943,0.499901385159225,0.516245487364621,0.5963855421686747,0.3963963963963964,0.49639096928253557
S14,0.6721311475409836,0.803921568627451,0.0,0.4019607843137255,0.6598360655737705,0.7446153846153846,0.49079754601226994,0.6177064653138272,0.5737704918032787,0.6867469879518072,0.3333333333333333,0.5100401606425703,0.6352459016393442,0.7746835443037975,0.043010752688172046,0.40884714849598475,0.6721311475409836,0.803921568627451,0.0,0.4019607843137255,0.6721311475409836,0.803921568627451,0.0,0.4019607843137255,0.6475409836065574,0.7329192546583851,0.4819277108433735,0.6074234827508793,0.6475409836065574,0.7329192546583851,0.4819277108433735,0.6074234827508793,0.5819672131147541,0.6304347826086957,0.5188679245283019,0.5746513535684987
S15,0.465625,0.38267148014440433,0.5289256198347108,0.45579854998955754,0.68125,0.7571428571428571,0.5363636363636364,0.6467532467532467,0.69375,0.7782805429864253,0.5050505050505051,0.6416655240184652,0.546875,0.6194225721784777,0.44015444015444016,0.5297885061664589,0.484375,0.4444444444444444,0.5189504373177842,0.4816974408811143,0.48125,0.4391891891891892,0.5174418604651163,0.4783155248271528,0.690625,0.7670588235294118,0.5395348837209303,0.6532968536251711,0.690625,0.7670588235294118,0.5395348837209303,0.6532968536251711,0.521875,0.5321100917431193,0.5111821086261981,0.5216461001846586
S16,0.45248868778280543,0.6134185303514377,0.06201550387596899,0.33771701711370333,0.6063348416289592,0.6813186813186813,0.48520710059171596,0.5832628909551987,0.6244343891402715,0.7313915857605178,0.37593984962406013,0.553665717692289,0.5565610859728507,0.6711409395973155,0.3194444444444444,0.49529269202087994,0.45701357466063347,0.6153846153846154,0.07692307692307693,0.34615384615384615,0.45248868778280543,0.6134185303514377,0.06201550387596899,0.33771701711370333,0.579185520361991,0.654275092936803,0.4624277456647399,0.5583514193007715,0.583710407239819,0.6592592592592592,0.46511627906976744,0.5621877691645133,0.6334841628959276,0.6823529411764706,0.5668449197860963,0.6245989304812835
S17,0.6363636363636364,0.74,0.3953488372093023,0.5676744186046512,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.48951048951048953,0.5828571428571429,0.34234234234234234,0.46259974259974257,0.6328671328671329,0.7258485639686684,0.4444444444444444,0.5851465042065565,0.6398601398601399,0.7444168734491315,0.3905325443786982,0.5674747089139149,0.6398601398601399,0.7444168734491315,0.3905325443786982,0.5674747089139149,0.527972027972028,0.5741324921135647,0.47058823529411764,0.5223603637038412,0.527972027972028,0.5741324921135647,0.47058823529411764,0.5223603637038412,0.493006993006993,0.5747800586510264,0.3722943722943723,0.47353721547269934
S18,0.7294117647058823,0.7294117647058823,0.7294117647058823,0.7294117647058823,0.5803921568627451,0.6192170818505338,0.5327510917030568,0.5759840867767954,0.5882352941176471,0.6464646464646465,0.5070422535211268,0.5767534499928866,0.6509803921568628,0.6855123674911661,0.6079295154185022,0.646720941454834,0.7254901960784313,0.7265625,0.7244094488188977,0.7254859744094488,0.7254901960784313,0.7265625,0.7244094488188977,0.7254859744094488,0.5843137254901961,0.6214285714285714,0.5391304347826087,0.5802795031055901,0.5843137254901961,0.6214285714285714,0.5391304347826087,0.5802795031055901,0.4666666666666667,0.11688311688311688,0.6179775280898876,0.36743032248650226
S19,0.6965174129353234,0.758893280632411,0.5906040268456376,0.6747486537390244,0.5771144278606966,0.6255506607929515,0.5142857142857142,0.5699181875393329,0.6218905472636815,0.680672268907563,0.5365853658536586,0.6086288173806108,0.5970149253731343,0.6666666666666666,0.49056603773584906,0.5786163522012578,0.7213930348258707,0.7846153846153846,0.6056338028169014,0.695124593716143,0.7213930348258707,0.7846153846153846,0.6056338028169014,0.695124593716143,0.5621890547263682,0.6173913043478261,0.4883720930232558,0.5528816986855409,0.5572139303482587,0.611353711790393,0.48554913294797686,0.548451422369185,0.39800995024875624,0.4372093023255814,0.35294117647058826,0.39507523939808487
S20,0.5053003533568905,0.6111111111111112,0.32038834951456313,0.4657497303128372,0.5759717314487632,0.6226415094339622,0.5161290322580645,0.5693852708460134,0.5300353356890459,0.6356164383561644,0.3383084577114428,0.4869624480338036,0.6042402826855123,0.7157360406091371,0.3488372093023256,0.5322866249557313,0.5371024734982333,0.6543535620052771,0.2994652406417112,0.47690940132349413,0.5335689045936396,0.6507936507936508,0.2978723404255319,0.47433299560959136,0.5865724381625441,0.6285714285714286,0.5338645418326693,0.5812179852020489,0.5830388692579506,0.6265822784810127,0.528,0.5772911392405063,0.6819787985865724,0.7321428571428571,0.6086956521739131,0.6704192546583851
