Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EMATentSafe_Acc,EMATentSafe_F1_0,EMATentSafe_F1_1,EMATentSafe_MacroF1,EmaTentGridS40E50B10M085_Acc,EmaTentGridS40E50B10M085_F1_0,EmaTentGridS40E50B10M085_F1_1,EmaTentGridS40E50B10M085_MacroF1,EmaTentGridS30E50B20M085_Acc,EmaTentGridS30E50B20M085_F1_0,EmaTentGridS30E50B20M085_F1_1,EmaTentGridS30E50B20M085_MacroF1,EmaTentGridS20E50B30M075_Acc,EmaTentGridS20E50B30M075_F1_0,EmaTentGridS20E50B30M075_F1_1,EmaTentGridS20E50B30M075_MacroF1,EMATent_Acc,EMATent_F1_0,EMATent_F1_1,EMATent_MacroF1,EMATentAdaptive_Acc,EMATentAdaptive_F1_0,EMATentAdaptive_F1_1,EMATentAdaptive_MacroF1,EmaTentGridS20E50B30M090_Acc,EmaTentGridS20E50B30M090_F1_0,EmaTentGridS20E50B30M090_F1_1,EmaTentGridS20E50B30M090_MacroF1,EmaTentGridS20E50B30M095_Acc,EmaTentGridS20E50B30M095_F1_0,EmaTentGridS20E50B30M095_F1_1,EmaTentGridS20E50B30M095_MacroF1,EmaTentGridS10E50B40M085_Acc,EmaTentGridS10E50B40M085_F1_0,EmaTentGridS10E50B40M085_F1_1,EmaTentGridS10E50B40M085_MacroF1
S11,0.41333333333333333,0.5849056603773585,0.0,0.29245283018867924,0.55,0.5229681978798587,0.5741324921135647,0.5485503449967117,0.55,0.5229681978798587,0.5741324921135647,0.5485503449967117,0.5433333333333333,0.5623003194888179,0.5226480836236934,0.5424742015562556,0.4166666666666667,0.5591939546599496,0.13793103448275862,0.34856249457135413,0.37666666666666665,0.4932249322493225,0.19047619047619047,0.3418505613627565,0.41,0.4553846153846154,0.3563636363636364,0.40587412587412586,0.5433333333333333,0.5159010600706714,0.5678233438485805,0.541862201959626,0.49333333333333335,0.46853146853146854,0.5159235668789809,0.4922275177052247,0.4633333333333333,0.45791245791245794,0.46864686468646866,0.4632796612994633,0.44333333333333336,0.48615384615384616,0.3927272727272727,0.43944055944055943,0.46,0.547486033519553,0.3305785123966942,0.43903227295812364,0.51,0.4842105263157895,0.5333333333333333,0.5087719298245614
S12,0.5080645161290323,0.6737967914438503,0.0,0.33689839572192515,0.7943548387096774,0.8075471698113208,0.7792207792207793,0.79338397451605,0.7943548387096774,0.8075471698113208,0.7792207792207793,0.79338397451605,0.6774193548387096,0.7297297297297297,0.6,0.6648648648648648,0.5282258064516129,0.6759002770083102,0.13333333333333333,0.40461680517082177,0.5443548387096774,0.6646884272997032,0.2893081761006289,0.4769983017001661,0.5685483870967742,0.6624605678233438,0.4022346368715084,0.5323476023474261,0.6895161290322581,0.72,0.6515837104072398,0.68579185520362,0.6451612903225806,0.6923076923076923,0.580952380952381,0.6366300366300366,0.6290322580645161,0.6827586206896552,0.5533980582524272,0.6180783394710412,0.592741935483871,0.6873065015479877,0.4161849710982659,0.5517457363231268,0.5524193548387096,0.6819484240687679,0.24489795918367346,0.4634231916262207,0.6411290322580645,0.6898954703832753,0.5741626794258373,0.6320290749045563
S13,0.7689530685920578,0.8279569892473119,0.6483516483516484,0.7381543187994801,0.5631768953068592,0.6824146981627297,0.30057803468208094,0.49149636642240535,0.5595667870036101,0.6789473684210526,0.2988505747126437,0.48889897156684814,0.5306859205776173,0.6306818181818182,0.3564356435643564,0.4935587308730873,0.6678700361010831,0.727810650887574,0.5740740740740741,0.650942362480824,0.6570397111913358,0.7129909365558912,0.5739910313901345,0.6434909839730129,0.6353790613718412,0.691131498470948,0.5550660792951542,0.623098788883051,0.6462093862815884,0.7100591715976331,0.5462962962962963,0.6281777339469647,0.6534296028880866,0.7176470588235294,0.5514018691588785,0.634524463991204,0.6534296028880866,0.7159763313609467,0.5555555555555556,0.6357659434582512,0.6353790613718412,0.6966966966966966,0.5429864253393665,0.6198415610180316,0.631768953068592,0.6909090909090909,0.5446428571428571,0.6177759740259741,0.6498194945848376,0.7204610951008645,0.5314009661835749,0.6259310306422197
S14,0.6721311475409836,0.803921568627451,0.0,0.4019607843137255,0.6352459016393442,0.7244582043343654,0.46060606060606063,0.592532132470213,0.6352459016393442,0.7244582043343654,0.46060606060606063,0.592532132470213,0.5737704918032787,0.6867469879518072,0.3333333333333333,0.5100401606425703,0.6639344262295082,0.795,0.06818181818181818,0.43159090909090914,0.6639344262295082,0.795,0.06818181818181818,0.43159090909090914,0.6557377049180327,0.7868020304568528,0.10638297872340426,0.44659250459012856,0.6270491803278688,0.7636363636363637,0.11650485436893204,0.44007060900264783,0.6475409836065574,0.7794871794871795,0.12244897959183673,0.4509680795395081,0.6516393442622951,0.782608695652174,0.12371134020618557,0.45316001792917976,0.6434426229508197,0.7786259541984732,0.08421052631578947,0.4314182402571314,0.639344262295082,0.7766497461928934,0.06382978723404255,0.42023976671346797,0.6352459016393442,0.7700258397932817,0.1188118811881188,0.44441886049070023
S15,0.465625,0.38267148014440433,0.5289256198347108,0.45579854998955754,0.678125,0.7565011820330969,0.5253456221198156,0.6409234020764563,0.678125,0.7565011820330969,0.5253456221198156,0.6409234020764563,0.69375,0.7782805429864253,0.5050505050505051,0.6416655240184652,0.478125,0.4524590163934426,0.5014925373134328,0.4769757768534377,0.4625,0.4625,0.4625,0.4625,0.5125,0.5465116279069767,0.47297297297297297,0.5097423004399748,0.55,0.6149732620320856,0.45864661654135336,0.5368099392867195,0.534375,0.5962059620596206,0.45018450184501846,0.5231952319523195,0.51875,0.5698324022346368,0.45390070921985815,0.5118665557272475,0.509375,0.547550432276657,0.4641638225255973,0.5058571274011272,0.509375,0.525679758308157,0.4919093851132686,0.5087945717107129,0.53125,0.601063829787234,0.4318181818181818,0.5164410058027079
S16,0.45248868778280543,0.6134185303514377,0.06201550387596899,0.33771701711370333,0.6063348416289592,0.6789667896678967,0.49122807017543857,0.5850974299216676,0.6063348416289592,0.6789667896678967,0.49122807017543857,0.5850974299216676,0.6244343891402715,0.7313915857605178,0.37593984962406013,0.553665717692289,0.4751131221719457,0.6233766233766234,0.13432835820895522,0.37885249079278926,0.4751131221719457,0.6233766233766234,0.13432835820895522,0.37885249079278926,0.5203619909502263,0.6490066225165563,0.24285714285714285,0.4459318826868496,0.5475113122171946,0.6644295302013423,0.3055555555555556,0.48499254287844895,0.5384615384615384,0.6577181208053692,0.2916666666666667,0.4746923937360179,0.5384615384615384,0.6577181208053692,0.2916666666666667,0.4746923937360179,0.5248868778280543,0.6511627906976745,0.2553191489361702,0.4532409698169223,0.497737556561086,0.6384364820846905,0.17777777777777778,0.40810712993123416,0.5339366515837104,0.6555183946488294,0.27972027972027974,0.4676193371845546
S17,0.6398601398601399,0.7444168734491315,0.3905325443786982,0.5674747089139149,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.486013986013986,0.5787965616045845,0.34080717488789236,0.4598018682462384,0.6293706293706294,0.735,0.38372093023255816,0.5593604651162791,0.6293706293706294,0.736318407960199,0.3764705882352941,0.5563944980977465,0.6503496503496503,0.7524752475247525,0.40476190476190477,0.5786185761433287,0.6433566433566433,0.7315789473684211,0.46875,0.6001644736842106,0.6433566433566433,0.7397959183673469,0.43333333333333335,0.5865646258503401,0.6468531468531469,0.749379652605459,0.40236686390532544,0.5758732582553923,0.6643356643356644,0.7647058823529411,0.4146341463414634,0.5896700143472022,0.6643356643356644,0.7647058823529411,0.4146341463414634,0.5896700143472022,0.6573426573426573,0.7474226804123711,0.4673913043478261,0.6074069923800987
S18,0.7254901960784313,0.7244094488188977,0.7265625,0.7254859744094488,0.5843137254901961,0.6214285714285714,0.5391304347826087,0.5802795031055901,0.5843137254901961,0.6214285714285714,0.5391304347826087,0.5802795031055901,0.5843137254901961,0.6442953020134228,0.5,0.5721476510067114,0.6745098039215687,0.6914498141263941,0.6556016597510373,0.6735257369387158,0.6431372549019608,0.6666666666666666,0.6160337552742616,0.6413502109704641,0.6352941176470588,0.6618181818181819,0.6042553191489362,0.633036750483559,0.615686274509804,0.6549295774647887,0.5663716814159292,0.610650629440359,0.615686274509804,0.65,0.5739130434782609,0.6119565217391305,0.6274509803921569,0.6643109540636042,0.5814977973568282,0.6229043757102162,0.6235294117647059,0.6595744680851063,0.5789473684210527,0.6192609182530795,0.6235294117647059,0.6496350364963503,0.5932203389830508,0.6214276877397006,0.6196078431372549,0.6596491228070176,0.5688888888888889,0.6142690058479532
S19,0.7014925373134329,0.7637795275590551,0.5945945945945946,0.6791870610768249,0.582089552238806,0.6347826086956522,0.5116279069767442,0.5732052578361981,0.582089552238806,0.6347826086956522,0.5116279069767442,0.5732052578361981,0.6218905472636815,0.6779661016949152,0.5421686746987951,0.6100673881968552,0.6567164179104478,0.7315175097276264,0.5241379310344828,0.6278277203810546,0.6368159203980099,0.7203065134099617,0.48226950354609927,0.6012880084780304,0.5970149253731343,0.6896551724137931,0.425531914893617,0.5575935436537051,0.5671641791044776,0.6614785992217899,0.4,0.5307392996108949,0.5870646766169154,0.6795366795366795,0.4195804195804196,0.5495585495585495,0.5970149253731343,0.6872586872586872,0.43356643356643354,0.5604125604125604,0.6119402985074627,0.7022900763358778,0.44285714285714284,0.5725736095965104,0.6467661691542289,0.7360594795539034,0.46616541353383456,0.601112446543869,0.6019900497512438,0.6850393700787402,0.4594594594594595,0.5722494147690999
S20,0.5053003533568905,0.6111111111111112,0.32038834951456313,0.4657497303128372,0.568904593639576,0.6139240506329114,0.512,0.5629620253164558,0.568904593639576,0.6139240506329114,0.512,0.5629620253164558,0.5335689045936396,0.6373626373626373,0.3465346534653465,0.4919486454139919,0.5265017667844523,0.6598984771573604,0.22093023255813954,0.44041435485774993,0.558303886925795,0.6786632390745502,0.2937853107344633,0.4862242749045067,0.5865724381625441,0.7037974683544304,0.3157894736842105,0.5097934710193204,0.6289752650176679,0.7300771208226221,0.4067796610169492,0.5684283909197856,0.6042402826855123,0.7171717171717171,0.3411764705882353,0.5291740938799763,0.5971731448763251,0.7135678391959799,0.32142857142857145,0.5174982053122756,0.6007067137809188,0.7153652392947103,0.33136094674556216,0.5233630930201363,0.5724381625441696,0.7041564792176039,0.22929936305732485,0.4667279211374644,0.6219081272084805,0.7304785894206549,0.3668639053254438,0.5486712473730493
