Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_class_2_count,true_class_2_ratio,true_max_class_ratio,true_num_present_classes
S4,EMATentProbe100,0.8656119704246521,0.8656119704246521,0.8615038394927979,1,0.2403164088726044,0.5,0.25968359112739564,1.0,0.0,3,64,31,0.484375,23,0.359375,10,0.15625,0.484375,3
S4,EMATentProbe100,0.8468422293663025,0.8468422293663025,0.855744481086731,1,0.24594733119010925,0.5,0.25405266880989075,1.0,0.0,4,64,33,0.515625,19,0.296875,12,0.1875,0.515625,3
S4,EMATentProbe100,0.8025338649749756,0.8025338649749756,0.8697190880775452,1,0.2592398405075073,0.5,0.24076015949249266,1.0,0.0,5,64,38,0.59375,16,0.25,10,0.15625,0.59375,3
S4,EMATentProbe100,0.8405390977859497,0.8405390977859497,0.8918045163154602,1,0.2478382706642151,0.5,0.2521617293357849,1.0,0.0,6,50,22,0.44,18,0.36,10,0.2,0.44,3
S4,EMATentMinGate025,0.8339060544967651,0.8754295408725739,0.8949775099754333,1,0.23737113773822785,0.5,0.2626288622617721,0.0,0.25,0,64,34,0.53125,15,0.234375,15,0.234375,0.53125,3
S4,EMATentMinGate025,0.8602110147476196,0.8951582610607147,0.8594967126846313,1,0.2314525216817856,0.5,0.2685474783182144,0.0,0.25,1,64,36,0.5625,17,0.265625,11,0.171875,0.5625,3
S4,EMATentMinGate025,0.9069643616676331,0.9302232712507248,0.8450903296470642,1,0.22093301862478257,0.5,0.2790669813752174,0.0,0.25,2,64,38,0.59375,19,0.296875,7,0.109375,0.59375,3
S4,EMATentMinGate025,0.855699896812439,0.8917749226093292,0.8699572682380676,1,0.23246752321720124,0.5,0.26753247678279873,0.0,0.25,3,64,31,0.484375,23,0.359375,10,0.15625,0.484375,3
S4,EMATentMinGate025,0.8832958340644836,0.9124718755483627,0.8458993434906006,1,0.2262584373354912,0.5,0.27374156266450883,0.0,0.25,4,64,33,0.515625,19,0.296875,12,0.1875,0.515625,3
S4,EMATentMinGate025,0.8211669921875,0.865875244140625,0.8496800065040588,1,0.2402374267578125,0.5,0.2597625732421875,0.0,0.25,5,64,38,0.59375,16,0.25,10,0.15625,0.59375,3
S4,EMATentMinGate025,0.8403618335723877,0.8802713751792908,0.8470237851142883,1,0.23591858744621277,0.5,0.2640814125537872,0.0,0.25,6,50,22,0.44,18,0.36,10,0.2,0.44,3
S4,EMATentMinGate050,0.8339060544967651,0.9169530272483826,0.8949775099754333,1,0.22491409182548525,0.5,0.2750859081745148,0.0,0.5,0,64,34,0.53125,15,0.234375,15,0.234375,0.53125,3
S4,EMATentMinGate050,0.859706699848175,0.9298533499240875,0.8596969842910767,1,0.22104399502277375,0.5,0.2789560049772262,0.0,0.5,1,64,36,0.5625,17,0.265625,11,0.171875,0.5625,3
S4,EMATentMinGate050,0.9065811634063721,0.953290581703186,0.8456758260726929,1,0.2140128254890442,0.5,0.2859871745109558,0.0,0.5,2,64,38,0.59375,19,0.296875,7,0.109375,0.59375,3
S4,EMATentMinGate050,0.855050802230835,0.9275254011154175,0.8709365129470825,1,0.22174237966537477,0.5,0.27825762033462526,0.0,0.5,3,64,31,0.484375,23,0.359375,10,0.15625,0.484375,3
S4,EMATentMinGate050,0.8835607767105103,0.9417803883552551,0.8460283875465393,1,0.21746588349342347,0.5,0.2825341165065765,0.0,0.5,4,64,33,0.515625,19,0.296875,12,0.1875,0.515625,3
S4,EMATentMinGate050,0.8221518397331238,0.9110759198665619,0.8494003415107727,1,0.22667722404003143,0.5,0.27332277595996857,0.0,0.5,5,64,38,0.59375,16,0.25,10,0.15625,0.59375,3
S4,EMATentMinGate050,0.8401835560798645,0.9200917780399323,0.8469210863113403,1,0.22397246658802034,0.5,0.27602753341197966,0.0,0.5,6,50,22,0.44,18,0.36,10,0.2,0.44,3
S5,EMATent,0.838359534740448,0.838359534740448,0.8181135058403015,1,0.24849213957786562,0.5,0.2515078604221344,0.0,0.0,0,64,37,0.578125,18,0.28125,9,0.140625,0.578125,3
S5,EMATent,0.8433370590209961,0.8433370590209961,0.8237072825431824,1,0.24699888229370118,0.5,0.2530011177062988,0.0,0.0,1,64,36,0.5625,18,0.28125,10,0.15625,0.5625,3
