Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_F1_2,Source_MeanF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_F1_2,Tent_MeanF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_F1_2,OFTTA_MeanF1
S2,0.6698113207547169,0.9464285714285714,0.0,0.51985559566787,0.48876138903214716,0.5330188679245284,0.6474226804123712,0.39662447257383965,0.3492063492063492,0.4644178340641867,0.6061320754716981,0.722117202268431,0.2981366459627329,0.5316455696202531,0.5172998059504723
S3,0.5406032482598608,0.6972477064220184,0.07518796992481203,0.0,0.2574785587822768,0.5266821345707656,0.659919028340081,0.39416058394160586,0.2127659574468085,0.4222818565761652,0.5893271461716937,0.7333333333333333,0.4738955823293173,0.1553398058252427,0.45418957382929775
S4,0.6152073732718893,0.7493261455525606,0.6684210526315789,0.017094017094017096,0.4782804050927189,0.5046082949308756,0.5914893617021276,0.5460750853242321,0.0,0.37918814900878656,0.5875576036866359,0.6511627906976745,0.7491638795986622,0.04316546762589928,0.48116404597407864
S5,0.7065462753950339,0.8722627737226277,0.696969696969697,0.07142857142857142,0.5468870140402987,0.4853273137697517,0.6172344689378757,0.38095238095238093,0.10752688172043011,0.3685712438702289,0.5846501128668171,0.6747967479674797,0.5891472868217055,0.25,0.504648011596395
S6,0.5351473922902494,0.9936034115138592,0.019417475728155338,0.00966183574879227,0.3408942409969356,0.5034013605442177,0.6157112526539278,0.4413793103448276,0.21487603305785125,0.42398886535220215,0.5578231292517006,0.6774847870182555,0.43410852713178294,0.3511450381679389,0.48757945077265913
S7,0.6909090909090909,0.8464285714285714,0.6871794871794872,0.0,0.5112026862026862,0.4909090909090909,0.5203619909502263,0.4664310954063604,0.45161290322580644,0.479468663194131,0.6227272727272727,0.7071129707112971,0.5503875968992248,0.4722222222222222,0.5765742632775814
S8,0.5407239819004525,0.5134474327628362,0.6683291770573566,0.0,0.3939255366067309,0.4343891402714932,0.5612472160356348,0.4012345679012346,0.018018018018018018,0.3268332673182958,0.5294117647058824,0.6469135802469136,0.5722222222222222,0.0,0.4063786008230452
S9,0.8200455580865603,0.9892933618843683,0.7701492537313432,0.0,0.5864808718719039,0.5034168564920274,0.6181818181818182,0.4906832298136646,0.10344827586206896,0.40410444128585055,0.5535307517084282,0.7104072398190046,0.5167173252279635,0.018691588785046728,0.4152720512773383
S10,0.6600877192982456,0.6436781609195402,0.8113879003558719,0.5300353356890459,0.6617004656548194,0.45614035087719296,0.5070993914807302,0.5060975609756098,0.0,0.3377323174854467,0.48464912280701755,0.4924406047516199,0.6729559748427673,0.0,0.3884655265314623
S11,0.6883408071748879,0.8780487804878049,0.0,0.6636363636363637,0.5138950480413895,0.47085201793721976,0.5780590717299579,0.4605263157894737,0.05263157894736842,0.36373898882226663,0.4820627802690583,0.6181818181818182,0.41605839416058393,0.08130081300813008,0.37184700845017743
S13,0.6629213483146067,0.9827586206896551,0.48375451263537905,0.0,0.4888377111083447,0.4044943820224719,0.5222929936305732,0.36065573770491804,0.03508771929824561,0.30601215021124567,0.4449438202247191,0.6047619047619047,0.3837837837837838,0.0,0.3295152295152295
S14,0.7101123595505618,0.960352422907489,0.6049382716049383,0.0,0.5217635648374758,0.4134831460674157,0.5422993492407809,0.35,0.05504587155963303,0.31578174026680467,0.5146067415730337,0.7242798353909465,0.3321554770318021,0.09917355371900827,0.38520295538058563
S15,0.7695749440715883,0.9120370370370371,0.7906976744186046,0.1864406779661017,0.6297251298072478,0.43400447427293065,0.5783664459161147,0.34415584415584416,0.15037593984962405,0.35763274330719436,0.4720357941834452,0.5083798882681564,0.5269121813031161,0.29508196721311475,0.44345801226146236
S16,0.8333333333333334,1.0,0.783625730994152,0.0,0.594541910331384,0.5743243243243243,0.6712328767123288,0.5863013698630137,0.023529411764705882,0.42702121944668275,0.6351351351351351,0.7702702702702703,0.6166666666666667,0.0,0.4623123123123123
S17,0.8223684210526315,0.8893058161350844,0.9230769230769231,0.0,0.6041275797373359,0.44298245614035087,0.5411764705882353,0.40764331210191085,0.0,0.31627326089671537,0.5285087719298246,0.5882352941176471,0.6801346801346801,0.0,0.4227899914174424
Average,0.6843822115775807,0.8582812541928017,0.5322090084205533,0.13321015981538414,0.5079001408095797,0.4785356140703104,0.5848062944341855,0.4355280577899277,0.11827499599712729,0.37953644940708026,0.5462068015141576,0.65532521785365,0.5208297482744674,0.1531844017457904,0.443113122624636
Std,0.09582271876106338,0.14061539799095382,0.32161663322091955,0.22593126448890336,0.10595454321816423,0.04622326937163385,0.05076045257348303,0.07024537505126002,0.13172997416870233,0.053354468771004304,0.05647629605441798,0.07820889730043204,0.12721370603905152,0.17688479005687335,0.06211789484778563
