Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_max_class_ratio,true_num_present_classes,true_class_1_count,true_class_1_ratio
S8,EMATent,0.11138495802879333,0.11138495802879333,0.9851614236831665,0,0.466584512591362,0.5,0.033415487408638,0.0,0.0,5,64,64,1.0,1.0,1,,
S8,EMATent,0.006422333884984255,0.006422333884984255,0.9994800090789795,0,0.4980732998345047,0.5,0.0019267001654952763,0.0,0.0,6,64,4,0.0625,0.9375,2,60.0,0.9375
S8,EMATent,0.025146102532744408,0.025146102532744408,0.9975075721740723,0,0.49245616924017666,0.5,0.007543830759823322,0.0,0.0,7,64,0,0.0,1.0,1,64.0,1.0
S8,EMATent,0.6203233003616333,0.6203233003616333,0.9979791641235352,1,0.31390300989151,0.5,0.18609699010848998,0.0,0.0,8,64,54,0.84375,0.84375,2,10.0,0.15625
S8,EMATent,6.164864729818476e-10,6.164864729818476e-10,1.0,0,0.49999999981505405,0.5,1.8494594189455426e-10,0.0,0.0,9,26,26,1.0,1.0,1,,
S9,EMATent,0.003571713576093316,0.003571713576093316,0.9997315406799316,0,0.498928485927172,0.5,0.0010715140728279947,0.0,0.0,0,64,64,1.0,1.0,1,,
S9,EMATent,0.0014096201630309224,0.0014096201630309224,0.9999047517776489,0,0.4995771139510907,0.5,0.0004228860489092767,0.0,0.0,1,64,64,1.0,1.0,1,,
S9,EMATent,0.23677782714366913,0.23677782714366913,0.9851034283638,1,0.42896665185689925,0.5,0.07103334814310074,0.0,0.0,2,64,64,1.0,1.0,1,,
S9,EMATent,0.9859836101531982,0.9859836101531982,0.9900757074356079,1,0.20420491695404053,0.5,0.2957950830459595,0.0,0.0,3,64,44,0.6875,0.6875,2,20.0,0.3125
S9,EMATent,0.18397358059883118,0.18397358059883118,0.9871956706047058,0,0.44480792582035067,0.5,0.05519207417964935,0.0,0.0,4,64,0,0.0,1.0,1,64.0,1.0
S9,EMATent,0.786104679107666,0.786104679107666,0.966257631778717,1,0.2641685962677002,0.5,0.2358314037322998,0.0,0.0,5,64,19,0.296875,0.703125,2,45.0,0.703125
S9,EMATent,0.3658008575439453,0.3658008575439453,0.9925169944763184,1,0.3902597427368164,0.5,0.1097402572631836,0.0,0.0,6,64,64,1.0,1.0,1,,
S9,EMATent,0.07385184615850449,0.07385184615850449,0.9910348653793335,0,0.47784444615244864,0.5,0.022155553847551347,0.0,0.0,7,64,64,1.0,1.0,1,,
S9,EMATent,0.4622540771961212,0.4622540771961212,0.9947762489318848,1,0.3613237768411637,0.5,0.13867622315883635,0.0,0.0,8,64,64,1.0,1.0,1,,
S9,EMATent,0.00452217273414135,0.00452217273414135,0.9996500611305237,0,0.4986433481797576,0.5,0.001356651820242405,0.0,0.0,9,21,21,1.0,1.0,1,,
