target_domain,train_subjects,adaption,source_accuracy,source_f1_non_stress,source_f1_stress,source_f1_per_class,source_mean_f1,adapt_accuracy,adapt_f1_non_stress,adapt_f1_stress,adapt_f1_per_class,adapt_mean_f1
S2,"['S10', 'S11', 'S13', 'S14', 'S15', 'S16', 'S17', 'S3', 'S4', 'S5', 'S6', 'S7', 'S8', 'S9']",sar,0.5400943396226415,0.7057010785824345,0.0,"[0.7057010785824345, 0.0, 0.0]",0.2352336928608115,0.535377358490566,0.6157517899761337,0.4576271186440678,"[0.6157517899761337, 0.4576271186440678, 0.45595854922279794]",0.5097791526143332
