target_domain,train_subjects,adaption,source_accuracy,source_f1_non_stress,source_f1_stress,source_mean_f1,adapt_accuracy,adapt_f1_non_stress,adapt_f1_stress,adapt_mean_f1
S3,"['S10', 'S11', 'S13', 'S14', 'S15', 'S16', 'S17', 'S2', 'S4', 'S5', 'S6', 'S7', 'S8', 'S9']",source,0.8841567291311755,0.9287211740041929,0.6909090909090909,0.8098151324566418,0.8841567291311755,0.9287211740041929,0.6909090909090909,0.8098151324566418
