Subject,Method,batch_size,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_class_2_count,pred_class_2_ratio,pred_max_class_ratio,pred_num_present_classes,batch_index,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_class_2_count,true_class_2_ratio,true_max_class_ratio,true_num_present_classes,true_imbalance,realistic_divergence_mean,realistic_divergence_min,realistic_divergence_max,realistic_prior_mean,realistic_prior_min,realistic_prior_max
S10,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,3,44,0.6875,0,0.0,20,0.3125,0.6875,2,,5.990146160125732,5.046964645385742,7.778680801391602,0.21554093062877655,0.06364695727825165,0.5
S10,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.0,9,0.140625,55,0.859375,0.859375,2,,9.731356620788574,7.652440071105957,13.705574035644531,0.2155240774154663,0.06512171030044556,0.5
S10,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.0,64,1.0,0,0.0,1.0,1,,14.584850311279297,10.18008804321289,22.283050537109375,0.21588943898677826,0.048402562737464905,0.5
S10,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,6,0,0.0,64,1.0,0,0.0,1.0,1,,21.590219497680664,13.844009399414062,33.59770584106445,0.21710270643234253,0.025053516030311584,0.5
S10,RealisticTTA,8,,,,,,,,,,,,,,,,,,,,,,,,7,0,0.0,8,1.0,0,0.0,1.0,1,,30.279983520507812,19.681669235229492,46.02607727050781,0.21776747703552246,0.016646265983581543,0.5
S11,DynaMixEMATent,64,0.016283195465803146,0.14645294845104218,0.14645294845104218,0.13016976416110992,0.8885567373059226,0.06750737815876486,0.04393588453531265,0.07060967676415031,9.3729887008667,0.19999999999999996,0.0,0.16533707082271576,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S11,DynaMixEMATent,64,0.01744742877781391,0.16596712172031403,0.16596712172031403,0.14851969480514526,0.8127900491279746,0.13741981435593123,0.04979013651609421,0.14462048820677054,19.994884490966797,0.19999999999999996,0.0,0.2140391767024994,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S11,DynaMixEMATent,64,0.03969290480017662,0.43194079399108887,0.43194079399108887,0.39224788546562195,0.5999179226617903,0.27049983914088305,0.12958223819732664,0.3107701278759133,47.639095306396484,0.19999999999999996,1.0,0.848143458366394,0.2,0.0,1.0,46.0,0.71875,3.0,0.046875,15.0,0.234375,0.71875,3.0,2,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S11,DynaMixEMATent,64,0.04557962715625763,0.7787174582481384,0.7787174582481384,0.7331377863883972,0.3578611934321296,0.40852356909342885,0.23361523747444152,0.5330528333407527,97.47701263427734,0.19999999999999996,1.0,0.8720831871032715,0.2,0.0,1.0,2.0,0.03125,11.0,0.171875,51.0,0.796875,0.796875,3.0,3,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.3541666666666667,,,,,,
S11,DynaMixEMATent,64,0.03805268555879593,0.8635921478271484,0.8635921478271484,0.8255394697189331,0.22465381143862342,0.5162685442132321,0.2590776443481445,0.6967916952094455,152.74691009521484,0.19999999999999996,1.0,0.7450864315032959,0.2,0.0,1.0,0.0,0.0,3.0,0.046875,61.0,0.953125,0.953125,2.0,4,0,0.0,64,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S11,DynaMixEMATent,64,0.06535191088914871,0.7840297222137451,0.7840297222137451,0.718677818775177,0.15668737946142175,0.6081037038744547,0.23520891666412352,0.7951239457735562,202.92481231689453,0.19999999999999996,1.0,0.6267774105072021,0.2,0.0,1.0,0.0,0.0,10.0,0.15625,54.0,0.84375,0.84375,2.0,5,0,0.0,52,0.8125,12,0.1875,0.8125,2,0.4791666666666667,,,,,,
S11,DynaMixEMATent,62,0.028471071273088455,0.5710003972053528,0.5710003972053528,0.5425293445587158,0.12875735323778684,0.6999425276006074,0.17130011916160584,0.8446272815829016,238.3268369436264,0.19999999999999996,1.0,0.45818451046943665,0.2,0.0,1.0,0.0,0.0,1.0,0.016129032258064516,61.0,0.9838709677419355,0.9838709677419355,2.0,6,0,0.0,0,0.0,62,1.0,1.0,1,0.6666666666666667,,,,,,
S11,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,0,64,1.0,0,0.0,0,0.0,1.0,1,,0.26356998085975647,0.1072603166103363,0.47043246030807495,0.22237779200077057,0.0,0.5
S11,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,1,64,1.0,0,0.0,0,0.0,1.0,1,,1.9849852323532104,0.9118126034736633,3.3331642150878906,0.22725243866443634,0.0,0.5
S11,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,2,64,1.0,0,0.0,0,0.0,1.0,1,,4.723691940307617,2.4345791339874268,7.373525619506836,0.23520946502685547,0.0,0.5
S11,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,3,44,0.6875,20,0.3125,0,0.0,0.6875,2,,7.934327602386475,4.648401260375977,11.421014785766602,0.243957057595253,0.0,0.5
S11,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.0,64,1.0,0,0.0,1.0,1,,11.722164154052734,7.537041187286377,15.896219253540039,0.250270277261734,0.0,0.5
S11,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.0,52,0.8125,12,0.1875,0.8125,2,,16.848695755004883,11.169535636901855,22.571807861328125,0.24921314418315887,0.0,0.5
S11,RealisticTTA,62,,,,,,,,,,,,,,,,,,,,,,,,6,0,0.0,0,0.0,62,1.0,1.0,1,,24.305429458618164,16.059768676757812,33.32957077026367,0.2408265322446823,0.0,0.5
S13,DynaMixEMATent,64,0.031070267781615257,0.11999023705720901,0.11999023705720901,0.08891996741294861,0.9078682004150295,0.05613472846780784,0.0359970711171627,0.05823086920789877,7.679375171661377,0.19999999999999996,0.0,0.11471888422966003,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S13,DynaMixEMATent,64,0.003628504229709506,0.030780071392655373,0.030780071392655373,0.027151567861437798,0.9188227264909349,0.07194325209126855,0.009234021417796612,0.0726137691912071,9.64929974079132,0.19999999999999996,0.0,0.03096180222928524,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S13,DynaMixEMATent,64,0.034362390637397766,0.08426772803068161,0.08426772803068161,0.049905337393283844,0.8666462742551682,0.10807340733562729,0.025280318409204482,0.11087639798064364,15.042434334754944,0.19999999999999996,0.0,0.08984013646841049,0.2,0.0,1.0,61.0,0.953125,0.0,0.0,3.0,0.046875,0.953125,2.0,2,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S13,DynaMixEMATent,64,0.6002416014671326,0.9156975150108337,0.9156975150108337,0.31545591354370117,0.407974563048002,0.3173161824487479,0.2747092545032501,0.43750204234498924,73.6470752954483,0.19999999999999996,1.0,0.42730194330215454,0.2,0.0,1.0,21.0,0.328125,26.0,0.40625,17.0,0.265625,0.40625,3.0,3,44,0.6875,0,0.0,20,0.3125,0.6875,2,0.3541666666666667,,,,,,
S13,DynaMixEMATent,64,0.24334384500980377,0.47006258368492126,0.47006258368492126,0.2267187535762787,0.38197226345894086,0.4770089614355828,0.14101877510547636,0.555319426794405,103.73108065128326,0.19999999999999996,1.0,0.22095227241516113,0.2,0.0,1.0,0.0,0.0,56.0,0.875,8.0,0.125,0.875,2.0,4,0,0.0,8,0.125,56,0.875,0.875,2,0.5416666666666667,,,,,,
S13,DynaMixEMATent,64,0.23273421823978424,0.6688774228096008,0.6688774228096008,0.4361432194709778,0.2544093467811544,0.5449274263759653,0.20066322684288024,0.6817244554178079,146.53923571109772,0.19999999999999996,1.0,0.42874863743782043,0.2,0.0,1.0,0.0,0.0,35.0,0.546875,29.0,0.453125,0.546875,2.0,5,0,0.0,64,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S13,DynaMixEMATent,61,0.09001771360635757,0.484306663274765,0.484306663274765,0.39428895711898804,0.21596572577331416,0.6387422752442563,0.1452919989824295,0.7473222135323447,176.08194217085838,0.19999999999999996,1.0,0.49654099345207214,0.2,0.0,1.0,0.0,0.0,17.0,0.2786885245901639,44.0,0.7213114754098361,0.7213114754098361,2.0,6,0,0.0,61,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S13,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,0,64,1.0,0,0.0,0,0.0,1.0,1,,0.2161283642053604,0.09895206987857819,0.3562353253364563,0.23202018439769745,0.0,0.5
S13,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,1,64,1.0,0,0.0,0,0.0,1.0,1,,1.7685619592666626,0.8444532752037048,2.8097035884857178,0.23790834844112396,0.0,0.5
S13,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,2,64,1.0,0,0.0,0,0.0,1.0,1,,4.4024658203125,2.22860050201416,6.696667671203613,0.24450838565826416,0.0,0.5
S13,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,3,44,0.6875,0,0.0,20,0.3125,0.6875,2,,6.635010242462158,4.152663230895996,8.56722640991211,0.2748647928237915,0.0,0.5
S13,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.0,8,0.125,56,0.875,0.875,2,,9.846831321716309,6.724211692810059,12.028242111206055,0.2815365195274353,0.0,0.49073857069015503
S13,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.0,64,1.0,0,0.0,1.0,1,,10.474395751953125,7.503694534301758,14.203804016113281,0.22731755673885345,0.0,0.5
S13,RealisticTTA,61,,,,,,,,,,,,,,,,,,,,,,,,6,0,0.0,61,1.0,0,0.0,1.0,1,,17.416629791259766,12.27491569519043,24.168724060058594,0.22309231758117676,0.0,0.5
S14,DynaMixEMATent,64,0.0035747261717915535,0.03347034379839897,0.03347034379839897,0.029895618557929993,0.973529621361509,0.016429275498971337,0.010041103139519692,0.016595916811369182,2.142102003097534,0.19999999999999996,0.0,0.04922167956829071,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S14,DynaMixEMATent,64,0.12192238867282867,0.548827052116394,0.548827052116394,0.4269046485424042,0.624345784379185,0.21100609998589678,0.1646481156349182,0.25259546777257136,37.26703333854675,0.19999999999999996,1.0,0.6131659150123596,0.2,0.0,1.0,33.0,0.515625,15.0,0.234375,16.0,0.25,0.515625,3.0,1,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S14,DynaMixEMATent,64,0.14392238855361938,0.7986382842063904,0.7986382842063904,0.654715895652771,0.38122431997111683,0.3791841947669661,0.2395914852619171,0.4986585334299857,88.37988352775574,0.19999999999999996,1.0,0.9369568824768066,0.2,0.0,1.0,26.0,0.40625,16.0,0.25,22.0,0.34375,0.40625,3.0,2,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S14,DynaMixEMATent,64,0.35520118474960327,0.9881347417831421,0.9881347417831421,0.6329335570335388,0.21521065717384616,0.48834892029121124,0.2964404225349426,0.6941116799955229,151.62050700187683,0.19999999999999996,1.0,0.6119124293327332,0.2,0.0,1.0,29.0,0.453125,32.0,0.5,3.0,0.046875,0.5,3.0,3,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.3541666666666667,,,,,,
S14,DynaMixEMATent,64,0.23552332818508148,0.6366139650344849,0.6366139650344849,0.4010906517505646,0.18000349487044137,0.6290123156192132,0.19098418951034546,0.7775031185589627,192.36380076408386,0.19999999999999996,1.0,0.40554335713386536,0.2,0.0,1.0,0.0,0.0,43.0,0.671875,21.0,0.328125,0.671875,2.0,4,0,0.0,64,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S14,DynaMixEMATent,64,0.21093221008777618,0.6571334600448608,0.6571334600448608,0.44620126485824585,0.12860830395749254,0.6742516580290492,0.19714003801345825,0.8398122835279107,234.42034220695496,0.19999999999999996,1.0,0.5403560996055603,0.2,0.0,1.0,0.0,0.0,42.0,0.65625,22.0,0.34375,0.65625,2.0,5,0,0.0,51,0.796875,13,0.203125,0.796875,2,0.4635416666666667,,,,,,
S14,DynaMixEMATent,61,0.08238831162452698,0.45011603832244873,0.45011603832244873,0.36772772669792175,0.11180674765686285,0.7531584408464026,0.1350348114967346,0.8707384422599329,261.87742054462433,0.19999999999999996,1.0,0.528846263885498,0.2,0.0,1.0,0.0,0.0,58.0,0.9508196721311475,3.0,0.04918032786885246,0.9508196721311475,2.0,6,0,0.0,0,0.0,61,1.0,1.0,1,0.6666666666666667,,,,,,
S14,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,0,64,1.0,0,0.0,0,0.0,1.0,1,,0.2681252956390381,0.1052139475941658,0.48147743940353394,0.2233448028564453,0.0,0.5
S14,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,1,64,1.0,0,0.0,0,0.0,1.0,1,,1.7906655073165894,0.903093695640564,2.7855920791625977,0.23841559886932373,0.0,0.5
S14,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,2,64,1.0,0,0.0,0,0.0,1.0,1,,4.028463840484619,2.293459892272949,5.740139484405518,0.2513814866542816,0.0,0.5
S14,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,3,44,0.6875,20,0.3125,0,0.0,0.6875,2,,5.957946300506592,4.112669944763184,7.48377799987793,0.2690873146057129,0.0,0.5
S14,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.0,64,1.0,0,0.0,1.0,1,,8.1787748336792,6.184636116027832,10.369047164916992,0.24046353995800018,0.0,0.5
S14,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.0,51,0.796875,13,0.203125,0.796875,2,,12.371367454528809,9.057366371154785,16.742229461669922,0.2226918488740921,0.0,0.5
S14,RealisticTTA,61,,,,,,,,,,,,,,,,,,,,,,,,6,0,0.0,0,0.0,61,1.0,1.0,1,,18.541885375976562,13.232715606689453,25.699222564697266,0.2206893414258957,0.0,0.5
S15,DynaMixEMATent,64,0.025670869275927544,0.1083436831831932,0.1083436831831932,0.08267281204462051,0.9164801183718759,0.05101677667316612,0.03250310495495796,0.05273068775150025,6.933995723724365,0.19999999999999996,0.0,0.10161814093589783,0.2,0.0,1.0,63.0,0.984375,0.0,0.0,1.0,0.015625,0.984375,2.0,0,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S15,DynaMixEMATent,64,0.02533128298819065,0.18009960651397705,0.18009960651397705,0.15476831793785095,0.8189224051966243,0.12704771284918256,0.054029881954193115,0.13430415023218578,18.460370540618896,0.19999999999999996,0.0,0.33151647448539734,0.2,0.0,1.0,63.0,0.984375,0.0,0.0,1.0,0.015625,0.984375,2.0,1,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S15,DynaMixEMATent,64,0.04205707460641861,0.26016342639923096,0.26016342639923096,0.21810635924339294,0.7007762775186593,0.22117469456157135,0.07804902791976928,0.239898542611791,35.11082983016968,0.19999999999999996,1.0,0.6756058931350708,0.2,0.0,1.0,51.0,0.796875,10.0,0.15625,3.0,0.046875,0.796875,3.0,2,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S15,DynaMixEMATent,64,0.3425694406032562,0.7860745191574097,0.7860745191574097,0.44350507855415344,0.39207755443431513,0.372100089818462,0.23582235574722288,0.4869287823544044,85.4195990562439,0.19999999999999996,1.0,0.8070900440216064,0.2,0.0,1.0,14.0,0.21875,39.0,0.609375,11.0,0.171875,0.609375,3.0,3,43,0.671875,0,0.0,21,0.328125,0.671875,2,0.3385416666666667,,,,,,
S15,DynaMixEMATent,64,0.27493590116500854,0.806455671787262,0.806455671787262,0.5315197706222534,0.259874399602472,0.49818889886134937,0.24193670153617858,0.6571864115713095,137.03276205062866,0.19999999999999996,1.0,0.4094928801059723,0.2,0.0,1.0,0.0,0.0,24.0,0.375,40.0,0.625,0.625,2.0,4,0,0.0,10,0.15625,54,0.84375,0.84375,2,0.5104166666666667,,,,,,
S15,DynaMixEMATent,64,0.0717974305152893,0.3901381492614746,0.3901381492614746,0.3183407187461853,0.24904677619386828,0.6339117790276894,0.11704144477844237,0.7179405820113767,162.00160360336304,0.19999999999999996,1.0,0.33629268407821655,0.2,0.0,1.0,0.0,0.0,63.0,0.984375,1.0,0.015625,0.984375,2.0,5,0,0.0,64,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S15,DynaMixEMATent,63,0.05974758788943291,0.3366488814353943,0.3366488814353943,0.2769013047218323,0.21485364383428698,0.6841516917350947,0.10099466443061829,0.7610096010184297,183.21048313379288,0.19999999999999996,1.0,0.3526148796081543,0.2,0.0,1.0,0.0,0.0,54.0,0.8571428571428571,9.0,0.14285714285714285,0.8571428571428571,2.0,6,0,0.0,63,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S15,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,0,64,1.0,0,0.0,0,0.0,1.0,1,,0.21942166984081268,0.09372779726982117,0.38454675674438477,0.22305648028850555,0.0,0.5
S15,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,1,64,1.0,0,0.0,0,0.0,1.0,1,,1.5543409585952759,0.8722145557403564,2.536954402923584,0.21833789348602295,0.010511845350265503,0.5
S15,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,2,64,1.0,0,0.0,0,0.0,1.0,1,,4.465157985687256,3.314788341522217,6.079992771148682,0.21887367963790894,0.005384981632232666,0.5
S15,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,3,43,0.671875,0,0.0,21,0.328125,0.671875,2,,7.178836345672607,5.57878303527832,9.351787567138672,0.22002482414245605,0.0,0.5
S15,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.0,10,0.15625,54,0.84375,0.84375,2,,9.80150318145752,7.905348777770996,13.150997161865234,0.21582400798797607,0.05043329298496246,0.5
S15,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.0,64,1.0,0,0.0,1.0,1,,13.784411430358887,9.87856674194336,19.871593475341797,0.2170276641845703,0.026117265224456787,0.5
S15,RealisticTTA,63,,,,,,,,,,,,,,,,,,,,,,,,6,0,0.0,63,1.0,0,0.0,1.0,1,,19.858991622924805,12.324394226074219,31.04068374633789,0.21778690814971924,0.016422942280769348,0.5
S16,DynaMixEMATent,64,0.03490421175956726,0.08527723699808121,0.08527723699808121,0.050373028963804245,0.9337423553262962,0.04067447357427942,0.025583171099424363,0.04174237591952512,5.457743167877197,0.19999999999999996,0.0,0.048962026834487915,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S16,DynaMixEMATent,64,0.004384742118418217,0.03518008813261986,0.03518008813261986,0.030795346945524216,0.9316120766321376,0.05783389692807643,0.010554026439785957,0.05845078809101534,7.709268808364868,0.19999999999999996,0.0,0.0377473458647728,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S16,DynaMixEMATent,64,0.0013570114970207214,0.01565198227763176,0.01565198227763176,0.014294969849288464,0.9298227454186933,0.06548165989801727,0.004695594683289527,0.06579058582301833,8.7109956741333,0.19999999999999996,0.0,0.02730494923889637,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,64,1.0,0,0.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S16,DynaMixEMATent,64,0.544975996017456,0.5979365706443787,0.5979365706443787,0.05296057090163231,0.5685197366254332,0.25209929218125315,0.1793809711933136,0.30720624715203904,46.978936195373535,0.19999999999999996,1.0,0.17134742438793182,0.2,0.0,1.0,41.0,0.640625,21.0,0.328125,2.0,0.03125,0.640625,3.0,3,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.3541666666666667,,,,,,
S16,DynaMixEMATent,64,0.00447050342336297,0.014442067593336105,0.014442067593336105,0.009971563704311848,0.6848290690456207,0.3108383106763785,0.004332620278000831,0.3121909153669048,47.903228521347046,0.19999999999999996,0.0,0.002705400111153722,0.2,0.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,1.0,4,0,0.0,64,1.0,0,0.0,1.0,1,0.6666666666666667,,,,,,
S16,DynaMixEMATent,64,0.010043096728622913,0.03752431273460388,0.03752431273460388,0.027481216937303543,0.6674256598459181,0.32131704633370073,0.011257293820381164,0.3249753897808567,50.304784536361694,0.19999999999999996,0.0,0.1125776544213295,0.2,0.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,1.0,5,0,0.0,50,0.78125,14,0.21875,0.78125,2,0.4479166666666667,,,,,,
S16,DynaMixEMATent,60,0.008143177255988121,0.08600974082946777,0.08600974082946777,0.0778665691614151,0.631621565808749,0.34257551194241076,0.025802922248840333,0.3516490859664796,55.46536898612976,0.19999999999999996,0.0,0.6593358516693115,0.2,0.0,1.0,0.0,0.0,40.0,0.6666666666666666,20.0,0.3333333333333333,0.6666666666666666,2.0,6,0,0.0,0,0.0,60,1.0,1.0,1,0.6666666666666667,,,,,,
S16,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,0,64,1.0,0,0.0,0,0.0,1.0,1,,0.21565449237823486,0.09009750187397003,0.3884504437446594,0.21932107210159302,0.0014692991971969604,0.5
S16,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,1,64,1.0,0,0.0,0,0.0,1.0,1,,1.6763590574264526,0.8134605884552002,2.7744650840759277,0.2260286808013916,0.0,0.5
S16,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,2,64,1.0,0,0.0,0,0.0,1.0,1,,4.293030261993408,2.252232551574707,6.698443412780762,0.2334269881248474,0.0,0.5
S16,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,3,44,0.6875,20,0.3125,0,0.0,0.6875,2,,4.8502607345581055,2.8146936893463135,7.343082427978516,0.22969673573970795,0.0,0.5
S16,RealisticTTA,64,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.0,64,1.0,0,0.0,1.0,1,,7.602095127105713,5.659409046173096,10.994930267333984,0.21589398384094238,0.04826799035072327,0.5
