Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EMATent_Acc,EMATent_F1_0,EMATent_F1_1,EMATent_MacroF1
S11,0.41333333333333333,0.5849056603773585,0.0,0.29245283018867924,0.55,0.5229681978798587,0.5741324921135647,0.5485503449967117,0.55,0.5229681978798587,0.5741324921135647,0.5485503449967117,0.5433333333333333,0.5623003194888179,0.5226480836236934,0.5424742015562556,0.49333333333333335,0.46853146853146854,0.5159235668789809,0.4922275177052247
S12,0.5080645161290323,0.6737967914438503,0.0,0.33689839572192515,0.7943548387096774,0.8075471698113208,0.7792207792207793,0.79338397451605,0.7943548387096774,0.8075471698113208,0.7792207792207793,0.79338397451605,0.6774193548387096,0.7297297297297297,0.6,0.6648648648648648,0.6451612903225806,0.6923076923076923,0.580952380952381,0.6366300366300366
S13,0.7689530685920578,0.8279569892473119,0.6483516483516484,0.7381543187994801,0.5631768953068592,0.6824146981627297,0.30057803468208094,0.49149636642240535,0.5595667870036101,0.6789473684210526,0.2988505747126437,0.48889897156684814,0.5306859205776173,0.6306818181818182,0.3564356435643564,0.4935587308730873,0.6534296028880866,0.7176470588235294,0.5514018691588785,0.634524463991204
S14,0.6721311475409836,0.803921568627451,0.0,0.4019607843137255,0.6352459016393442,0.7244582043343654,0.46060606060606063,0.592532132470213,0.6352459016393442,0.7244582043343654,0.46060606060606063,0.592532132470213,0.5737704918032787,0.6867469879518072,0.3333333333333333,0.5100401606425703,0.6475409836065574,0.7794871794871795,0.12244897959183673,0.4509680795395081
S15,0.465625,0.38267148014440433,0.5289256198347108,0.45579854998955754,0.678125,0.7565011820330969,0.5253456221198156,0.6409234020764563,0.678125,0.7565011820330969,0.5253456221198156,0.6409234020764563,0.69375,0.7782805429864253,0.5050505050505051,0.6416655240184652,0.534375,0.5962059620596206,0.45018450184501846,0.5231952319523195
S16,0.45248868778280543,0.6134185303514377,0.06201550387596899,0.33771701711370333,0.6063348416289592,0.6789667896678967,0.49122807017543857,0.5850974299216676,0.6063348416289592,0.6789667896678967,0.49122807017543857,0.5850974299216676,0.6244343891402715,0.7313915857605178,0.37593984962406013,0.553665717692289,0.5384615384615384,0.6577181208053692,0.2916666666666667,0.4746923937360179
S17,0.6398601398601399,0.7444168734491315,0.3905325443786982,0.5674747089139149,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.486013986013986,0.5787965616045845,0.34080717488789236,0.4598018682462384,0.6433566433566433,0.7397959183673469,0.43333333333333335,0.5865646258503401
S18,0.7254901960784313,0.7244094488188977,0.7265625,0.7254859744094488,0.5843137254901961,0.6214285714285714,0.5391304347826087,0.5802795031055901,0.5843137254901961,0.6214285714285714,0.5391304347826087,0.5802795031055901,0.5843137254901961,0.6442953020134228,0.5,0.5721476510067114,0.615686274509804,0.65,0.5739130434782609,0.6119565217391305
S19,0.7014925373134329,0.7637795275590551,0.5945945945945946,0.6791870610768249,0.582089552238806,0.6347826086956522,0.5116279069767442,0.5732052578361981,0.582089552238806,0.6347826086956522,0.5116279069767442,0.5732052578361981,0.6218905472636815,0.6779661016949152,0.5421686746987951,0.6100673881968552,0.5870646766169154,0.6795366795366795,0.4195804195804196,0.5495585495585495
S20,0.5053003533568905,0.6111111111111112,0.32038834951456313,0.4657497303128372,0.568904593639576,0.6139240506329114,0.512,0.5629620253164558,0.568904593639576,0.6139240506329114,0.512,0.5629620253164558,0.5335689045936396,0.6373626373626373,0.3465346534653465,0.4919486454139919,0.6042402826855123,0.7171717171717171,0.3411764705882353,0.5291740938799763
S21,0.6284722222222222,0.3668639053254438,0.7371007371007371,0.5519823212130904,0.6041666666666666,0.5681818181818182,0.6346153846153846,0.6013986013986015,0.6041666666666666,0.5681818181818182,0.6346153846153846,0.6013986013986015,0.5381944444444444,0.5581395348837209,0.5163636363636364,0.5372515856236786,0.6215277777777778,0.4467005076142132,0.712401055408971,0.5795507815115921
S22,0.408,0.0,0.5795454545454546,0.2897727272727273,0.648,0.674074074074074,0.6173913043478261,0.6457326892109501,0.648,0.674074074074074,0.6173913043478261,0.6457326892109501,0.66,0.750733137829912,0.46540880503144655,0.6080709714306793,0.516,0.5925925925925926,0.4039408866995074,0.49826673964604995
S23,0.551440329218107,0.660436137071651,0.3393939393939394,0.49991503823279526,0.6584362139917695,0.7224080267558528,0.5561497326203209,0.6392788796880868,0.6584362139917695,0.7224080267558528,0.5561497326203209,0.6392788796880868,0.5679012345679012,0.6974063400576369,0.2446043165467626,0.47100532830219977,0.5267489711934157,0.6742209631728046,0.13533834586466165,0.4047796545187331
S24,0.5076142131979695,0.5125628140703518,0.5025641025641026,0.5075634583172272,0.37055837563451777,0.44144144144144143,0.27906976744186046,0.36025560444165095,0.37055837563451777,0.44144144144144143,0.27906976744186046,0.36025560444165095,0.3604060913705584,0.47058823529411764,0.19230769230769232,0.33144796380090497,0.3147208121827411,0.43983402489626555,0.11764705882352941,0.2787405418598975
S25,0.49795918367346936,0.016,0.663013698630137,0.3395068493150685,0.5306122448979592,0.5692883895131086,0.484304932735426,0.5267966611242673,0.5306122448979592,0.5692883895131086,0.484304932735426,0.5267966611242673,0.5346938775510204,0.6346153846153846,0.3595505617977528,0.4970829732065687,0.5551020408163265,0.5439330543933054,0.5657370517928287,0.554835053093067
