Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_class_2_count,true_class_2_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_class_2_count,pred_class_2_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance
S14,EMATent,0.9197412133216858,0.9197412133216858,0.7422871589660645,1.0,0.22407763600349428,0.5,0.2759223639965057,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.9949799180030823,0.9949799180030823,0.559194803237915,1.0,0.20150602459907532,0.5,0.29849397540092465,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.9719070196151733,0.9719070196151733,0.6168927550315857,1.0,0.20842789411544801,0.5,0.291572105884552,0.0,0.0,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.5234255790710449,0.5234255790710449,0.8450758457183838,1.0,0.34297232627868657,0.5,0.15702767372131346,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.6205260157585144,0.6205260157585144,0.8112057447433472,1.0,0.31384219527244567,0.5,0.1861578047275543,0.0,0.0,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.3209274113178253,0.3209274113178253,0.8929850459098816,1.0,0.4037217766046524,0.5,0.0962782233953476,0.0,0.0,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.0035747261717915535,0.03347034379839897,0.03347034379839897,0.029895618557929993,0.973529621361509,0.016429275498971337,0.010041103139519692,0.016595916811369182,2.142102003097534,0.19999999999999996,0.0,0.04922167956829071,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S14,DynaMixEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.12192238867282867,0.548827052116394,0.548827052116394,0.4269046485424042,0.624345784379185,0.21100609998589678,0.1646481156349182,0.25259546777257136,37.26703333854675,0.19999999999999996,1.0,0.6131659150123596,0.2,0.0,1.0,33.0,0.515625,15.0,0.234375,16.0,0.25,0.515625,3.0,0.6666666666666667
S14,DynaMixEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.14392238855361938,0.7986382842063904,0.7986382842063904,0.654715895652771,0.38122431997111683,0.3791841947669661,0.2395914852619171,0.4986585334299857,88.37988352775574,0.19999999999999996,1.0,0.9369568824768066,0.2,0.0,1.0,26.0,0.40625,16.0,0.25,22.0,0.34375,0.40625,3.0,0.6666666666666667
S14,DynaMixEMATent,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.35520118474960327,0.9881347417831421,0.9881347417831421,0.6329335570335388,0.21521065717384616,0.48834892029121124,0.2964404225349426,0.6941116799955229,151.62050700187683,0.19999999999999996,1.0,0.6119124293327332,0.2,0.0,1.0,29.0,0.453125,32.0,0.5,3.0,0.046875,0.5,3.0,0.3541666666666667
S14,DynaMixEMATent,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,0.23552332818508148,0.6366139650344849,0.6366139650344849,0.4010906517505646,0.18000349487044137,0.6290123156192132,0.19098418951034546,0.7775031185589627,192.36380076408386,0.19999999999999996,1.0,0.40554335713386536,0.2,0.0,1.0,0.0,0.0,43.0,0.671875,21.0,0.328125,0.671875,2.0,0.6666666666666667
S14,DynaMixEMATent,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,0.21093221008777618,0.6571334600448608,0.6571334600448608,0.44620126485824585,0.12860830395749254,0.6742516580290492,0.19714003801345825,0.8398122835279107,234.42034220695496,0.19999999999999996,1.0,0.5403560996055603,0.2,0.0,1.0,0.0,0.0,42.0,0.65625,22.0,0.34375,0.65625,2.0,0.4635416666666667
S14,DynaMixEMATent,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,0.08238831162452698,0.45011603832244873,0.45011603832244873,0.36772772669792175,0.11180674765686285,0.7531584408464026,0.1350348114967346,0.8707384422599329,261.87742054462433,0.19999999999999996,1.0,0.528846263885498,0.2,0.0,1.0,0.0,0.0,58.0,0.9508196721311475,3.0,0.04918032786885246,0.9508196721311475,2.0,0.6666666666666667
S15,EMATent,0.1083436831831932,0.1083436831831932,0.9782970547676086,0.0,0.46749689504504205,0.5,0.03250310495495796,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.36075615882873535,0.36075615882873535,0.9028865694999695,1.0,0.39177315235137944,0.5,0.1082268476486206,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.7783912420272827,0.7783912420272827,0.714208722114563,1.0,0.26648262739181516,0.5,0.2335173726081848,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.8078107833862305,0.8078107833862305,0.694603681564331,1.0,0.25765676498413087,0.5,0.24234323501586913,0.0,0.0,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.6225892305374146,0.6225892305374146,0.8602321743965149,1.0,0.3132232308387756,0.5,0.18677676916122435,0.0,0.0,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.3305525481700897,0.3305525481700897,0.9041790962219238,1.0,0.40083423554897313,0.5,0.09916576445102691,0.0,0.0,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.3324192464351654,0.3324192464351654,0.9214603304862976,1.0,0.4002742260694504,0.5,0.09972577393054961,0.0,0.0,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
