target_domain,train_subjects,adaption,source_accuracy,source_f1_non_stress,source_f1_stress,source_mean_f1,adapt_accuracy,adapt_f1_non_stress,adapt_f1_stress,adapt_mean_f1
S7,"['S10', 'S11', 'S13', 'S14', 'S15', 'S16', 'S17', 'S2', 'S3', 'S4', 'S5', 'S6', 'S8', 'S9']",source,0.8676716917922948,0.9223205506391348,0.5536723163841808,0.7379964335116578,0.8676716917922948,0.9223205506391348,0.5536723163841808,0.7379964335116578
