target_domain,train_subjects,adaption,source_accuracy,source_f1_non_stress,source_f1_stress,source_mean_f1,adapt_accuracy,adapt_f1_non_stress,adapt_f1_stress,adapt_mean_f1
S8,"['S10', 'S11', 'S13', 'S14', 'S15', 'S16', 'S17', 'S2', 'S3', 'S4', 'S5', 'S6', 'S7', 'S9']",source,0.946843853820598,0.9646017699115044,0.8933333333333333,0.9289675516224188,0.946843853820598,0.9646017699115044,0.8933333333333333,0.9289675516224188
