Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EmaTentGridS20E50B30M075_Acc,EmaTentGridS20E50B30M075_F1_0,EmaTentGridS20E50B30M075_F1_1,EmaTentGridS20E50B30M075_MacroF1,EmaTentCaseS20E50B30M060_Acc,EmaTentCaseS20E50B30M060_F1_0,EmaTentCaseS20E50B30M060_F1_1,EmaTentCaseS20E50B30M060_MacroF1,EmaTentCaseS20E50B30M065_Acc,EmaTentCaseS20E50B30M065_F1_0,EmaTentCaseS20E50B30M065_F1_1,EmaTentCaseS20E50B30M065_MacroF1,EmaTentCaseS20E50B30M070_Acc,EmaTentCaseS20E50B30M070_F1_0,EmaTentCaseS20E50B30M070_F1_1,EmaTentCaseS20E50B30M070_MacroF1,EmaTentCaseS10E50B40M070_Acc,EmaTentCaseS10E50B40M070_F1_0,EmaTentCaseS10E50B40M070_F1_1,EmaTentCaseS10E50B40M070_MacroF1,EmaTentCaseS10E50B40M075_Acc,EmaTentCaseS10E50B40M075_F1_0,EmaTentCaseS10E50B40M075_F1_1,EmaTentCaseS10E50B40M075_MacroF1,EmaTentCaseS10E50B40M080_Acc,EmaTentCaseS10E50B40M080_F1_0,EmaTentCaseS10E50B40M080_F1_1,EmaTentCaseS10E50B40M080_MacroF1,EmaTentCaseS00E50B50M070_Acc,EmaTentCaseS00E50B50M070_F1_0,EmaTentCaseS00E50B50M070_F1_1,EmaTentCaseS00E50B50M070_MacroF1,EmaTentCaseS00E50B50M075_Acc,EmaTentCaseS00E50B50M075_F1_0,EmaTentCaseS00E50B50M075_F1_1,EmaTentCaseS00E50B50M075_MacroF1,EmaTentCaseS00E50B50M080_Acc,EmaTentCaseS00E50B50M080_F1_0,EmaTentCaseS00E50B50M080_F1_1,EmaTentCaseS00E50B50M080_MacroF1,EmaTentCaseS10E40B50M075_Acc,EmaTentCaseS10E40B50M075_F1_0,EmaTentCaseS10E40B50M075_F1_1,EmaTentCaseS10E40B50M075_MacroF1
S11,0.5633333333333334,0.5732899022801303,0.552901023890785,0.5630954630854577,0.5533333333333333,0.564935064935065,0.541095890410959,0.553015477673012,0.5533333333333333,0.564935064935065,0.541095890410959,0.553015477673012,0.5966666666666667,0.6807387862796834,0.45248868778280543,0.5666137370312444,0.5933333333333334,0.5642857142857143,0.61875,0.5915178571428572,0.5933333333333334,0.6038961038961039,0.5821917808219178,0.5930439423590108,0.5866666666666667,0.5838926174496645,0.5894039735099338,0.5866482954797991,0.5833333333333334,0.5614035087719298,0.6031746031746031,0.5822890559732665,0.5933333333333334,0.5850340136054422,0.6013071895424836,0.5931706015739628,0.5933333333333334,0.5734265734265734,0.6114649681528662,0.5924457707897198,0.5933333333333334,0.5642857142857143,0.61875,0.5915178571428572,0.6,0.6026490066225165,0.5973154362416108,0.5999822214320636,0.6033333333333334,0.5966101694915255,0.6098360655737705,0.6032231175326479,0.6066666666666667,0.5874125874125874,0.6242038216560509,0.6058082045343192,0.6033333333333334,0.5824561403508772,0.6222222222222222,0.6023391812865497
S12,0.5282258064516129,0.4507042253521127,0.5865724381625441,0.5186383317573284,0.5685483870967742,0.5523012552301255,0.5836575875486382,0.5679794213893818,0.5685483870967742,0.5523012552301255,0.5836575875486382,0.5679794213893818,0.5967741935483871,0.5833333333333334,0.609375,0.5963541666666667,0.5604838709677419,0.5691699604743083,0.551440329218107,0.5603051448462077,0.5725806451612904,0.6102941176470589,0.5267857142857143,0.5685399159663866,0.5725806451612904,0.6044776119402985,0.5350877192982456,0.569782665619272,0.5725806451612904,0.5954198473282443,0.5470085470085471,0.5712141971683957,0.5766129032258065,0.5977011494252874,0.5531914893617021,0.5754463193934948,0.5604838709677419,0.5622489959839357,0.5587044534412956,0.5604767247126157,0.5604838709677419,0.5361702127659574,0.5823754789272031,0.5592728458465803,0.592741935483871,0.5877551020408164,0.5976095617529881,0.5926823318969022,0.5604838709677419,0.5477178423236515,0.5725490196078431,0.5601334309657473,0.5524193548387096,0.5236051502145923,0.5779467680608364,0.5507759591377144,0.5766129032258065,0.5374449339207048,0.6096654275092936,0.5735551807149992
S13,0.6534296028880866,0.7241379310344828,0.5339805825242718,0.6290592567793774,0.740072202166065,0.7583892617449665,0.71875,0.7385696308724832,0.740072202166065,0.7583892617449665,0.71875,0.7385696308724832,0.7509025270758123,0.8140161725067385,0.6229508196721312,0.7184834960894348,0.6859205776173285,0.7463556851311953,0.5876777251184834,0.6670167051248393,0.7184115523465704,0.7678571428571429,0.6422018348623854,0.7050294888597641,0.7111913357400722,0.7633136094674556,0.6296296296296297,0.6964716195485426,0.7003610108303249,0.7565982404692082,0.6103286384976526,0.6834634394834305,0.6967509025270758,0.7514792899408284,0.6111111111111112,0.6812952005259698,0.6859205776173285,0.7418397626112759,0.5990783410138248,0.6704590518125504,0.6750902527075813,0.7352941176470589,0.5794392523364486,0.6573666849917537,0.6967509025270758,0.7439024390243902,0.6283185840707964,0.6861105115475934,0.6859205776173285,0.7355623100303952,0.6133333333333333,0.6744478216818642,0.6678700361010831,0.7195121951219512,0.5929203539823009,0.656216274552126,0.6606498194945848,0.7116564417177914,0.5877192982456141,0.6496878699817028
S14,0.47950819672131145,0.3804878048780488,0.5512367491166078,0.4658622769973283,0.4918032786885246,0.5724137931034483,0.37373737373737376,0.473075583420411,0.4918032786885246,0.5724137931034483,0.37373737373737376,0.473075583420411,0.6926229508196722,0.7910863509749304,0.4186046511627907,0.6048455010688606,0.5655737704918032,0.6293706293706294,0.4752475247524752,0.5523090770615523,0.610655737704918,0.6822742474916388,0.4973544973544973,0.589814372423068,0.6024590163934426,0.6711864406779661,0.49740932642487046,0.5842978835514183,0.5737704918032787,0.6388888888888888,0.48,0.5594444444444444,0.5819672131147541,0.6688311688311688,0.43333333333333335,0.5510822510822511,0.5573770491803278,0.64,0.425531914893617,0.5327659574468085,0.5409836065573771,0.6216216216216216,0.4166666666666667,0.5191441441441441,0.6024590163934426,0.692063492063492,0.4393063583815029,0.5656849252224975,0.5819672131147541,0.6709677419354839,0.42696629213483145,0.5489670170351577,0.5778688524590164,0.6666666666666666,0.4245810055865922,0.5456238361266295,0.569672131147541,0.6579804560260586,0.4198895027624309,0.5389349793942447
S15,0.540625,0.5663716814159292,0.5116279069767442,0.5389997941963367,0.596875,0.6217008797653959,0.568561872909699,0.5951313763375474,0.6,0.6235294117647059,0.5733333333333334,0.5984313725490196,0.546875,0.6233766233766234,0.43137254901960786,0.5273745861981156,0.6375,0.6759776536312849,0.5886524822695035,0.6323150679503942,0.628125,0.6909090909090909,0.5333333333333333,0.6121212121212121,0.625,0.6875,0.53125,0.609375,0.6375,0.6914893617021277,0.5606060606060606,0.6260477111540941,0.596875,0.656,0.5132075471698113,0.5846037735849057,0.61875,0.6702702702702703,0.5481481481481482,0.6092092092092092,0.63125,0.6740331491712708,0.5755395683453237,0.6247863587582972,0.596875,0.6578249336870027,0.5095057034220533,0.583665318554528,0.596875,0.6578249336870027,0.5095057034220533,0.583665318554528,0.6,0.6631578947368421,0.5076923076923077,0.5854251012145748,0.603125,0.6631299734748011,0.5171102661596958,0.5901201198172484
S16,0.5294117647058824,0.0,0.6923076923076923,0.34615384615384615,0.6063348416289592,0.5915492957746479,0.6200873362445415,0.6058183160095947,0.6063348416289592,0.5915492957746479,0.6200873362445415,0.6058183160095947,0.6380090497737556,0.6610169491525424,0.6116504854368932,0.6363337172947178,0.5248868778280543,0.3137254901960784,0.6366782006920415,0.47520184544405997,0.4479638009049774,0.32222222222222224,0.5343511450381679,0.42828668363019506,0.4751131221719457,0.3176470588235294,0.5735294117647058,0.4455882352941176,0.5067873303167421,0.3057324840764331,0.6175438596491228,0.461638171862778,0.45701357466063347,0.3181818181818182,0.5488721804511278,0.433526999316473,0.49321266968325794,0.3,0.6028368794326241,0.451418439716312,0.5384615384615384,0.32894736842105265,0.6482758620689655,0.48861161524500907,0.4479638009049774,0.33695652173913043,0.5271317829457365,0.43204415234243343,0.43891402714932126,0.30337078651685395,0.5303030303030303,0.41683690840994214,0.46153846153846156,0.2874251497005988,0.5672727272727273,0.427348938486663,0.4660633484162896,0.2891566265060241,0.572463768115942,0.430810197310983
S17,0.4755244755244755,0.0,0.6445497630331753,0.3222748815165877,0.5559440559440559,0.5605536332179931,0.5512367491166078,0.5558951911673005,0.5559440559440559,0.5605536332179931,0.5512367491166078,0.5558951911673005,0.6958041958041958,0.7289719626168224,0.6533864541832669,0.6911792084000447,0.506993006993007,0.5865102639296188,0.38961038961038963,0.4880603267700042,0.541958041958042,0.5787781350482315,0.49808429118773945,0.5384312131179855,0.5454545454545454,0.5886075949367089,0.4921875,0.5403975474683544,0.5174825174825175,0.5843373493975904,0.425,0.5046686746987952,0.5874125874125874,0.609271523178808,0.562962962962963,0.5861172430708854,0.5454545454545454,0.5886075949367089,0.4921875,0.5403975474683544,0.493006993006993,0.5645645645645646,0.39330543933054396,0.4789350019475543,0.5979020979020979,0.5936395759717314,0.6020761245674741,0.5978578502696028,0.5909090909090909,0.6060606060606061,0.5745454545454546,0.5903030303030303,0.5314685314685315,0.5838509316770186,0.464,0.5239254658385093,0.5209790209790209,0.581039755351682,0.44081632653061226,0.5109280409411471
S18,0.6196078431372549,0.4756756756756757,0.7015384615384616,0.5886070686070686,0.6862745098039216,0.6923076923076923,0.68,0.6861538461538461,0.6862745098039216,0.6923076923076923,0.68,0.6861538461538461,0.7490196078431373,0.7480314960629921,0.75,0.7490157480314961,0.5411764705882353,0.38095238095238093,0.6355140186915887,0.5082331998219849,0.49411764705882355,0.39436619718309857,0.5656565656565656,0.48001138141983213,0.5098039215686274,0.3842364532019704,0.5928338762214984,0.4885351647117344,0.5372549019607843,0.3917525773195876,0.6265822784810127,0.5091674279003001,0.5058823529411764,0.3883495145631068,0.5855263157894737,0.48693791517629026,0.5019607843137255,0.36180904522613067,0.5916398713826366,0.47672445830438365,0.5176470588235295,0.35602094240837695,0.6144200626959248,0.4852205025521509,0.5333333333333333,0.4413145539906103,0.5993265993265994,0.5203205766586049,0.5294117647058824,0.4230769230769231,0.6026490066225165,0.5128629648497198,0.5215686274509804,0.4077669902912621,0.5986842105263158,0.5032256004087889,0.5098039215686274,0.3842364532019704,0.5928338762214984,0.4885351647117344
S19,0.6915422885572139,0.3404255319148936,0.7987012987012987,0.5695634153080962,0.48258706467661694,0.42857142857142855,0.5272727272727272,0.47792207792207786,0.48258706467661694,0.42857142857142855,0.5272727272727272,0.47792207792207786,0.4975124378109453,0.4975124378109453,0.4975124378109453,0.4975124378109453,0.6467661691542289,0.3106796116504854,0.7625418060200669,0.5366107088352762,0.6169154228855721,0.384,0.7220216606498195,0.5530108303249097,0.6218905472636815,0.36666666666666664,0.7304964539007093,0.548581560283688,0.6467661691542289,0.3364485981308411,0.7593220338983051,0.5478853160145731,0.6268656716417911,0.3902439024390244,0.7311827956989247,0.5607133490689746,0.6318407960199005,0.3620689655172414,0.7412587412587412,0.5516638533879913,0.6368159203980099,0.3177570093457944,0.752542372881356,0.5351496911135751,0.6019900497512438,0.38461538461538464,0.7058823529411765,0.5452488687782806,0.6119402985074627,0.3709677419354839,0.7194244604316546,0.5451961011835693,0.6318407960199005,0.3728813559322034,0.7394366197183099,0.5561589878252566,0.6268656716417911,0.358974358974359,0.7368421052631579,0.5479082321187584
S20,0.4204946996466431,0.59,0.012048192771084338,0.3010240963855422,0.45936395759717313,0.4354243542435424,0.48135593220338985,0.45839014322346616,0.4628975265017668,0.43703703703703706,0.4864864864864865,0.46176176176176176,0.38515901060070673,0.37410071942446044,0.3958333333333333,0.3849670263788969,0.558303886925795,0.5283018867924528,0.584717607973422,0.5565097473829375,0.5547703180212014,0.5434782608695652,0.5655172413793104,0.5544977511244378,0.5547703180212014,0.5401459854014599,0.5684931506849316,0.5543195680431957,0.558303886925795,0.5353159851301115,0.5791245791245792,0.5572202821273453,0.5759717314487632,0.5454545454545454,0.6026490066225165,0.574051776038531,0.5795053003533569,0.5440613026819924,0.6098360655737705,0.5769486841278815,0.5901060070671378,0.5503875968992248,0.6233766233766234,0.586882110137924,0.6042402826855123,0.5658914728682171,0.6363636363636364,0.6011275546159267,0.5830388692579506,0.556390977443609,0.6066666666666667,0.5815288220551378,0.5901060070671378,0.5639097744360902,0.6133333333333333,0.5886215538847117,0.5830388692579506,0.562962962962963,0.6013513513513513,0.5821571571571571
