Subject,Accuracy,F1_Non_Stress_0,F1_Stress_1,F1_Class_0,F1_Class_1,F1_Class_2,Mean_F1,Confusion_Matrix,Fixed_Epochs,Checkpoint,Report,History
S1,0.49624060150375937,0.6298342541436464,0.21176470588235294,0.6298342541436464,0.21176470588235294,,0.42079948001299966,"[[114, 29], [105, 18]]",20,./ckpt_case_valence/case/cnn1d/S1/case_S1_checkpoint.pt,"{'0': {'precision': 0.5205479452054794, 'recall': 0.7972027972027972, 'f1-score': 0.6298342541436464, 'support': 143.0}, '1': {'precision': 0.3829787234042553, 'recall': 0.14634146341463414, 'f1-score': 0.21176470588235294, 'support': 123.0}, 'accuracy': 0.49624060150375937, 'macro avg': {'precision': 0.45176333430486737, 'recall': 0.4717721303087157, 'f1-score': 0.42079948001299966, 'support': 266.0}, 'weighted avg': {'precision': 0.4569351095605525, 'recall': 0.49624060150375937, 'f1-score': 0.4365163803235746, 'support': 266.0}}","{'loss': [0.7347313847431485, 0.7142707668279119, 0.7116046807871583, 0.7014270497477915, 0.6965643143597454, 0.68694357037842, 0.6853539340831736, 0.6759175719969749, 0.6783519976239677, 0.6625200022892019, 0.666051488065588, 0.6575669826636321, 0.6442956937680471, 0.6455870965111031, 0.6370969177295364, 0.632910998168154, 0.6252904916007086, 0.6178118368321561, 0.6160294777447186, 0.6144271746358123], 'accuracy': [0.6140397002760615, 0.6390166951492047, 0.6419087682397792, 0.6549230971473643, 0.6538714342053372, 0.6566320494281582, 0.6565005915604049, 0.6676745103194426, 0.6708294991455238, 0.6810832128302879, 0.6843696595241225, 0.6809517549625345, 0.7004075193900355, 0.6967266990929407, 0.6994873143157618, 0.7025108452740897, 0.7102668594715393, 0.7231497305113711, 0.7147364269751545, 0.715262258446168]}"
S2,0.6007905138339921,0.6576271186440678,0.5213270142180095,0.6576271186440678,0.5213270142180095,,0.5894770664310387,"[[97, 66], [35, 55]]",20,./ckpt_case_valence/case/cnn1d/S2/case_S2_checkpoint.pt,"{'0': {'precision': 0.7348484848484849, 'recall': 0.5950920245398773, 'f1-score': 0.6576271186440678, 'support': 163.0}, '1': {'precision': 0.45454545454545453, 'recall': 0.6111111111111112, 'f1-score': 0.5213270142180095, 'support': 90.0}, 'accuracy': 0.6007905138339921, 'macro avg': {'precision': 0.5946969696969697, 'recall': 0.6031015678254943, 'f1-score': 0.5894770664310387, 'support': 253.0}, 'weighted avg': {'precision': 0.635135944424482, 'recall': 0.6007905138339921, 'f1-score': 0.609140915488553, 'support': 253.0}}","{'loss': [0.7311999468039966, 0.7125918424035621, 0.698191360835954, 0.6969470918335001, 0.6928262880155108, 0.6871196787501258, 0.687120310715803, 0.6828862739673124, 0.6766939692609892, 0.6743546176144457, 0.6683382316524276, 0.6675929783523239, 0.660352284795656, 0.6611927024335686, 0.6585881655610453, 0.6512254812742468, 0.6427372374559638, 0.6397982082029027, 0.6311692625518859, 0.6316310537143016], 'accuracy': [0.6165354330708661, 0.6429133858267716, 0.6510498687664042, 0.6465879265091864, 0.6539370078740158, 0.655249343832021, 0.6587926509186351, 0.6635170603674541, 0.6690288713910761, 0.6698162729658793, 0.6727034120734908, 0.6771653543307087, 0.673753280839895, 0.6787401574803149, 0.6791338582677166, 0.6833333333333333, 0.6948818897637795, 0.6948818897637795, 0.7032808398950131, 0.7039370078740157]}"
S3,0.45318352059925093,0.0,0.6237113402061856,0.0,0.6237113402061856,,0.3118556701030928,"[[0, 146], [0, 121]]",20,./ckpt_case_valence/case/cnn1d/S3/case_S3_checkpoint.pt,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 146.0}, '1': {'precision': 0.45318352059925093, 'recall': 1.0, 'f1-score': 0.6237113402061856, 'support': 121.0}, 'accuracy': 0.45318352059925093, 'macro avg': {'precision': 0.22659176029962547, 'recall': 0.5, 'f1-score': 0.3118556701030928, 'support': 267.0}, 'weighted avg': {'precision': 0.2053753033427317, 'recall': 0.45318352059925093, 'f1-score': 0.2826557009923163, 'support': 267.0}}","{'loss': [0.7319076232555318, 0.7068760670739163, 0.6997497809456739, 0.6897756010646604, 0.6860740813273616, 0.6769419696780528, 0.6747698016364795, 0.6608866287036347, 0.6561861481912319, 0.652878114762132, 0.6456775326745121, 0.6371293234066558, 0.6277989647967107, 0.6273539120700213, 0.6257171743548672, 0.6133774486680172, 0.610716115525607, 0.6060666846282351, 0.6014087431342421, 0.5947880569239087], 'accuracy': [0.6217459900078885, 0.6415987378385485, 0.6521167499342624, 0.6580331317381015, 0.6607941099132264, 0.6714435971601367, 0.669077044438601, 0.6830134104654221, 0.6851170128845648, 0.6861688140941362, 0.6944517486195109, 0.7027346831448856, 0.7098343413094925, 0.7057586116224034, 0.7058900867735998, 0.7225874309755457, 0.72022087825401, 0.7242966079410992, 0.730738890349724, 0.7283723376281883]}"
S4,0.5692883895131086,0.3783783783783784,0.670487106017192,0.3783783783783784,0.670487106017192,,0.5244327421977852,"[[35, 65], [50, 117]]",20,./ckpt_case_valence/case/cnn1d/S4/case_S4_checkpoint.pt,"{'0': {'precision': 0.4117647058823529, 'recall': 0.35, 'f1-score': 0.3783783783783784, 'support': 100.0}, '1': {'precision': 0.6428571428571429, 'recall': 0.7005988023952096, 'f1-score': 0.670487106017192, 'support': 167.0}, 'accuracy': 0.5692883895131086, 'macro avg': {'precision': 0.5273109243697479, 'recall': 0.5252994011976048, 'f1-score': 0.5244327421977852, 'support': 267.0}, 'weighted avg': {'precision': 0.5563056683347496, 'recall': 0.5692883895131086, 'f1-score': 0.5610830881749397, 'support': 267.0}}","{'loss': [0.729643625944124, 0.71011863722163, 0.704242394749754, 0.694257656822009, 0.6890958817795707, 0.6790325594299441, 0.6765239638402027, 0.6701944168385725, 0.668734197988969, 0.6666891153567783, 0.6600683029156248, 0.6499981203738746, 0.6431343898690439, 0.6389411839252706, 0.6390182791870893, 0.627650674615695, 0.6250698092796914, 0.6201873167451983, 0.6162979987117136, 0.6234060260079078], 'accuracy': [0.633052853010781, 0.6556665790165659, 0.659742308703655, 0.6643439389955298, 0.670917696555351, 0.6828819353142256, 0.6843281619773863, 0.684854062582172, 0.6898501183276361, 0.6910333946884039, 0.6947146989219037, 0.7019458322377071, 0.7074677885879569, 0.7104917170654746, 0.706284512227189, 0.7114120431238496, 0.7196949776492243, 0.7217985800683671, 0.7182487509860637, 0.7198264528004207]}"
S5,0.6564625850340136,0.7262872628726287,0.5388127853881278,0.7262872628726287,0.5388127853881278,,0.6325500241303783,"[[134, 7], [94, 59]]",20,./ckpt_case_valence/case/cnn1d/S5/case_S5_checkpoint.pt,"{'0': {'precision': 0.5877192982456141, 'recall': 0.950354609929078, 'f1-score': 0.7262872628726287, 'support': 141.0}, '1': {'precision': 0.8939393939393939, 'recall': 0.38562091503267976, 'f1-score': 0.5388127853881278, 'support': 153.0}, 'accuracy': 0.6564625850340136, 'macro avg': {'precision': 0.740829346092504, 'recall': 0.6679877624808789, 'f1-score': 0.6325500241303783, 'support': 294.0}, 'weighted avg': {'precision': 0.7470787358005404, 'recall': 0.6564625850340136, 'f1-score': 0.6287240143857967, 'support': 294.0}}","{'loss': [0.7396902257871747, 0.7198898189614262, 0.7068220271348858, 0.7053022703153663, 0.6858412339262981, 0.6872766562369493, 0.6770745197313256, 0.6711268905584157, 0.6669948181025128, 0.6617281911775483, 0.6572428887619288, 0.6545106585916987, 0.6544424592386938, 0.6451878214215899, 0.6351225211447628, 0.6342226996603011, 0.6285349616181459, 0.6198291677427663, 0.6162262958844209, 0.6141356904551668], 'accuracy': [0.6082596648634384, 0.6408497163214144, 0.6450719092228526, 0.6525926903285394, 0.6619606808286054, 0.6671064784272331, 0.6726481066103708, 0.6862382900118749, 0.6799050006597176, 0.6927035228922022, 0.6954743369837709, 0.6834674759203061, 0.6865021770682148, 0.6981132075471698, 0.7041826098429872, 0.7074811980472357, 0.7124950521176936, 0.7136825438712231, 0.716453357962792, 0.7157936403219423]}"
S6,0.5,0.0,0.6666666666666666,0.0,0.6666666666666666,,0.3333333333333333,"[[0, 127], [0, 127]]",20,./ckpt_case_valence/case/cnn1d/S6/case_S6_checkpoint.pt,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 127.0}, '1': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 127.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 254.0}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 254.0}}","{'loss': [0.7295467384000168, 0.7084869969969175, 0.7037444425812073, 0.6957516424266947, 0.6863993998117719, 0.6848607410954621, 0.6863198015129399, 0.6719427588793655, 0.6688234522119253, 0.6555108354698408, 0.6527859809236243, 0.645885793199563, 0.6315789528211625, 0.6278918844099228, 0.6209863534646798, 0.6132175543792042, 0.6140679314327703, 0.6045611410147875, 0.5980099835394561, 0.5984344416785575], 'accuracy': [0.6226538915868224, 0.6542853392833705, 0.6528415802598766, 0.6630791442446515, 0.6668854180338627, 0.6716104475652973, 0.6605853786586167, 0.6781729885811786, 0.6765979787373672, 0.6852605328783304, 0.6940543378396115, 0.6965481034256464, 0.7054731592072451, 0.7101981887386796, 0.7105919411996325, 0.7182044887780549, 0.721354508465678, 0.724110775692348, 0.7298858117863236, 0.7268670429190183]}"
S7,0.7086956521739131,0.8295165394402035,0.0,0.8295165394402035,0.0,,0.41475826972010177,"[[163, 1], [66, 0]]",20,./ckpt_case_valence/case/cnn1d/S7/case_S7_checkpoint.pt,"{'0': {'precision': 0.7117903930131004, 'recall': 0.9939024390243902, 'f1-score': 0.8295165394402035, 'support': 164.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 66.0}, 'accuracy': 0.7086956521739131, 'macro avg': {'precision': 0.3558951965065502, 'recall': 0.4969512195121951, 'f1-score': 0.41475826972010177, 'support': 230.0}, 'weighted avg': {'precision': 0.5075374976267325, 'recall': 0.7086956521739131, 'f1-score': 0.5914813585573626, 'support': 230.0}}","{'loss': [0.7186430914308737, 0.6951075237364759, 0.6853548991388478, 0.6745438740294937, 0.66796538461086, 0.6651243855468768, 0.6585178717134449, 0.651764241996804, 0.6449360620924024, 0.6402622201001942, 0.631885735656085, 0.6240203645424929, 0.616329752757851, 0.6140379617854623, 0.6074552762559863, 0.6044455298684303, 0.604212310665739, 0.5970621060969458, 0.5956001168814657, 0.5939724929869589], 'accuracy': [0.6206986785293733, 0.651184090017009, 0.650529896637446, 0.6637446029046186, 0.664922150987832, 0.6739500196258014, 0.677351825199529, 0.6811461468009944, 0.6870338872170614, 0.6925291116053905, 0.6938374983645166, 0.7036503990579616, 0.7111082035849797, 0.7155567185660081, 0.7189585241397357, 0.7198743948711239, 0.7219678136857255, 0.7258929739631035, 0.7315190370273453, 0.7268088446944917]}"
S8,0.43014705882352944,0.5481049562682215,0.22885572139303484,0.5481049562682215,0.22885572139303484,,0.38848033883062816,"[[94, 35], [120, 23]]",20,./ckpt_case_valence/case/cnn1d/S8/case_S8_checkpoint.pt,"{'0': {'precision': 0.4392523364485981, 'recall': 0.7286821705426356, 'f1-score': 0.5481049562682215, 'support': 129.0}, '1': {'precision': 0.39655172413793105, 'recall': 0.16083916083916083, 'f1-score': 0.22885572139303484, 'support': 143.0}, 'accuracy': 0.43014705882352944, 'macro avg': {'precision': 0.41790203029326456, 'recall': 0.4447606656908982, 'f1-score': 0.38848033883062816, 'support': 272.0}, 'weighted avg': {'precision': 0.41680311747644594, 'recall': 0.43014705882352944, 'f1-score': 0.3802643658742814, 'support': 272.0}}","{'loss': [0.7386264826354032, 0.7214761087336425, 0.7119649714693367, 0.7024665035678908, 0.7014764064065, 0.6930165448528797, 0.6841029958448321, 0.6795694506289127, 0.673645267524526, 0.6718291285053364, 0.666273639847018, 0.654257975162887, 0.658517062366048, 0.6480848507933861, 0.6420727895366692, 0.6393158193121394, 0.6407334516588253, 0.6259788362513465, 0.6152516054316675, 0.6128751946474248], 'accuracy': [0.6139981581370872, 0.6318905407183265, 0.647020128930404, 0.6525457176687278, 0.658465991316932, 0.6600447309564531, 0.6603078542297066, 0.6682015524273122, 0.6717537166162347, 0.6720168398894882, 0.6833311406393896, 0.686357058281805, 0.6884620444678332, 0.6892514142875937, 0.697276674121826, 0.6991185370346007, 0.7029338244967768, 0.7110906459676358, 0.7180634127088541, 0.7226680699907907]}"
S9,0.31007751937984496,0.011111111111111112,0.47023809523809523,0.011111111111111112,0.47023809523809523,,0.24067460317460318,"[[1, 161], [17, 79]]",20,./ckpt_case_valence/case/cnn1d/S9/case_S9_checkpoint.pt,"{'0': {'precision': 0.05555555555555555, 'recall': 0.006172839506172839, 'f1-score': 0.011111111111111112, 'support': 162.0}, '1': {'precision': 0.32916666666666666, 'recall': 0.8229166666666666, 'f1-score': 0.47023809523809523, 'support': 96.0}, 'accuracy': 0.31007751937984496, 'macro avg': {'precision': 0.1923611111111111, 'recall': 0.41454475308641975, 'f1-score': 0.24067460317460318, 'support': 258.0}, 'weighted avg': {'precision': 0.15736434108527134, 'recall': 0.31007751937984496, 'f1-score': 0.1819490586932447, 'support': 258.0}}","{'loss': [0.7275968579422543, 0.7080055236894679, 0.6961406421520486, 0.6891599145752775, 0.6823424368020506, 0.6748036708866227, 0.6690594236395192, 0.6603817661968564, 0.6621734752360724, 0.6541677879567062, 0.6429038628104167, 0.6423586823246781, 0.6297601942161315, 0.6256813176274691, 0.619927176948605, 0.6186351832322831, 0.6095697825626566, 0.5993215847938999, 0.5997194023955753, 0.591218610805504], 'accuracy': [0.6174655285620486, 0.6438608010505581, 0.6510833880499015, 0.6583059750492449, 0.659881812212738, 0.6720945502298096, 0.6759028233749179, 0.6807616546290217, 0.6768220617202889, 0.685489166119501, 0.6942875902823374, 0.6973079448456992, 0.7057124097176625, 0.7089954038082732, 0.714510833880499, 0.7164806303348654, 0.7235718975705844, 0.7269862114248195, 0.7276428102429415, 0.7309258043335523]}"
S10,0.3591549295774648,0.0,0.5284974093264249,0.0,0.5284974093264249,,0.26424870466321243,"[[0, 182], [0, 102]]",20,./ckpt_case_valence/case/cnn1d/S10/case_S10_checkpoint.pt,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 182.0}, '1': {'precision': 0.3591549295774648, 'recall': 1.0, 'f1-score': 0.5284974093264249, 'support': 102.0}, 'accuracy': 0.3591549295774648, 'macro avg': {'precision': 0.1795774647887324, 'recall': 0.5, 'f1-score': 0.26424870466321243, 'support': 284.0}, 'weighted avg': {'precision': 0.1289922634397937, 'recall': 0.3591549295774648, 'f1-score': 0.1898124498285047, 'support': 284.0}}","{'loss': [0.7207786026310742, 0.699300756762662, 0.6913576768641259, 0.6781695590124157, 0.6792533749616072, 0.6669336637264341, 0.6666738218289776, 0.6583117050589866, 0.6550656076648801, 0.6491230918981291, 0.6362838826721122, 0.6328017573250441, 0.6334347679439404, 0.6269214811933294, 0.6157980124569329, 0.6125941789421989, 0.6026085982493598, 0.6007427998424157, 0.5930094220512924, 0.592001380648973], 'accuracy': [0.6268283041243906, 0.6480432204506522, 0.654368164448544, 0.6596389511134537, 0.6572670971142442, 0.674924232441692, 0.6732112267755963, 0.6759783897746738, 0.6813809461062064, 0.6866517327711161, 0.6991698511002767, 0.7027276320990908, 0.7047041770984319, 0.700092238766636, 0.7110291210963237, 0.7152457504282514, 0.7246013967584662, 0.7265779417578073, 0.7289497957570167, 0.7310581104229806]}"
S11,0.41333333333333333,0.5849056603773585,0.0,0.5849056603773585,0.0,,0.29245283018867924,"[[124, 0], [176, 0]]",20,./ckpt_case_valence/case/cnn1d/S11/case_S11_checkpoint.pt,"{'0': {'precision': 0.41333333333333333, 'recall': 1.0, 'f1-score': 0.5849056603773585, 'support': 124.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 176.0}, 'accuracy': 0.41333333333333333, 'macro avg': {'precision': 0.20666666666666667, 'recall': 0.5, 'f1-score': 0.29245283018867924, 'support': 300.0}, 'weighted avg': {'precision': 0.17084444444444444, 'recall': 0.41333333333333333, 'f1-score': 0.24176100628930816, 'support': 300.0}}","{'loss': [0.73607099080643, 0.7105085979077203, 0.7015860485507965, 0.6952569710441739, 0.6906920004344342, 0.6819057101918765, 0.6767443972283714, 0.6635670363706279, 0.6640377571540922, 0.658525290914843, 0.6505473693642138, 0.6485921173921809, 0.6486912898086705, 0.639613340344247, 0.6356989390607966, 0.6323475303524602, 0.6233488958199588, 0.6165494766997863, 0.6215898179164198, 0.6091401208805531], 'accuracy': [0.6260398785157797, 0.6503367225670144, 0.6533738280734187, 0.6619569523306483, 0.6678991152779612, 0.6715964611118447, 0.6785950085831243, 0.6869140367093622, 0.6908754786742374, 0.6939125841806417, 0.7003829393899379, 0.6984022184075003, 0.6977419780800211, 0.707777631057705, 0.7055328139442757, 0.7096263039746468, 0.7193978608213389, 0.7172850917734055, 0.7183414762973722, 0.725207975703156]}"
S12,0.5080645161290323,0.6737967914438503,0.0,0.6737967914438503,0.0,,0.33689839572192515,"[[126, 0], [122, 0]]",20,./ckpt_case_valence/case/cnn1d/S12/case_S12_checkpoint.pt,"{'0': {'precision': 0.5080645161290323, 'recall': 1.0, 'f1-score': 0.6737967914438503, 'support': 126.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 122.0}, 'accuracy': 0.5080645161290323, 'macro avg': {'precision': 0.2540322580645161, 'recall': 0.5, 'f1-score': 0.33689839572192515, 'support': 248.0}, 'weighted avg': {'precision': 0.25812955254942765, 'recall': 0.5080645161290323, 'f1-score': 0.34233224081421426, 'support': 248.0}}","{'loss': [0.728678641475615, 0.7159508894623303, 0.7033128091350931, 0.6937173337858231, 0.6863101815239327, 0.6829524560131011, 0.6770108471385768, 0.6735369650184131, 0.666877577125049, 0.658656472870561, 0.6540021195802532, 0.6435006506638449, 0.6359525513805326, 0.6370820119810886, 0.6428214443394396, 0.6161487368990163, 0.6231295838825038, 0.6105390920482698, 0.6085505242191377, 0.6019350953727473], 'accuracy': [0.6270163934426229, 0.6410491803278688, 0.6542950819672131, 0.6629508196721311, 0.6604590163934426, 0.6624262295081967, 0.6699016393442623, 0.6779016393442623, 0.6805245901639344, 0.6886557377049181, 0.6893114754098361, 0.7000655737704918, 0.7054426229508197, 0.7015081967213115, 0.6977049180327869, 0.7138360655737704, 0.7092459016393443, 0.7226229508196721, 0.724983606557377, 0.7293114754098361]}"
S13,0.7689530685920578,0.8279569892473119,0.6483516483516484,0.8279569892473119,0.6483516483516484,,0.7381543187994801,"[[154, 35], [29, 59]]",20,./ckpt_case_valence/case/cnn1d/S13/case_S13_checkpoint.pt,"{'0': {'precision': 0.8415300546448088, 'recall': 0.8148148148148148, 'f1-score': 0.8279569892473119, 'support': 189.0}, '1': {'precision': 0.6276595744680851, 'recall': 0.6704545454545454, 'f1-score': 0.6483516483516484, 'support': 88.0}, 'accuracy': 0.7689530685920578, 'macro avg': {'precision': 0.7345948145564469, 'recall': 0.7426346801346801, 'f1-score': 0.7381543187994801, 'support': 277.0}, 'weighted avg': {'precision': 0.7735856421698929, 'recall': 0.7689530685920578, 'f1-score': 0.7708982527894838, 'support': 277.0}}","{'loss': [0.7311785151419858, 0.7083117581468434, 0.6976097540644485, 0.6898069805757443, 0.6807185413964237, 0.668845913484261, 0.6675609299356904, 0.6664328939855695, 0.6507055039717186, 0.6516248442236532, 0.6420778303851951, 0.6413338851338628, 0.635523476306861, 0.6266460190201006, 0.6227765292039101, 0.6171940087707122, 0.6195628558603822, 0.6069114230192605, 0.6010159215781486, 0.5959088051237516], 'accuracy': [0.6150605581885202, 0.644681411269089, 0.6511321748288573, 0.6583728278041074, 0.6689046866771985, 0.6790416008425487, 0.6769352290679305, 0.6786466561348078, 0.6833859926276988, 0.6875987361769352, 0.6870721432332807, 0.69681411269089, 0.6998420221169036, 0.7057661927330173, 0.709189046866772, 0.7136650868878357, 0.7109004739336493, 0.718667719852554, 0.7239336492890995, 0.7249868351764086]}"
