Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes
S1,EMATentSafe,0.4725733995437622,0.4725733995437622,0.9194223880767822,1,0.5527426600456238,0.4,0.047257339954376226,0.0,0.0,0,64,24,0.375,40.0,0.625,0.625,2
S1,EMATentSafe,0.5531927943229675,0.5531927943229675,0.8809868693351746,1,0.5446807205677032,0.4,0.05531927943229675,0.0,0.0,1,64,40,0.625,24.0,0.375,0.625,2
S1,EMATentSafe,0.32573434710502625,0.32573434710502625,0.9409350156784058,1,0.5674265652894974,0.4,0.03257343471050263,0.0,0.0,2,64,19,0.296875,45.0,0.703125,0.703125,2
S1,EMATentSafe,0.6774760484695435,0.6774760484695435,0.8302247524261475,1,0.5322523951530457,0.4,0.06774760484695434,0.0,0.0,3,64,44,0.6875,20.0,0.3125,0.6875,2
S1,EMATentSafe,0.756486177444458,0.756486177444458,0.7820068001747131,1,0.5243513822555542,0.4,0.07564861774444581,0.0,0.0,4,10,10,1.0,,,1.0,1
S1,EmaTentGridS40E50B10M085,0.4725733995437622,0.4725733995437622,0.9194223880767822,1,0.4527426600456238,0.5,0.047257339954376226,0.0,0.0,0,64,24,0.375,40.0,0.625,0.625,2
S1,EmaTentGridS40E50B10M085,0.6376760601997375,0.6376760601997375,0.849321722984314,1,0.4362323939800263,0.5,0.06376760601997376,0.0,0.0,1,64,40,0.625,24.0,0.375,0.625,2
S1,EmaTentGridS40E50B10M085,0.42255282402038574,0.42255282402038574,0.9142341017723083,1,0.4577447175979614,0.5,0.042255282402038574,0.0,0.0,2,64,19,0.296875,45.0,0.703125,0.703125,2
S1,EmaTentGridS40E50B10M085,0.8261347413063049,0.8261347413063049,0.7701946496963501,1,0.41738652586936953,0.5,0.0826134741306305,0.0,0.0,3,64,44,0.6875,20.0,0.3125,0.6875,2
S1,EmaTentGridS40E50B10M085,0.9298309087753296,0.9298309087753296,0.661090075969696,1,0.4070169091224671,0.5,0.09298309087753297,0.0,0.0,4,10,10,1.0,,,1.0,1
