Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EMATent_Acc,EMATent_F1_0,EMATent_F1_1,EMATent_MacroF1,MIEMATentGateOnly_Acc,MIEMATentGateOnly_F1_0,MIEMATentGateOnly_F1_1,MIEMATentGateOnly_MacroF1,MIDynamicFixedEMARelaxed_Acc,MIDynamicFixedEMARelaxed_F1_0,MIDynamicFixedEMARelaxed_F1_1,MIDynamicFixedEMARelaxed_MacroF1
S1,0.5150375939849624,0.6799007444168734,0.0,0.3399503722084367,0.2932330827067669,0.24193548387096775,0.3380281690140845,0.2899818264425261,0.29699248120300753,0.24899598393574296,0.3392226148409894,0.29410929938836616,0.37969924812030076,0.5103857566765578,0.15384615384615385,0.33211595526135584,0.462406015037594,0.5994397759103641,0.18285714285714286,0.3911484593837535,0.4774436090225564,0.6312997347480106,0.1032258064516129,0.36726277059981177,0.43609022556390975,0.5664739884393064,0.1935483870967742,0.3800111877680403
S2,0.2648221343873518,0.41875,0.0,0.209375,0.7075098814229249,0.6145833333333334,0.7643312101910829,0.6894572717622081,0.7075098814229249,0.6145833333333334,0.7643312101910829,0.6894572717622081,0.6284584980237155,0.5648148148148148,0.6758620689655173,0.6203384418901661,0.26877470355731226,0.4200626959247649,0.0106951871657754,0.21537894154527015,0.26877470355731226,0.4200626959247649,0.0106951871657754,0.21537894154527015,0.2845849802371542,0.4217252396166134,0.06217616580310881,0.2419507027098611
S3,0.4756554307116105,0.5953757225433526,0.2553191489361702,0.4253474357397614,0.651685393258427,0.5829596412556054,0.7009646302250804,0.6419621357403429,0.651685393258427,0.5829596412556054,0.7009646302250804,0.6419621357403429,0.5917602996254682,0.551440329218107,0.6254295532646048,0.5884349412413559,0.5168539325842697,0.5132075471698113,0.5204460966542751,0.5168268219120432,0.5318352059925093,0.5674740484429066,0.4897959183673469,0.5286349834051267,0.5430711610486891,0.5611510791366906,0.5234375,0.5422942895683454
S4,0.6554307116104869,0.0,0.7918552036199095,0.39592760180995473,0.5131086142322098,0.4090909090909091,0.5859872611464968,0.49753908511870293,0.5131086142322098,0.4090909090909091,0.5859872611464968,0.49753908511870293,0.4232209737827715,0.4726027397260274,0.36363636363636365,0.4181195516811955,0.6367041198501873,0.41916167664670656,0.7356948228882834,0.577428249767495,0.6666666666666666,0.25210084033613445,0.7855421686746988,0.5188215045054166,0.6629213483146067,0.3076923076923077,0.7772277227722773,0.5424600152322925
S5,0.41496598639455784,0.5865384615384616,0.0,0.2932692307692308,0.5918367346938775,0.5588235294117647,0.620253164556962,0.5895383469843634,0.5918367346938775,0.5588235294117647,0.620253164556962,0.5895383469843634,0.47619047619047616,0.5304878048780488,0.4076923076923077,0.46909005628517825,0.5816326530612245,0.6515580736543909,0.4765957446808511,0.564076909167621,0.4931972789115646,0.6169665809768637,0.25125628140703515,0.43411143119194945,0.4897959183673469,0.6073298429319371,0.27184466019417475,0.43958725156305595
S6,0.4094488188976378,0.32432432432432434,0.4755244755244755,0.39992439992439993,0.46062992125984253,0.4944649446494465,0.4219409282700422,0.45820293645974436,0.46062992125984253,0.4944649446494465,0.4219409282700422,0.45820293645974436,0.4645669291338583,0.5853658536585366,0.24444444444444444,0.4149051490514905,0.531496062992126,0.5641025641025641,0.49361702127659574,0.5288597926895799,0.421259842519685,0.23834196891191708,0.5333333333333333,0.3858376511226252,0.44881889763779526,0.3069306930693069,0.5424836601307189,0.4247071766000129
S7,0.5565217391304348,0.7102272727272727,0.05555555555555555,0.38289141414141414,0.44782608695652176,0.4730290456431535,0.4200913242009132,0.44656018492203337,0.44782608695652176,0.4730290456431535,0.4200913242009132,0.44656018492203337,0.43043478260869567,0.47808764940239046,0.37320574162679426,0.42564669551459233,0.4434782608695652,0.564625850340136,0.2289156626506024,0.3967707564953692,0.5043478260869565,0.6392405063291139,0.20833333333333334,0.42378691983122363,0.4826086956521739,0.5910652920962199,0.2958579881656805,0.44346164013095024
S8,0.5073529411764706,0.541095890410959,0.46825396825396826,0.5046749293324636,0.6654411764705882,0.6160337552742616,0.7035830618892508,0.6598084085817562,0.6654411764705882,0.6160337552742616,0.7035830618892508,0.6598084085817562,0.7242647058823529,0.6724890829694323,0.7619047619047619,0.7171969224370971,0.5441176470588235,0.5664335664335665,0.5193798449612403,0.5429067056974034,0.5220588235294118,0.5357142857142857,0.5075757575757576,0.5216450216450217,0.5294117647058824,0.5460992907801419,0.5114503816793893,0.5287748362297655
S9,0.5387596899224806,0.4663677130044843,0.5938566552901023,0.5301121841472933,0.5348837209302325,0.5121951219512195,0.5555555555555556,0.5338753387533876,0.5348837209302325,0.5121951219512195,0.5555555555555556,0.5338753387533876,0.5232558139534884,0.5714285714285714,0.462882096069869,0.5171553337492202,0.5348837209302325,0.6296296296296297,0.375,0.5023148148148149,0.6434108527131783,0.6870748299319728,0.5855855855855856,0.6363302077587791,0.5736434108527132,0.6451612903225806,0.46601941747572817,0.5555903538991545
S10,0.5387323943661971,0.700228832951945,0.0,0.3501144164759725,0.4295774647887324,0.4873417721518987,0.35714285714285715,0.42224231464737794,0.4295774647887324,0.4873417721518987,0.35714285714285715,0.42224231464737794,0.426056338028169,0.5459610027855153,0.22009569377990432,0.3830283482827098,0.39436619718309857,0.5401069518716578,0.1134020618556701,0.326754506863664,0.4647887323943662,0.6102564102564103,0.14606741573033707,0.3781619129933737,0.36971830985915494,0.49577464788732395,0.1596244131455399,0.3276995305164319
S11,0.56,0.5686274509803921,0.5510204081632653,0.5598239295718287,0.5533333333333333,0.564935064935065,0.541095890410959,0.553015477673012,0.55,0.5631067961165048,0.5360824742268041,0.5495946351716545,0.5933333333333334,0.6789473684210526,0.44545454545454544,0.562200956937799,0.6,0.5522388059701493,0.6385542168674698,0.5953965114188096,0.59,0.5527272727272727,0.6215384615384615,0.587132867132867,0.5933333333333334,0.5673758865248227,0.6163522012578616,0.5918640438913422
S12,0.5241935483870968,0.44339622641509435,0.5845070422535211,0.5139516343343078,0.5887096774193549,0.5677966101694916,0.6076923076923076,0.5877444589308995,0.5887096774193549,0.5677966101694916,0.6076923076923076,0.5877444589308995,0.6008064516129032,0.5857740585774058,0.6147859922178989,0.6002800253976524,0.5685483870967742,0.5407725321888412,0.5931558935361216,0.5669642128624814,0.5564516129032258,0.5491803278688525,0.5634920634920635,0.556336195680458,0.5201612903225806,0.48484848484848486,0.5509433962264151,0.5178959405374499
S13,0.6606498194945848,0.7329545454545454,0.5346534653465347,0.63380400540054,0.7472924187725631,0.7697368421052632,0.72,0.7448684210526315,0.7472924187725631,0.7697368421052632,0.72,0.7448684210526315,0.7509025270758123,0.8140161725067385,0.6229508196721312,0.7184834960894348,0.6823104693140795,0.7471264367816092,0.5728155339805825,0.6599709853810958,0.7256317689530686,0.7900552486187845,0.6041666666666666,0.6971109576427256,0.703971119133574,0.7771739130434783,0.5591397849462365,0.6681568489948574
S14,0.47950819672131145,0.3804878048780488,0.5512367491166078,0.4658622769973283,0.46311475409836067,0.5467128027681661,0.3417085427135678,0.444210672740867,0.46311475409836067,0.5467128027681661,0.3417085427135678,0.444210672740867,0.6967213114754098,0.7944444444444444,0.421875,0.6081597222222221,0.5778688524590164,0.6308243727598566,0.507177033492823,0.5690007031263398,0.5204918032786885,0.5411764705882353,0.4978540772532189,0.519515273920727,0.5573770491803278,0.5877862595419847,0.5221238938053098,0.5549550766736473
S15,0.54375,0.5705882352941176,0.5133333333333333,0.5419607843137255,0.609375,0.6334310850439883,0.5819397993311036,0.6076854421875459,0.609375,0.6334310850439883,0.5819397993311036,0.6076854421875459,0.546875,0.6233766233766234,0.43137254901960786,0.5273745861981156,0.625,0.6363636363636364,0.6129032258064516,0.624633431085044,0.58125,0.5179856115107914,0.6298342541436464,0.5739099328272188,0.60625,0.5625,0.6420454545454546,0.6022727272727273
S16,0.5294117647058824,0.0,0.6923076923076923,0.34615384615384615,0.6063348416289592,0.5876777251184834,0.6233766233766234,0.6055271742475534,0.6063348416289592,0.5876777251184834,0.6233766233766234,0.6055271742475534,0.6380090497737556,0.6610169491525424,0.6116504854368932,0.6363337172947178,0.5746606334841629,0.4268292682926829,0.6618705035971223,0.5443498859449026,0.583710407239819,0.5490196078431373,0.6134453781512605,0.5812324929971989,0.6063348416289592,0.5583756345177665,0.6448979591836734,0.6016367968507199
S17,0.4755244755244755,0.0,0.6445497630331753,0.3222748815165877,0.5314685314685315,0.5314685314685315,0.5314685314685315,0.5314685314685315,0.5314685314685315,0.5314685314685315,0.5314685314685315,0.5314685314685315,0.7027972027972028,0.7335423197492164,0.6640316205533597,0.6987869701512881,0.44755244755244755,0.5240963855421686,0.3416666666666667,0.43288152610441766,0.2937062937062937,0.2518518518518518,0.33112582781456956,0.2914888398332107,0.3146853146853147,0.3333333333333333,0.2949640287769784,0.31414868105515587
S18,0.615686274509804,0.4731182795698925,0.6975308641975309,0.5853245718837117,0.6980392156862745,0.7094339622641509,0.6857142857142857,0.6975741239892184,0.6941176470588235,0.7045454545454546,0.6829268292682927,0.6937361419068737,0.7450980392156863,0.749034749034749,0.7410358565737052,0.7450353028042271,0.5607843137254902,0.37777777777777777,0.6606060606060606,0.5191919191919192,0.5764705882352941,0.41935483870967744,0.6666666666666666,0.543010752688172,0.5647058823529412,0.4126984126984127,0.6542056074766355,0.5334520100875241
S19,0.6915422885572139,0.3404255319148936,0.7987012987012987,0.5695634153080962,0.5124378109452736,0.4367816091954023,0.5701754385964912,0.5034785238959467,0.5124378109452736,0.4367816091954023,0.5701754385964912,0.5034785238959467,0.4975124378109453,0.4975124378109453,0.4975124378109453,0.4975124378109453,0.7064676616915423,0.42718446601941745,0.802675585284281,0.6149300256518492,0.7014925373134329,0.375,0.803921568627451,0.5894607843137255,0.6616915422885572,0.2765957446808511,0.7792207792207793,0.5279082619508152
S20,0.4204946996466431,0.59,0.012048192771084338,0.3010240963855422,0.4628975265017668,0.43283582089552236,0.4899328859060403,0.4613843534007813,0.4628975265017668,0.43283582089552236,0.4899328859060403,0.4613843534007813,0.38515901060070673,0.37410071942446044,0.3958333333333333,0.3849670263788969,0.5936395759717314,0.5878136200716846,0.5993031358885017,0.5935583779800931,0.6183745583038869,0.6086956521739131,0.6275862068965518,0.6181409295352325,0.6784452296819788,0.6431372549019608,0.707395498392283,0.6752663766471219
S21,0.4618055555555556,0.630071599045346,0.012738853503184714,0.3214052262742654,0.53125,0.4827586206896552,0.5714285714285714,0.5270935960591133,0.53125,0.4827586206896552,0.5714285714285714,0.5270935960591133,0.53125,0.5686900958466453,0.4866920152091255,0.5276910555278854,0.4444444444444444,0.22330097087378642,0.5675675675675675,0.395434269220677,0.4027777777777778,0.45222929936305734,0.3435114503816794,0.39787037487236837,0.4375,0.4413793103448276,0.43356643356643354,0.43747287195563056
S22,0.456,0.6263736263736264,0.0,0.3131868131868132,0.664,0.6037735849056604,0.7083333333333334,0.6560534591194969,0.664,0.6037735849056604,0.7083333333333334,0.6560534591194969,0.544,0.6274509803921569,0.41237113402061853,0.5199110572063876,0.528,0.5785714285714286,0.4636363636363636,0.5211038961038961,0.48,0.5695364238410596,0.3434343434343434,0.4564853836377015,0.484,0.5627118644067797,0.37073170731707317,0.4667217858619264
S23,0.27983539094650206,0.13793103448275862,0.38162544169611307,0.25977823808943584,0.7242798353909465,0.7615658362989324,0.6731707317073171,0.7173682840031248,0.7242798353909465,0.7615658362989324,0.6731707317073171,0.7173682840031248,0.7530864197530864,0.8026315789473685,0.6703296703296703,0.7364806246385194,0.4773662551440329,0.6139817629179332,0.1910828025477707,0.4025322827328519,0.3004115226337449,0.3089430894308943,0.2916666666666667,0.3003048780487805,0.3045267489711934,0.2987551867219917,0.31020408163265306,0.3044796341773224
S24,0.5786802030456852,0.49696969696969695,0.6375545851528385,0.5672621410612677,0.5482233502538071,0.5700483091787439,0.5240641711229946,0.5470562401508693,0.5482233502538071,0.5700483091787439,0.5240641711229946,0.5470562401508693,0.5380710659898477,0.631578947368421,0.38095238095238093,0.506265664160401,0.4517766497461929,0.4489795918367347,0.45454545454545453,0.4517625231910946,0.5685279187817259,0.4370860927152318,0.6502057613168725,0.5436459270160521,0.5076142131979695,0.4049079754601227,0.5800865800865801,0.4924972777733514
S25,0.44081632653061226,0.6118980169971672,0.0,0.3059490084985836,0.5673469387755102,0.5350877192982456,0.5954198473282443,0.5652537833132449,0.563265306122449,0.5327510917030568,0.5900383141762452,0.561394702939651,0.4897959183673469,0.6105919003115264,0.2603550295857988,0.4354734649486626,0.43673469387755104,0.6079545454545454,0.0,0.3039772727272727,0.42857142857142855,0.6,0.0,0.3,0.4326530612244898,0.603988603988604,0.0,0.301994301994302
S26,0.594059405940594,0.7453416149068323,0.0,0.37267080745341613,0.5808580858085809,0.6361031518624641,0.5058365758754864,0.5709698638689753,0.5808580858085809,0.6361031518624641,0.5058365758754864,0.5709698638689753,0.5907590759075908,0.675392670157068,0.44642857142857145,0.5609106207928197,0.6336633663366337,0.7459954233409611,0.3431952662721893,0.5445953448065752,0.5775577557755776,0.7253218884120172,0.08571428571428572,0.40551808706315146,0.5907590759075908,0.7280701754385965,0.17333333333333334,0.45070175438596494
S27,0.37694704049844235,0.5391705069124424,0.038461538461538464,0.2888160226869904,0.5950155763239875,0.5637583892617449,0.622093023255814,0.5929257062587794,0.5950155763239875,0.5637583892617449,0.622093023255814,0.5929257062587794,0.5607476635514018,0.5052631578947369,0.6050420168067226,0.5551525873507297,0.4953271028037383,0.5263157894736842,0.46,0.49315789473684213,0.4174454828660436,0.5117493472584856,0.277992277992278,0.3948708126253818,0.470404984423676,0.5303867403314917,0.39285714285714285,0.46162194159431724
S28,0.3933649289099526,0.0,0.564625850340136,0.282312925170068,0.6966824644549763,0.7419354838709677,0.632183908045977,0.6870596959584724,0.6966824644549763,0.7419354838709677,0.632183908045977,0.6870596959584724,0.7156398104265402,0.7986577181208053,0.5161290322580645,0.657393375189435,0.41232227488151657,0.17333333333333334,0.5441176470588235,0.3587254901960784,0.4075829383886256,0.04580152671755725,0.570446735395189,0.3081241310563731,0.4075829383886256,0.04580152671755725,0.570446735395189,0.3081241310563731
S29,0.4739583333333333,0.5665236051502146,0.33112582781456956,0.4488247164823921,0.4947916666666667,0.48128342245989303,0.5076142131979695,0.49444881782893124,0.4947916666666667,0.48128342245989303,0.5076142131979695,0.49444881782893124,0.4322916666666667,0.47342995169082125,0.384180790960452,0.4288053713256366,0.5833333333333334,0.3442622950819672,0.6946564885496184,0.5194593918157928,0.5833333333333334,0.5294117647058824,0.6261682242990654,0.5777899945024738,0.5989583333333334,0.47619047619047616,0.6751054852320675,0.5756479807112718
