Subject,Method,batch_size,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_max_class_ratio,pred_num_present_classes,batch_index,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S6,TEMA,64,,,,,,,,,,,,,,,,,,,,,,0,39,0.609375,25.0,0.390625,0.609375,2,,,,,,,,
S6,TEMA,64,,,,,,,,,,,,,,,,,,,,,,1,41,0.640625,23.0,0.359375,0.640625,2,,,,,,,,
S6,TEMA,64,,,,,,,,,,,,,,,,,,,,,,2,55,0.859375,9.0,0.140625,0.859375,2,,,,,,,,
S6,TEMA,62,,,,,,,,,,,,,,,,,,,,,,3,0,0.0,62.0,1.0,1.0,1,,,,,,,,
S6,DUA,64,,,,,,,,,,,,,,,,,,,,,,0,39,0.609375,25.0,0.390625,0.609375,2,,0.099,,,,,,
S6,DUA,64,,,,,,,,,,,,,,,,,,,,,,1,41,0.640625,23.0,0.359375,0.640625,2,,0.09336,,,,,,
S6,DUA,64,,,,,,,,,,,,,,,,,,,,,,2,55,0.859375,9.0,0.140625,0.859375,2,,0.0880584,,,,,,
S6,DUA,62,,,,,,,,,,,,,,,,,,,,,,3,0,0.0,62.0,1.0,1.0,1,,0.083074896,,,,,,
S6,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,0,39,0.609375,25.0,0.390625,0.609375,2,,,61.0,,,,,
S6,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,1,41,0.640625,23.0,0.359375,0.640625,2,,,64.0,,,,,
S6,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,2,55,0.859375,9.0,0.140625,0.859375,2,,,64.0,,,,,
S6,RoTTA,62,,,,,,,,,,,,,,,,,,,,,,3,0,0.0,62.0,1.0,1.0,1,,,64.0,,,,,
S6,NOTE,64,,,,,,,,,,,,,,,,,,,,,,0,39,0.609375,25.0,0.390625,0.609375,2,,,,64.0,1.0,0.6228018999099731,,
S6,NOTE,64,,,,,,,,,,,,,,,,,,,,,,1,41,0.640625,23.0,0.359375,0.640625,2,,,,64.0,1.0,0.6290453672409058,,
S6,NOTE,64,,,,,,,,,,,,,,,,,,,,,,2,55,0.859375,9.0,0.140625,0.859375,2,,,,64.0,1.0,0.5929681062698364,,
S6,NOTE,62,,,,,,,,,,,,,,,,,,,,,,3,0,0.0,62.0,1.0,1.0,1,,,,64.0,0.0,,,
S6,DELTA,64,,,,,,,,,,,,,,,,,,,,,,0,39,0.609375,25.0,0.390625,0.609375,2,,,,,,,0.3382996618747711,1.0
S6,DELTA,64,,,,,,,,,,,,,,,,,,,,,,1,41,0.640625,23.0,0.359375,0.640625,2,,,,,,,0.16859640181064606,28.0
S6,DELTA,64,,,,,,,,,,,,,,,,,,,,,,2,55,0.859375,9.0,0.140625,0.859375,2,,,,,,,0.10331762582063675,31.0
S6,DELTA,62,,,,,,,,,,,,,,,,,,,,,,3,0,0.0,62.0,1.0,1.0,1,,,,,,,0.13714264333248138,7.0
S7,DynaMixEMATent,64,2.692780753932311e-07,1.950052592292195e-06,1.950052592292195e-06,1.6807746305858018e-06,0.9999984399589719,9.75025250454132e-07,5.850157776876586e-07,9.750258208596208e-07,0.0001248033659067005,0.19999999999999996,0.0,7.060828465910163e-06,0.2,0.0,1.0,64.0,1.0,0.0,0.0,1.0,1.0,0,21,0.328125,43.0,0.671875,0.671875,2,0.171875,,,,,,,
S7,DynaMixEMATent,64,4.064848326379433e-05,0.00014162315346766263,0.00014162315346766263,0.0001009746702038683,0.9998857320774103,7.178097654942807e-05,4.2486946040298786e-05,7.178402643348569e-05,0.009188685187837109,0.19999999999999996,0.0,2.20498041016981e-05,0.2,0.0,1.0,64.0,1.0,0.0,0.0,1.0,1.0,1,35,0.546875,29.0,0.453125,0.546875,2,0.046875,,,,,,,
S7,DynaMixEMATent,64,1.9018494640477e-05,7.816972356522456e-05,7.816972356522456e-05,5.9151228924747556e-05,0.999865686364025,0.00011086271890549467,2.3450917069567367e-05,0.00011086531879889172,0.01419154749601148,0.19999999999999996,0.0,0.0001200700135086663,0.2,0.0,1.0,64.0,1.0,0.0,0.0,1.0,1.0,2,46,0.71875,18.0,0.28125,0.71875,2,0.21875,,,,,,,
S7,DynaMixEMATent,38,0.3658062517642975,0.5568116903305054,0.5568116903305054,0.19100548326969147,0.7059659941172284,0.12699049878361995,0.1670435070991516,0.15245754113923016,21.173035780055216,0.19999999999999996,1.0,0.4790347218513489,0.2,0.0,1.0,20.0,0.5263157894736842,18.0,0.47368421052631576,0.5263157894736842,2.0,3,25,0.6578947368421053,13.0,0.34210526315789475,0.6578947368421053,2,0.1578947368421053,,,,,,,
S7,TEMA,64,,,,,,,,,,,,,,,,,,,,,,0,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,
S7,TEMA,64,,,,,,,,,,,,,,,,,,,,,,1,35,0.546875,29.0,0.453125,0.546875,2,,,,,,,,
S7,TEMA,64,,,,,,,,,,,,,,,,,,,,,,2,46,0.71875,18.0,0.28125,0.71875,2,,,,,,,,
S7,TEMA,38,,,,,,,,,,,,,,,,,,,,,,3,25,0.6578947368421053,13.0,0.34210526315789475,0.6578947368421053,2,,,,,,,,
S7,DUA,64,,,,,,,,,,,,,,,,,,,,,,0,21,0.328125,43.0,0.671875,0.671875,2,,0.099,,,,,,
S7,DUA,64,,,,,,,,,,,,,,,,,,,,,,1,35,0.546875,29.0,0.453125,0.546875,2,,0.09336,,,,,,
S7,DUA,64,,,,,,,,,,,,,,,,,,,,,,2,46,0.71875,18.0,0.28125,0.71875,2,,0.0880584,,,,,,
S7,DUA,38,,,,,,,,,,,,,,,,,,,,,,3,25,0.6578947368421053,13.0,0.34210526315789475,0.6578947368421053,2,,0.083074896,,,,,,
S7,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,0,21,0.328125,43.0,0.671875,0.671875,2,,,51.0,,,,,
S7,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,1,35,0.546875,29.0,0.453125,0.546875,2,,,64.0,,,,,
S7,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,2,46,0.71875,18.0,0.28125,0.71875,2,,,64.0,,,,,
S7,RoTTA,38,,,,,,,,,,,,,,,,,,,,,,3,25,0.6578947368421053,13.0,0.34210526315789475,0.6578947368421053,2,,,64.0,,,,,
S7,NOTE,64,,,,,,,,,,,,,,,,,,,,,,0,21,0.328125,43.0,0.671875,0.671875,2,,,,64.0,1.0,0.454899400472641,,
S7,NOTE,64,,,,,,,,,,,,,,,,,,,,,,1,35,0.546875,29.0,0.453125,0.546875,2,,,,64.0,1.0,0.5000692009925842,,
S7,NOTE,64,,,,,,,,,,,,,,,,,,,,,,2,46,0.71875,18.0,0.28125,0.71875,2,,,,64.0,1.0,0.47298184037208557,,
S7,NOTE,38,,,,,,,,,,,,,,,,,,,,,,3,25,0.6578947368421053,13.0,0.34210526315789475,0.6578947368421053,2,,,,64.0,0.0,,,
S7,DELTA,64,,,,,,,,,,,,,,,,,,,,,,0,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,0.16929611563682556,19.0
S7,DELTA,64,,,,,,,,,,,,,,,,,,,,,,1,35,0.546875,29.0,0.453125,0.546875,2,,,,,,,0.08293783664703369,37.0
S7,DELTA,64,,,,,,,,,,,,,,,,,,,,,,2,46,0.71875,18.0,0.28125,0.71875,2,,,,,,,0.11732298135757446,59.0
S7,DELTA,38,,,,,,,,,,,,,,,,,,,,,,3,25,0.6578947368421053,13.0,0.34210526315789475,0.6578947368421053,2,,,,,,,0.08595433831214905,29.0
S8,DynaMixEMATent,64,0.18968215584754944,0.9689357876777649,0.9689357876777649,0.7792536616325378,0.43695832863920997,0.27236093505746056,0.29068073630332947,0.3839750997851533,62.01189041137695,0.19999999999999996,1.0,0.6144993901252747,0.2,0.0,1.0,36.0,0.5625,28.0,0.4375,0.5625,2.0,0,16,0.25,48.0,0.75,0.75,2,0.25,,,,,,,
S8,DynaMixEMATent,64,0.160936638712883,0.9958270788192749,0.9958270788192749,0.8348904848098755,0.26256159426153675,0.43869028209268074,0.29874812364578246,0.6255816160855288,125.74482345581055,0.19999999999999996,1.0,0.5955495238304138,0.2,0.0,1.0,40.0,0.625,24.0,0.375,0.625,2.0,1,21,0.328125,43.0,0.671875,0.671875,2,0.171875,,,,,,,
S8,DynaMixEMATent,64,0.1835382878780365,0.5415419936180115,0.5415419936180115,0.3580036759376526,0.239203221942972,0.5983341799716245,0.16246259808540345,0.7143969673519566,160.40351104736328,0.19999999999999996,1.0,0.4131200909614563,0.2,0.0,1.0,57.0,0.890625,7.0,0.109375,0.890625,2.0,2,25,0.390625,39.0,0.609375,0.609375,2,0.109375,,,,,,,
S8,DynaMixEMATent,64,0.17759913206100464,0.855144202709198,0.855144202709198,0.6775450706481934,0.13846063306668094,0.6049961061205597,0.2565432608127594,0.8137610088543303,215.13274002075195,0.19999999999999996,1.0,0.5032013654708862,0.2,0.0,1.0,40.0,0.625,24.0,0.375,0.625,2.0,3,20,0.3125,44.0,0.6875,0.6875,2,0.1875,,,,,,,
S8,DynaMixEMATent,16,0.027257164940238,0.22434605658054352,0.22434605658054352,0.19708889722824097,0.16890082778664442,0.7637953552391925,0.06730381697416306,0.8189112051057191,218.72227692604065,0.19999999999999996,1.0,0.4066659212112427,0.2,0.0,1.0,16.0,1.0,0.0,0.0,1.0,1.0,4,16,1.0,,,1.0,1,0.0,,,,,,,
S8,TEMA,64,,,,,,,,,,,,,,,,,,,,,,0,16,0.25,48.0,0.75,0.75,2,,,,,,,,
S8,TEMA,64,,,,,,,,,,,,,,,,,,,,,,1,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,
S8,TEMA,64,,,,,,,,,,,,,,,,,,,,,,2,25,0.390625,39.0,0.609375,0.609375,2,,,,,,,,
S8,TEMA,64,,,,,,,,,,,,,,,,,,,,,,3,20,0.3125,44.0,0.6875,0.6875,2,,,,,,,,
S8,TEMA,16,,,,,,,,,,,,,,,,,,,,,,4,16,1.0,0.0,0.0,1.0,1,,,,,,,,
S8,DUA,64,,,,,,,,,,,,,,,,,,,,,,0,16,0.25,48.0,0.75,0.75,2,,0.099,,,,,,
S8,DUA,64,,,,,,,,,,,,,,,,,,,,,,1,21,0.328125,43.0,0.671875,0.671875,2,,0.09336,,,,,,
S8,DUA,64,,,,,,,,,,,,,,,,,,,,,,2,25,0.390625,39.0,0.609375,0.609375,2,,0.0880584,,,,,,
S8,DUA,64,,,,,,,,,,,,,,,,,,,,,,3,20,0.3125,44.0,0.6875,0.6875,2,,0.083074896,,,,,,
S8,DUA,16,,,,,,,,,,,,,,,,,,,,,,4,16,1.0,0.0,0.0,1.0,1,,0.07839040223999999,,,,,,
S8,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,0,16,0.25,48.0,0.75,0.75,2,,,56.0,,,,,
S8,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,1,21,0.328125,43.0,0.671875,0.671875,2,,,64.0,,,,,
S8,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,2,25,0.390625,39.0,0.609375,0.609375,2,,,64.0,,,,,
S8,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,3,20,0.3125,44.0,0.6875,0.6875,2,,,64.0,,,,,
S8,RoTTA,16,,,,,,,,,,,,,,,,,,,,,,4,16,1.0,0.0,0.0,1.0,1,,,64.0,,,,,
S8,NOTE,64,,,,,,,,,,,,,,,,,,,,,,0,16,0.25,48.0,0.75,0.75,2,,,,64.0,1.0,0.6315993666648865,,
S8,NOTE,64,,,,,,,,,,,,,,,,,,,,,,1,21,0.328125,43.0,0.671875,0.671875,2,,,,64.0,1.0,0.554199755191803,,
S8,NOTE,64,,,,,,,,,,,,,,,,,,,,,,2,25,0.390625,39.0,0.609375,0.609375,2,,,,64.0,1.0,0.5191270709037781,,
S8,NOTE,64,,,,,,,,,,,,,,,,,,,,,,3,20,0.3125,44.0,0.6875,0.6875,2,,,,64.0,1.0,0.5891546010971069,,
S8,NOTE,16,,,,,,,,,,,,,,,,,,,,,,4,16,1.0,0.0,0.0,1.0,1,,,,64.0,0.0,,,
S8,DELTA,64,,,,,,,,,,,,,,,,,,,,,,0,16,0.25,48.0,0.75,0.75,2,,,,,,,0.3371477723121643,1.0
S8,DELTA,64,,,,,,,,,,,,,,,,,,,,,,1,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,0.095851831138134,31.0
S8,DELTA,64,,,,,,,,,,,,,,,,,,,,,,2,25,0.390625,39.0,0.609375,0.609375,2,,,,,,,0.04417461156845093,47.0
S8,DELTA,64,,,,,,,,,,,,,,,,,,,,,,3,20,0.3125,44.0,0.6875,0.6875,2,,,,,,,0.1341964155435562,30.0
S8,DELTA,16,,,,,,,,,,,,,,,,,,,,,,4,16,1.0,0.0,0.0,1.0,1,,,,,,,0.06217481568455696,10.0
S9,DynaMixEMATent,64,0.17025913298130035,0.8144184350967407,0.8144184350967407,0.6441593170166016,0.5029050927846213,0.25276937668635663,0.2443255305290222,0.3344950595767936,52.122779846191406,0.19999999999999996,1.0,0.5704067349433899,0.2,0.0,1.0,46.0,0.71875,18.0,0.28125,0.71875,2.0,0,10,0.15625,54.0,0.84375,0.84375,2,0.34375,,,,,,,
S9,DynaMixEMATent,64,0.13513855636119843,0.9522410035133362,0.9522410035133362,0.8171024918556213,0.29530599792963325,0.419021701016366,0.2856723010540008,0.5865959021813637,113.06620407104492,0.19999999999999996,1.0,0.5500800609588623,0.2,0.0,1.0,63.0,0.984375,1.0,0.015625,0.984375,2.0,1,33,0.515625,31.0,0.484375,0.515625,2,0.015625,,,,,,,
S9,DynaMixEMATent,64,0.35970574617385864,0.9864306449890137,0.9864306449890137,0.626724898815155,0.17774214682956785,0.526328659673728,0.2959291934967041,0.747550750311168,176.1977653503418,0.19999999999999996,1.0,0.542294979095459,0.2,0.0,1.0,54.0,0.84375,10.0,0.15625,0.84375,2.0,2,24,0.375,40.0,0.625,0.625,2,0.125,,,,,,,
S9,DynaMixEMATent,64,0.28655993938446045,0.8557581305503845,0.8557581305503845,0.5691981911659241,0.12231977334417063,0.620952787490714,0.25672743916511537,0.8354307964674839,230.9662857055664,0.19999999999999996,1.0,0.4598102569580078,0.2,0.0,1.0,51.0,0.796875,13.0,0.203125,0.796875,2.0,3,36,0.5625,28.0,0.4375,0.5625,2,0.0625,,,,,,,
S9,DynaMixEMATent,2,0.10585970431566238,0.6631044149398804,0.6631044149398804,0.5572446584701538,0.1304723813319009,0.670596294186135,0.1989313244819641,0.8371270961911887,232.29249453544617,0.19999999999999996,1.0,0.5407789945602417,0.2,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,4,2,1.0,,,1.0,1,0.0,,,,,,,
S9,TEMA,64,,,,,,,,,,,,,,,,,,,,,,0,10,0.15625,54.0,0.84375,0.84375,2,,,,,,,,
S9,TEMA,64,,,,,,,,,,,,,,,,,,,,,,1,33,0.515625,31.0,0.484375,0.515625,2,,,,,,,,
S9,TEMA,64,,,,,,,,,,,,,,,,,,,,,,2,24,0.375,40.0,0.625,0.625,2,,,,,,,,
S9,TEMA,64,,,,,,,,,,,,,,,,,,,,,,3,36,0.5625,28.0,0.4375,0.5625,2,,,,,,,,
S9,TEMA,2,,,,,,,,,,,,,,,,,,,,,,4,2,1.0,0.0,0.0,1.0,1,,,,,,,,
S9,DUA,64,,,,,,,,,,,,,,,,,,,,,,0,10,0.15625,54.0,0.84375,0.84375,2,,0.099,,,,,,
S9,DUA,64,,,,,,,,,,,,,,,,,,,,,,1,33,0.515625,31.0,0.484375,0.515625,2,,0.09336,,,,,,
S9,DUA,64,,,,,,,,,,,,,,,,,,,,,,2,24,0.375,40.0,0.625,0.625,2,,0.0880584,,,,,,
S9,DUA,64,,,,,,,,,,,,,,,,,,,,,,3,36,0.5625,28.0,0.4375,0.5625,2,,0.083074896,,,,,,
S9,DUA,2,,,,,,,,,,,,,,,,,,,,,,4,2,1.0,0.0,0.0,1.0,1,,0.07839040223999999,,,,,,
S9,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,0,10,0.15625,54.0,0.84375,0.84375,2,,,51.0,,,,,
S9,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,1,33,0.515625,31.0,0.484375,0.515625,2,,,64.0,,,,,
S9,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,2,24,0.375,40.0,0.625,0.625,2,,,64.0,,,,,
S9,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,3,36,0.5625,28.0,0.4375,0.5625,2,,,64.0,,,,,
S9,RoTTA,2,,,,,,,,,,,,,,,,,,,,,,4,2,1.0,0.0,0.0,1.0,1,,,64.0,,,,,
S9,NOTE,64,,,,,,,,,,,,,,,,,,,,,,0,10,0.15625,54.0,0.84375,0.84375,2,,,,64.0,1.0,0.515252411365509,,
S9,NOTE,64,,,,,,,,,,,,,,,,,,,,,,1,33,0.515625,31.0,0.484375,0.515625,2,,,,64.0,1.0,0.5508415699005127,,
S9,NOTE,64,,,,,,,,,,,,,,,,,,,,,,2,24,0.375,40.0,0.625,0.625,2,,,,64.0,1.0,0.583124577999115,,
S9,NOTE,64,,,,,,,,,,,,,,,,,,,,,,3,36,0.5625,28.0,0.4375,0.5625,2,,,,64.0,1.0,0.5183851718902588,,
S9,NOTE,2,,,,,,,,,,,,,,,,,,,,,,4,2,1.0,0.0,0.0,1.0,1,,,,64.0,0.0,,,
S9,DELTA,64,,,,,,,,,,,,,,,,,,,,,,0,10,0.15625,54.0,0.84375,0.84375,2,,,,,,,0.2329738289117813,13.0
S9,DELTA,64,,,,,,,,,,,,,,,,,,,,,,1,33,0.515625,31.0,0.484375,0.515625,2,,,,,,,0.2608967125415802,4.0
S9,DELTA,64,,,,,,,,,,,,,,,,,,,,,,2,24,0.375,40.0,0.625,0.625,2,,,,,,,0.19606085121631622,19.0
S9,DELTA,64,,,,,,,,,,,,,,,,,,,,,,3,36,0.5625,28.0,0.4375,0.5625,2,,,,,,,0.18962617218494415,36.0
S9,DELTA,2,,,,,,,,,,,,,,,,,,,,,,4,2,1.0,0.0,0.0,1.0,1,,,,,,,0.17418302595615387,1.0
S10,DynaMixEMATent,64,0.15312795341014862,0.3380042612552643,0.3380042612552643,0.18487629294395447,0.758873004104773,0.13972571751864768,0.10140127837657928,0.15549289594605398,21.632272720336914,0.19999999999999996,1.0,0.24278967082500458,0.2,0.0,1.0,55.0,0.859375,9.0,0.140625,0.859375,2.0,0,35,0.546875,29.0,0.453125,0.546875,2,0.046875,,,,,,,
S10,DynaMixEMATent,64,0.20789481699466705,0.4848644435405731,0.4848644435405731,0.27696964144706726,0.5663032660918834,0.2882374008459446,0.14545933306217193,0.3373009758316339,52.663597106933594,0.19999999999999996,1.0,0.406180739402771,0.2,0.0,1.0,56.0,0.875,8.0,0.125,0.875,2.0,1,48,0.75,16.0,0.25,0.75,2,0.25,,,,,,,
S10,DynaMixEMATent,64,0.22481650114059448,0.48742610216140747,0.48742610216140747,0.262609601020813,0.4434198101873884,0.41035235916418933,0.14622783064842224,0.4806344993370344,83.85886764526367,0.19999999999999996,1.0,0.42239826917648315,0.2,0.0,1.0,42.0,0.65625,22.0,0.34375,0.65625,2.0,2,23,0.359375,41.0,0.640625,0.640625,2,0.140625,,,,,,,
S10,DynaMixEMATent,64,0.12291495501995087,0.219989612698555,0.219989612698555,0.09707465022802353,0.43456153828316635,0.4994415779072672,0.06599688380956649,0.5347322393787777,97.93820285797119,0.19999999999999996,1.0,0.26795074343681335,0.2,0.0,1.0,56.0,0.875,8.0,0.125,0.875,2.0,3,21,0.328125,43.0,0.671875,0.671875,2,0.171875,,,,,,,
S10,DynaMixEMATent,28,0.12397728115320206,0.35587114095687866,0.35587114095687866,0.2318938672542572,0.3844696211594049,0.5087690365535315,0.10676134228706359,0.5695779421998959,107.9025948047638,0.19999999999999996,1.0,0.5992080569267273,0.2,0.0,1.0,12.0,0.42857142857142855,16.0,0.5714285714285714,0.5714285714285714,2.0,4,28,1.0,,,1.0,1,0.0,,,,,,,
S10,TEMA,64,,,,,,,,,,,,,,,,,,,,,,0,35,0.546875,29.0,0.453125,0.546875,2,,,,,,,,
S10,TEMA,64,,,,,,,,,,,,,,,,,,,,,,1,48,0.75,16.0,0.25,0.75,2,,,,,,,,
S10,TEMA,64,,,,,,,,,,,,,,,,,,,,,,2,23,0.359375,41.0,0.640625,0.640625,2,,,,,,,,
S10,TEMA,64,,,,,,,,,,,,,,,,,,,,,,3,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,
S10,TEMA,28,,,,,,,,,,,,,,,,,,,,,,4,28,1.0,0.0,0.0,1.0,1,,,,,,,,
S10,DUA,64,,,,,,,,,,,,,,,,,,,,,,0,35,0.546875,29.0,0.453125,0.546875,2,,0.099,,,,,,
S10,DUA,64,,,,,,,,,,,,,,,,,,,,,,1,48,0.75,16.0,0.25,0.75,2,,0.09336,,,,,,
S10,DUA,64,,,,,,,,,,,,,,,,,,,,,,2,23,0.359375,41.0,0.640625,0.640625,2,,0.0880584,,,,,,
S10,DUA,64,,,,,,,,,,,,,,,,,,,,,,3,21,0.328125,43.0,0.671875,0.671875,2,,0.083074896,,,,,,
S10,DUA,28,,,,,,,,,,,,,,,,,,,,,,4,28,1.0,0.0,0.0,1.0,1,,0.07839040223999999,,,,,,
S10,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,0,35,0.546875,29.0,0.453125,0.546875,2,,,60.0,,,,,
S10,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,1,48,0.75,16.0,0.25,0.75,2,,,64.0,,,,,
S10,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,2,23,0.359375,41.0,0.640625,0.640625,2,,,64.0,,,,,
S10,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,3,21,0.328125,43.0,0.671875,0.671875,2,,,64.0,,,,,
S10,RoTTA,28,,,,,,,,,,,,,,,,,,,,,,4,28,1.0,0.0,0.0,1.0,1,,,64.0,,,,,
S10,NOTE,64,,,,,,,,,,,,,,,,,,,,,,0,35,0.546875,29.0,0.453125,0.546875,2,,,,64.0,1.0,0.6187712550163269,,
S10,NOTE,64,,,,,,,,,,,,,,,,,,,,,,1,48,0.75,16.0,0.25,0.75,2,,,,64.0,1.0,0.6106893420219421,,
S10,NOTE,64,,,,,,,,,,,,,,,,,,,,,,2,23,0.359375,41.0,0.640625,0.640625,2,,,,64.0,1.0,0.5473830699920654,,
S10,NOTE,64,,,,,,,,,,,,,,,,,,,,,,3,21,0.328125,43.0,0.671875,0.671875,2,,,,64.0,1.0,0.562096893787384,,
S10,NOTE,28,,,,,,,,,,,,,,,,,,,,,,4,28,1.0,0.0,0.0,1.0,1,,,,64.0,0.0,,,
S10,DELTA,64,,,,,,,,,,,,,,,,,,,,,,0,35,0.546875,29.0,0.453125,0.546875,2,,,,,,,0.22557836771011353,4.0
S10,DELTA,64,,,,,,,,,,,,,,,,,,,,,,1,48,0.75,16.0,0.25,0.75,2,,,,,,,0.2547641098499298,12.0
S10,DELTA,64,,,,,,,,,,,,,,,,,,,,,,2,23,0.359375,41.0,0.640625,0.640625,2,,,,,,,0.19234825670719147,12.0
S10,DELTA,64,,,,,,,,,,,,,,,,,,,,,,3,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,0.06632743775844574,28.0
S10,DELTA,28,,,,,,,,,,,,,,,,,,,,,,4,28,1.0,0.0,0.0,1.0,1,,,,,,,0.11071508377790451,1.0
S11,DynaMixEMATent,64,0.20376306772232056,0.9376147389411926,0.9376147389411926,0.7338516712188721,0.44973491457082854,0.2689806637468137,0.2812844216823578,0.37425189026295946,60.00734329223633,0.19999999999999996,1.0,0.5923068523406982,0.2,0.0,1.0,28.0,0.4375,36.0,0.5625,0.5625,2.0,0,47,0.734375,17.0,0.265625,0.734375,2,0.234375,,,,,,,
S11,DynaMixEMATent,64,0.1947220265865326,0.8634130358695984,0.8634130358695984,0.6686909794807434,0.3011036233535351,0.43987246588558543,0.2590239107608795,0.5936392176126403,115.26577758789062,0.19999999999999996,1.0,0.5908795595169067,0.2,0.0,1.0,31.0,0.484375,33.0,0.515625,0.515625,2.0,1,34,0.53125,30.0,0.46875,0.53125,2,0.03125,,,,,,,
S11,DynaMixEMATent,64,0.2638520896434784,0.9639065265655518,0.9639065265655518,0.700054407119751,0.17838843577917504,0.5324396062511595,0.2891719579696655,0.7490413641115719,176.95579528808594,0.19999999999999996,1.0,0.4974517524242401,0.2,0.0,1.0,27.0,0.421875,37.0,0.578125,0.578125,2.0,2,42,0.65625,22.0,0.34375,0.65625,2,0.15625,,,,,,,
S11,DynaMixEMATent,64,0.07194868475198746,0.6726727485656738,0.6726727485656738,0.6007240414619446,0.1431013873931805,0.6550967880371174,0.20180182456970214,0.8207194756915643,220.00685119628906,0.19999999999999996,1.0,0.5975040197372437,0.2,0.0,1.0,14.0,0.21875,50.0,0.78125,0.78125,2.0,3,32,0.5,32.0,0.5,0.5,2,0.0,,,,,,,
S11,DynaMixEMATent,44,0.06372632086277008,0.4020465910434723,0.4020465910434723,0.3383202850818634,0.13730667418574818,0.7420793485012102,0.12061397731304169,0.8438607498374735,237.69690120220184,0.19999999999999996,1.0,0.6071913242340088,0.2,0.0,1.0,14.0,0.3181818181818182,30.0,0.6818181818181818,0.6818181818181818,2.0,4,21,0.4772727272727273,23.0,0.5227272727272727,0.5227272727272727,2,0.022727272727272707,,,,,,,
S11,TEMA,64,,,,,,,,,,,,,,,,,,,,,,0,47,0.734375,17.0,0.265625,0.734375,2,,,,,,,,
S11,TEMA,64,,,,,,,,,,,,,,,,,,,,,,1,34,0.53125,30.0,0.46875,0.53125,2,,,,,,,,
S11,TEMA,64,,,,,,,,,,,,,,,,,,,,,,2,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,
S11,TEMA,64,,,,,,,,,,,,,,,,,,,,,,3,32,0.5,32.0,0.5,0.5,2,,,,,,,,
S11,TEMA,44,,,,,,,,,,,,,,,,,,,,,,4,21,0.4772727272727273,23.0,0.5227272727272727,0.5227272727272727,2,,,,,,,,
S11,DUA,64,,,,,,,,,,,,,,,,,,,,,,0,47,0.734375,17.0,0.265625,0.734375,2,,0.099,,,,,,
S11,DUA,64,,,,,,,,,,,,,,,,,,,,,,1,34,0.53125,30.0,0.46875,0.53125,2,,0.09336,,,,,,
S11,DUA,64,,,,,,,,,,,,,,,,,,,,,,2,42,0.65625,22.0,0.34375,0.65625,2,,0.0880584,,,,,,
S11,DUA,64,,,,,,,,,,,,,,,,,,,,,,3,32,0.5,32.0,0.5,0.5,2,,0.083074896,,,,,,
S11,DUA,44,,,,,,,,,,,,,,,,,,,,,,4,21,0.4772727272727273,23.0,0.5227272727272727,0.5227272727272727,2,,0.07839040223999999,,,,,,
S11,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,0,47,0.734375,17.0,0.265625,0.734375,2,,,61.0,,,,,
S11,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,1,34,0.53125,30.0,0.46875,0.53125,2,,,64.0,,,,,
S11,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,2,42,0.65625,22.0,0.34375,0.65625,2,,,64.0,,,,,
S11,RoTTA,64,,,,,,,,,,,,,,,,,,,,,,3,32,0.5,32.0,0.5,0.5,2,,,64.0,,,,,
S11,RoTTA,44,,,,,,,,,,,,,,,,,,,,,,4,21,0.4772727272727273,23.0,0.5227272727272727,0.5227272727272727,2,,,64.0,,,,,
