Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MeanF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MeanF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MeanF1
S2,0.78719723183391,0.8809293320425944,0.0,0.4404646660212972,0.6868512110726643,0.7968574635241302,0.3169811320754717,0.556919297799801,0.7024221453287197,0.8088888888888889,0.328125,0.5685069444444444
S3,0.8841567291311755,0.9287211740041929,0.6909090909090909,0.8098151324566418,0.797274275979557,0.8676307007786429,0.5672727272727273,0.7174517140256851,0.8245315161839863,0.8830874006810443,0.6484641638225256,0.765775782251785
S4,0.8137583892617449,0.8657799274486094,0.6958904109589041,0.7808351692037567,0.7030201342281879,0.798175598631699,0.4380952380952381,0.6181354183634685,0.7030201342281879,0.776796973518285,0.556390977443609,0.666593975480947
S5,0.9983388704318937,0.9989417989417989,0.9961389961389961,0.9975403975403976,0.7043189368770764,0.802660753880266,0.4105960264900662,0.6066283901851661,0.7441860465116279,0.8257918552036199,0.51875,0.67227092760181
S6,0.677257525083612,0.7904451682953312,0.29818181818181816,0.5443134932385747,0.6672240802675585,0.7677946324387398,0.41297935103244837,0.5903869917355941,0.6454849498327759,0.7376237623762376,0.4536082474226804,0.595616004899459
S7,0.8676716917922948,0.9223205506391348,0.5536723163841808,0.7379964335116578,0.7520938023450586,0.8394793926247288,0.45588235294117646,0.6476808727829526,0.711892797319933,0.8,0.48502994011976047,0.6425149700598802
S8,0.946843853820598,0.9646017699115044,0.8933333333333333,0.9289675516224188,0.5880398671096345,0.7019230769230769,0.3333333333333333,0.5176282051282051,0.6976744186046512,0.773067331670823,0.5472636815920398,0.6601655066314314
S9,0.8693467336683417,0.9095127610208816,0.7650602409638554,0.8372865009923685,0.6884422110552764,0.7924107142857143,0.37583892617449666,0.5841248202301055,0.7068676716917923,0.7878787878787878,0.5257452574525745,0.6568120226656812
S10,0.762987012987013,0.8655616942909761,0.0,0.43278084714548803,0.7175324675324676,0.8116883116883117,0.43506493506493504,0.6233766233766234,0.612012987012987,0.7382256297918949,0.2507836990595611,0.494504664425728
S11,0.775206611570248,0.8733705772811918,0.0,0.4366852886405959,0.6528925619834711,0.7546728971962616,0.4067796610169492,0.5807262791066055,0.7305785123966942,0.8289611752360966,0.3657587548638132,0.5973599650499549
S13,0.7350993377483444,0.8294243070362474,0.4074074074074074,0.6184158572218273,0.6076158940397351,0.7221570926143025,0.3323943661971831,0.5272757294057429,0.5314569536423841,0.6180836707152496,0.39400428265524623,0.5060439766852479
S14,0.6849087893864013,0.7506561679790026,0.5720720720720721,0.6613641200255373,0.6666666666666666,0.7713310580204779,0.3853211009174312,0.5783260794689545,0.582089552238806,0.6701570680628273,0.4298642533936652,0.5500106607282462
S15,0.7079207920792079,0.7680209698558322,0.6057906458797327,0.6869058078677825,0.5676567656765676,0.6946386946386947,0.2598870056497175,0.4772628501442061,0.5511551155115512,0.633423180592992,0.42127659574468085,0.5273498881688364
S16,0.6146179401993356,0.6704545454545454,0.536,0.6032272727272727,0.7043189368770764,0.7834549878345499,0.5340314136125655,0.6587432007235576,0.6112956810631229,0.688,0.4845814977973568,0.5862907488986784
S17,0.7475083056478405,0.8552380952380952,0.012987012987012988,0.4341125541125541,0.7093023255813954,0.8120300751879699,0.358974358974359,0.5855022170811645,0.627906976744186,0.7135549872122762,0.46919431279620855,0.5913746500042424
Average,0.7915213209761308,0.8582652559626625,0.468496223014427,0.6633807394885447,0.6808833424861594,0.7811270300178376,0.4015621285898732,0.5913445793038554,0.6655050305540937,0.7522360474552683,0.45858937761091473,0.6054127125330915
Std,0.10222720749913396,0.08329843758403736,0.3253820665701533,0.17896847420279677,0.05798291722762354,0.046271591516850646,0.07748522411879526,0.057564354915177675,0.07702809180997582,0.0735302323476164,0.09603200561276981,0.07041274712689055
