Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EMATent_Acc,EMATent_F1_0,EMATent_F1_1,EMATent_MacroF1,DynaMixEMATent_Acc,DynaMixEMATent_F1_0,DynaMixEMATent_F1_1,DynaMixEMATent_MacroF1,TEMA_Acc,TEMA_F1_0,TEMA_F1_1,TEMA_MacroF1,DUA_Acc,DUA_F1_0,DUA_F1_1,DUA_MacroF1,RoTTA_Acc,RoTTA_F1_0,RoTTA_F1_1,RoTTA_MacroF1,NOTE_Acc,NOTE_F1_0,NOTE_F1_1,NOTE_MacroF1,DELTA_Acc,DELTA_F1_0,DELTA_F1_1,DELTA_MacroF1
S10,0.6558441558441559,0.792156862745098,0.0,0.396078431372549,0.7516233766233766,0.8430769230769231,0.4046692607003891,0.6238730918886561,0.7516233766233766,0.8430769230769231,0.4046692607003891,0.6238730918886561,0.5551948051948052,0.7072649572649573,0.07432432432432433,0.3907946407946408,0.6785714285714286,0.7928870292887029,0.2826086956521739,0.5377478624704384,0.6948051948051948,0.8021052631578948,0.3333333333333333,0.5677192982456141,0.6493506493506493,0.7865612648221344,0.01818181818181818,0.4023715415019763,0.6477272727272727,0.7862068965517242,0.0,0.3931034482758621,0.7483766233766234,0.8403707518022657,0.4061302681992337,0.6232505100007497,0.7483766233766234,0.8403707518022657,0.4061302681992337,0.6232505100007497,0.551948051948052,0.6933333333333334,0.1686746987951807,0.43100401606425703
S11,0.7768595041322314,0.8741845293569431,0.014598540145985401,0.44439153475146426,0.7619834710743801,0.8515463917525773,0.4,0.6257731958762887,0.7619834710743801,0.8515463917525773,0.4,0.6257731958762887,0.7338842975206612,0.8151549942594719,0.5250737463126843,0.6701143702860781,0.8727272727272727,0.919202518363064,0.7003891050583657,0.8097958117107149,0.7702479338842976,0.8649173955296404,0.23204419889502761,0.548480797212334,0.7586776859504132,0.8614800759013282,0.0641025641025641,0.46279132000194617,0.7603305785123967,0.8625592417061612,0.06451612903225806,0.4635376853692096,0.768595041322314,0.8553719008264463,0.4214876033057851,0.6384297520661157,0.768595041322314,0.8553719008264463,0.4214876033057851,0.6384297520661157,0.8115702479338843,0.8805031446540881,0.5546875,0.717595322327044
S13,0.8658940397350994,0.9131832797427653,0.7054545454545454,0.8093189125986553,0.7748344370860927,0.854389721627409,0.5036496350364964,0.6790196783319526,0.7748344370860927,0.854389721627409,0.5036496350364964,0.6790196783319526,0.38576158940397354,0.4583941605839416,0.29063097514340347,0.37451256786367254,0.8294701986754967,0.8828213879408419,0.6869300911854104,0.7848757395631261,0.8410596026490066,0.891156462585034,0.7055214723926381,0.798338967488836,0.9056291390728477,0.939297124600639,0.7881040892193308,0.8637006069099848,0.9105960264900662,0.9423076923076923,0.8014705882352942,0.8718891402714932,0.7665562913907285,0.8482238966630786,0.4946236559139785,0.6714237762885286,0.7665562913907285,0.8482238966630786,0.4946236559139785,0.6714237762885286,0.5629139072847682,0.6106194690265486,0.5018867924528302,0.5562531307396894
S14,0.7164179104477612,0.82389289392379,0.2723404255319149,0.5481166597278524,0.7180762852404643,0.8221757322175732,0.32,0.5710878661087866,0.7180762852404643,0.8221757322175732,0.32,0.5710878661087866,0.5323383084577115,0.6083333333333333,0.41975308641975306,0.5140432098765432,0.7296849087893864,0.8170594837261503,0.48253968253968255,0.6497995831329164,0.7512437810945274,0.8394004282655246,0.4485294117647059,0.6439649200151153,0.7014925373134329,0.8136645962732919,0.25,0.5318322981366459,0.7014925373134329,0.8136645962732919,0.25,0.5318322981366459,0.7114427860696517,0.8176100628930818,0.30952380952380953,0.5635669362084457,0.7131011608623549,0.818848167539267,0.3107569721115538,0.5648025698254104,0.7081260364842454,0.7909738717339667,0.5164835164835165,0.6537286941087417
S15,0.7508250825082509,0.83745963401507,0.4664310954063604,0.6519453647107152,0.6765676567656765,0.7928118393234672,0.2631578947368421,0.5279848670301547,0.6765676567656765,0.7928118393234672,0.2631578947368421,0.5279848670301547,0.47029702970297027,0.5656292286874154,0.321353065539112,0.4434911471132637,0.6122112211221122,0.727061556329849,0.33048433048433046,0.5287729434070898,0.6402640264026402,0.7476851851851852,0.3735632183908046,0.5606242017879949,0.6072607260726073,0.734375,0.2468354430379747,0.49060522151898733,0.6122112211221122,0.7368421052631579,0.26332288401253917,0.5000824946378485,0.6782178217821783,0.792332268370607,0.2857142857142857,0.5390232770424463,0.6782178217821783,0.792332268370607,0.2857142857142857,0.5390232770424463,0.4884488448844885,0.6378504672897196,0.12921348314606743,0.3835319752178935
S16,0.6146179401993356,0.6704545454545454,0.536,0.6032272727272727,0.7408637873754153,0.8231292517006803,0.515527950310559,0.6693286010056196,0.7408637873754153,0.8231292517006803,0.515527950310559,0.6693286010056196,0.553156146179402,0.6173541963015647,0.4630738522954092,0.540214024298487,0.9418604651162791,0.9611542730299667,0.8844884488448845,0.9228213609374256,0.8637873754152824,0.9039812646370023,0.7657142857142857,0.834847775175644,0.8372093023255814,0.883054892601432,0.73224043715847,0.807647664879951,0.7491694352159468,0.8076433121019109,0.639618138424821,0.7236307252633659,0.7441860465116279,0.8253968253968254,0.5217391304347826,0.6735679779158039,0.7441860465116279,0.8253968253968254,0.5217391304347826,0.6735679779158039,0.7259136212624585,0.7859922178988327,0.6189376443418014,0.702464931120317
S17,0.9401993355481728,0.9617834394904459,0.8625954198473282,0.912189429668887,0.7558139534883721,0.8531468531468531,0.27586206896551724,0.5645044610561851,0.7558139534883721,0.8531468531468531,0.27586206896551724,0.5645044610561851,0.6362126245847176,0.694560669456067,0.5503080082135524,0.6224343388348097,0.8687707641196013,0.9053892215568863,0.7859078590785907,0.8456485403177385,0.9634551495016611,0.9755011135857461,0.9281045751633987,0.9518028443745724,0.9800664451827242,0.9869281045751634,0.958041958041958,0.9724850313085607,0.978405315614618,0.985854189336235,0.9543859649122807,0.9701200771242579,0.7508305647840532,0.85,0.2647058823529412,0.5573529411764706,0.7508305647840532,0.85,0.2647058823529412,0.5573529411764706,0.6960132890365448,0.7496580027359782,0.6131078224101479,0.681382912573063
S2,0.7854671280276817,0.8798449612403101,0.0,0.43992248062015504,0.7352941176470589,0.8430769230769231,0.15469613259668508,0.4988865278368041,0.7352941176470589,0.8430769230769231,0.15469613259668508,0.4988865278368041,0.5865051903114187,0.697084917617237,0.34877384196185285,0.5229293797895449,0.7854671280276817,0.8796116504854369,0.015873015873015872,0.4477423331792264,0.7820069204152249,0.8776699029126214,0.0,0.4388349514563107,0.7854671280276817,0.8798449612403101,0.0,0.43992248062015504,0.7854671280276817,0.8798449612403101,0.0,0.43992248062015504,0.740484429065744,0.8459958932238193,0.17582417582417584,0.5109100345239975,0.7422145328719724,0.8471794871794872,0.17679558011049723,0.5119875336449922,0.7698961937716263,0.8699902248289345,0.0,0.43499511241446726
S3,0.7904599659284497,0.8816169393647738,0.08888888888888889,0.48525291412683136,0.8109028960817717,0.8835257082896117,0.497737556561086,0.6906316324253489,0.8109028960817717,0.8835257082896117,0.497737556561086,0.6906316324253489,0.6473594548551959,0.7509025270758123,0.3965014577259475,0.5737019924008799,0.909710391822828,0.9427027027027027,0.7871485943775101,0.8649256485401065,0.838160136286201,0.9017580144777663,0.5410628019323671,0.7214104082050667,0.7819420783645656,0.8727634194831014,0.23809523809523808,0.5554293287891697,0.7819420783645656,0.8727634194831014,0.23809523809523808,0.5554293287891697,0.8262350936967632,0.8935281837160751,0.5277777777777778,0.7106529807469264,0.8262350936967632,0.8935281837160751,0.5277777777777778,0.7106529807469264,0.7461669505962522,0.807741935483871,0.6265664160401002,0.7171541757619856
S4,0.8708053691275168,0.9117983963344788,0.7586206896551724,0.8352095429948256,0.7768456375838926,0.8646998982706002,0.36363636363636365,0.6141681309534819,0.7751677852348994,0.8638211382113821,0.3557692307692308,0.6097951844903065,0.7197986577181208,0.8055878928987195,0.4984984984984985,0.652043195698609,0.9379194630872483,0.9589345172031076,0.872852233676976,0.9158933754400418,0.9899328859060402,0.9935897435897436,0.9765625,0.9850761217948718,0.9815436241610739,0.9881593110871906,0.9581749049429658,0.9731671080150781,0.9614093959731543,0.9749182115594329,0.9163636363636364,0.9456409239615347,0.785234899328859,0.8699186991869918,0.38461538461538464,0.6272670419011882,0.785234899328859,0.8699186991869918,0.38461538461538464,0.6272670419011882,0.9446308724832215,0.9636163175303197,0.8842105263157894,0.9239134219230546
