target_domain,train_subjects,adaption,source_accuracy,source_f1_non_stress,source_f1_stress,source_mean_f1,adapt_accuracy,adapt_f1_non_stress,adapt_f1_stress,adapt_mean_f1
S6,"['S10', 'S11', 'S13', 'S14', 'S15', 'S16', 'S17', 'S2', 'S3', 'S4', 'S5', 'S7', 'S8', 'S9']",source,0.677257525083612,0.7904451682953312,0.29818181818181816,0.5443134932385747,0.677257525083612,0.7904451682953312,0.29818181818181816,0.5443134932385747
