Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_class_2_count,true_class_2_ratio,true_max_class_ratio,true_num_present_classes,g_mi,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_class_2_count,pred_class_2_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance
S16,EMATent,0.08527723699808121,0.08527723699808121,0.9830548167228699,0.0,0.4744168289005756,0.5,0.025583171099424363,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.0612209178507328,0.0612209178507328,0.9891757965087891,0.0,0.48163372464478016,0.5,0.01836627535521984,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.038003794848918915,0.038003794848918915,0.9938360452651978,0.0,0.48859886154532434,0.5,0.011401138454675674,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.7559645175933838,0.7559645175933838,0.9232550859451294,1.0,0.27321064472198486,0.5,0.22678935527801514,0.0,0.0,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.004571347963064909,0.004571347963064909,0.9994351863861084,0.0,0.4986285956110805,0.5,0.0013714043889194727,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.29679831862449646,0.29679831862449646,0.9295728206634521,1.0,0.4109605044126511,0.5,0.08903949558734893,0.0,0.0,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.49939852952957153,0.49939852952957153,0.7866978049278259,1.0,0.35018044114112856,0.5,0.14981955885887147,0.0,0.0,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S16,MIDynamicEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.03490421175956726,0.08527723699808121,0.050373028963804245,0.985220801054079,0.004307935418050749,0.010471263527870178,0.0043535222973002385,2.2338695526123047,0.006980842351913451,0.0,0.043895937502384186,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S16,MIDynamicEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.004384742118418217,0.03518008813261986,0.030795346945524216,0.9937919423179986,0.004892635046475984,0.001315422635525465,0.004899079406420426,2.5144930481910706,0.0008769484236836432,0.0,0.03198543190956116,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S16,MIDynamicEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.0013570114970207214,0.01565198227763176,0.014294969849288464,0.9945270991794996,0.0050657973713941875,0.00040710344910621643,0.0050678605148893885,2.6013417840003967,0.00027140229940414423,0.0,0.022345667704939842,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S16,MIDynamicEMATent,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.544975996017456,0.5979365706443787,0.05296057090163231,0.777460146280459,0.0590470549143042,0.16349279880523682,0.07058762295168375,37.479805529117584,0.10899519920349118,1.0,0.07363463938236237,0.05,1.0,1.0,44.0,0.6875,20.0,0.3125,0.0,0.0,0.6875,2.0,0.3541666666666667
S16,MIDynamicEMATent,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,0.004469322506338358,0.014437236823141575,0.009967914782464504,0.9276478344942886,0.07101136875380996,0.0013407967519015074,0.07110670839746769,37.76584216952324,0.0008938645012676714,0.0,0.005390139762312174,0.05,1.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666667
S16,MIDynamicEMATent,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,0.010042189620435238,0.037520457059144974,0.027478264644742012,0.9249330816379855,0.07205426147588394,0.003012656886130571,0.07227199219083202,38.408542305231094,0.002008437924087047,0.0,0.03687310591340065,0.05,1.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,1.0,0.4479166666666667
S16,MIDynamicEMATent,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,0.008142581209540367,0.08599826693534851,0.077855683863163,0.9245791150925348,0.07297811054460311,0.00244277436286211,0.0731568161395374,38.897097177803516,0.001628516241908073,0.0,0.08732146769762039,0.05,1.0,1.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666667
S17,EMATent,0.03007838875055313,0.03007838875055313,0.995313286781311,0.0,0.49097648337483407,0.5,0.009023516625165939,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.13484054803848267,0.13484054803848267,0.9717593193054199,0.0,0.4595478355884552,0.5,0.0404521644115448,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.9418758749961853,0.9418758749961853,0.538442850112915,1.0,0.2174372375011444,0.5,0.2825627624988556,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.9842584729194641,0.9842584729194641,0.5566784143447876,1.0,0.2047224581241608,0.5,0.2952775418758392,0.0,0.0,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6660618782043457,0.6660618782043457,0.631582498550415,1.0,0.3001814365386963,0.5,0.1998185634613037,0.0,0.0,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6514753103256226,0.6514753103256226,0.6421020030975342,1.0,0.30455740690231325,0.5,0.19544259309768677,0.0,0.0,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6424279808998108,0.6424279808998108,0.6545726656913757,1.0,0.30727160573005674,0.5,0.19272839426994323,0.0,0.0,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6296526193618774,0.6296526193618774,0.6324785351753235,1.0,0.31110421419143675,0.5,0.18889578580856323,0.0,0.0,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S17,MIDynamicEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.0032022963277995586,0.03007838875055313,0.026876091957092285,0.9986394886392154,0.00039982246244475207,0.0009606888983398676,0.0004002069368059802,0.20494696497917175,0.0006404592655599115,0.0,0.04137372970581055,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S17,MIDynamicEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.006747908424586058,0.08062177151441574,0.0738738626241684,0.9967351413468197,0.0012404861258043982,0.002024372527375817,0.0012430024257665817,0.6368131041526794,0.0013495816849172111,0.0,0.07655441015958786,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S17,MIDynamicEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.025210268795490265,0.3681884706020355,0.34297817945480347,0.9880846715541927,0.004352247807160216,0.0075630806386470795,0.004385415054854014,2.2502703070640564,0.005042053759098052,0.0,0.3493522107601166,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S17,MIDynamicEMATent,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,0.3227768540382385,0.8980382680892944,0.5752614140510559,0.8636479730884049,0.03951897070012358,0.09683305621147155,0.043755997683388115,22.907988965511322,0.06455537080764769,1.0,0.6424776315689087,0.05,1.0,1.0,39.0,0.609375,6.0,0.09375,19.0,0.296875,0.609375,3.0,0.3697916666666667
S17,MIDynamicEMATent,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,0.022832348942756653,0.7841150164604187,0.7612826824188232,0.9469874093785189,0.046162885938654134,0.006849704682826995,0.04648126890392912,24.369259297847748,0.004566469788551329,0.0,0.8205749988555908,0.05,1.0,1.0,0.0,0.0,11.0,0.171875,53.0,0.828125,0.828125,2.0,0.5260416666666667
S17,MIDynamicEMATent,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,0.027694419026374817,0.6843265295028687,0.656632125377655,0.9423287779140047,0.049362896378082846,0.008308325707912444,0.04977645538198172,26.141702115535736,0.005538883805274962,0.0,0.7213187217712402,0.05,1.0,1.0,0.0,0.0,23.0,0.359375,41.0,0.640625,0.640625,2.0,0.6666666666666667
S17,MIDynamicEMATent,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,0.03259989246726036,0.6919364333152771,0.659336507320404,0.9371039120342638,0.053116120225558165,0.009779967740178109,0.05364072478350057,28.2280952334404,0.006519978493452071,0.0,0.7138332724571228,0.05,1.0,1.0,0.0,0.0,35.0,0.546875,29.0,0.453125,0.546875,2.0,0.6666666666666667
S17,MIDynamicEMATent,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,0.01907506212592125,0.6761013865470886,0.6570262908935547,0.9406633121674067,0.05361416919481688,0.0057225186377763745,0.053922743097190584,28.38069573044777,0.003815012425184249,0.0,0.6988875865936279,0.05,1.0,1.0,0.0,0.0,6.0,0.75,2.0,0.25,0.75,2.0,0.6666666666666667
S2,EMATent,0.023137448355555534,0.023137448355555534,0.996536910533905,0.0,0.49305876549333333,0.5,0.00694123450666666,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.054176073521375656,0.054176073521375656,0.9905073046684265,0.0,0.4837471779435873,0.5,0.016252822056412698,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.09425278753042221,0.09425278753042221,0.9813370704650879,0.0,0.47172416374087334,0.5,0.028275836259126663,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6277035474777222,0.6277035474777222,0.8698461651802063,1.0,0.3116889357566833,0.5,0.18831106424331664,0.0,0.0,3,64,37,0.578125,27,0.421875,0,0.0,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6780999898910522,0.6780999898910522,0.7464786171913147,1.0,0.2965700030326843,0.5,0.20342999696731567,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6456448435783386,0.6456448435783386,0.8560023903846741,1.0,0.3063065469264984,0.5,0.19369345307350158,0.0,0.0,5,64,0,0.0,32,0.5,32,0.5,0.5,2,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6814496517181396,0.6814496517181396,0.7173002362251282,1.0,0.2955651044845581,0.5,0.2044348955154419,0.0,0.0,6,40,0,0.0,0,0.0,40,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S2,MIDynamicEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.0032719303853809834,0.023137448355555534,0.01986551843583584,0.9986099145869848,0.000408506297401015,0.000981579115614295,0.0004089076726326857,0.20940354466438293,0.0006543860770761965,0.0,0.021610556170344353,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S2,MIDynamicEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.004838692955672741,0.03802860900759697,0.033189915120601654,0.9975365488803947,0.0010118432329034865,0.0014516078867018222,0.0010133141677410862,0.5190798938274384,0.000967738591134548,0.0,0.028403449803590775,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S2,MIDynamicEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.006053311750292778,0.05874742195010185,0.052694108337163925,0.9964182933419234,0.001765713132988725,0.0018159935250878334,0.001768925490225337,0.9064918458461761,0.0012106623500585554,0.0,0.04909306764602661,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S2,MIDynamicEMATent,,,,,,,,,,3,64,37,0.578125,27,0.421875,0,0.0,0.578125,2,0.138914093375206,0.25291645526885986,0.11400236189365387,0.9401627709643263,0.018163001023111816,0.0416742280125618,0.018952846259622347,9.79699382185936,0.027782818675041194,1.0,0.1414308249950409,0.05,1.0,1.0,59.0,0.921875,0.0,0.0,5.0,0.078125,0.921875,2.0,0.24479166666666669
S2,MIDynamicEMATent,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,0.0113977687433362,0.07644961774349213,0.0650518462061882,0.9763006816577628,0.02027998771923633,0.00341933062300086,0.020349569625822794,10.526451021432877,0.0022795537486672394,0.0,0.10060437023639679,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S2,MIDynamicEMATent,,,,,,,,,,5,64,0,0.0,32,0.5,32,0.5,0.5,2,0.13508693873882294,0.41022446751594543,0.2751375436782837,0.9242104362501897,0.03526348212816343,0.04052608162164688,0.03675293455372264,19.172015100717545,0.02701738774776458,1.0,0.38876020908355713,0.05,1.0,1.0,53.0,0.828125,0.0,0.0,11.0,0.171875,0.828125,2.0,0.16666666666666669
S2,MIDynamicEMATent,,,,,,,,,,6,40,0,0.0,0,0.0,40,1.0,1.0,1,0.02285601757466793,0.1388917863368988,0.11603577435016632,0.9549355864273998,0.03820760830019977,0.006856805272400379,0.038471399193023115,20.086255803704262,0.004571203514933585,0.0,0.17230549454689026,0.05,1.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S3,EMATent,0.08264516294002533,0.08264516294002533,0.9843663573265076,0.0,0.4752064511179924,0.5,0.024793548882007597,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.0506594143807888,0.0506594143807888,0.9910949468612671,0.0,0.48480217568576334,0.5,0.01519782431423664,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.13685202598571777,0.13685202598571777,0.9704316854476929,0.0,0.4589443922042847,0.5,0.04105560779571533,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.6418731808662415,0.6418731808662415,0.9714098572731018,1.0,0.30743804574012756,0.5,0.19256195425987244,0.0,0.0,3,64,36,0.5625,28,0.4375,0,0.0,0.5625,2,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.08428408205509186,0.08428408205509186,0.9832876920700073,0.0,0.47471477538347245,0.5,0.025285224616527557,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.6197126507759094,0.6197126507759094,0.8175292015075684,1.0,0.31408620476722715,0.5,0.18591379523277282,0.0,0.0,5,64,0,0.0,36,0.5625,28,0.4375,0.5625,2,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.4948347508907318,0.4948347508907318,0.8454035520553589,1.0,0.3515495747327805,0.5,0.14845042526721955,0.0,0.0,6,47,0,0.0,0,0.0,47,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S3,MIDynamicEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.014016435481607914,0.08264516294002533,0.06862872838973999,0.9940519096889285,0.0017431596665891098,0.004204930644482374,0.0017505204838152988,0.8970518708229065,0.002803287096321582,0.0,0.06250889599323273,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S3,MIDynamicEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.006024194415658712,0.04345805197954178,0.03743385896086693,0.9956953196879357,0.002497421987366664,0.0018072583246976136,0.0025019436458485478,1.282600313425064,0.0012048388831317422,0.0,0.039956189692020416,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S3,MIDynamicEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.01565997302532196,0.07571789622306824,0.06005792319774628,0.990870293654513,0.004431714437890464,0.004697991907596588,0.004452632871086326,2.2848385870456696,0.0031319946050643913,0.0,0.06813230365514755,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S3,MIDynamicEMATent,,,,,,,,,,3,64,36,0.5625,28,0.4375,0,0.0,0.5625,2,0.2993881404399872,0.47468817234039307,0.17530003190040588,0.872846926195643,0.03733663167236091,0.08981644213199615,0.04102099115019997,21.44567957520485,0.059877628087997424,1.0,0.2020794153213501,0.05,1.0,1.0,47.0,0.734375,17.0,0.265625,0.0,0.0,0.734375,2.0,0.22916666666666669
S3,MIDynamicEMATent,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,0.2445635348558426,0.6931934356689453,0.44862988591194153,0.8618651570116734,0.06476578253157379,0.07336906045675277,0.06989382694635471,37.097745805978775,0.04891270697116851,1.0,0.5818473100662231,0.05,1.0,1.0,24.0,0.375,40.0,0.625,0.0,0.0,0.625,2.0,0.6666666666666667
S3,MIDynamicEMATent,,,,,,,,,,5,64,0,0.0,36,0.5625,28,0.4375,0.5625,2,0.12308897078037262,0.40370166301727295,0.28061267733573914,0.8820836371236148,0.08098967164227347,0.03692669123411178,0.08409502257523482,44.97543993592262,0.02461779415607452,1.0,0.3282664120197296,0.05,1.0,1.0,55.0,0.859375,9.0,0.140625,0.0,0.0,0.859375,2.0,0.22916666666666669
S3,MIDynamicEMATent,,,,,,,,,,6,47,0,0.0,0,0.0,47,1.0,1.0,1,0.3248351216316223,0.6540104746818542,0.32917535305023193,0.8023636955034888,0.1001857680070245,0.09745053648948669,0.11100307745721405,60.24269065260887,0.06496702432632445,1.0,0.4365696907043457,0.05,1.0,1.0,24.0,0.5106382978723404,23.0,0.48936170212765956,0.0,0.0,0.5106382978723404,2.0,0.6666666666666667
S4,EMATent,0.025264937430620193,0.025264937430620193,0.9960735440254211,0.0,0.49242051877081394,0.5,0.007579481229186058,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.3256304860115051,0.3256304860115051,0.9281567335128784,1.0,0.40231085419654844,0.5,0.09768914580345153,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.5927305817604065,0.5927305817604065,0.7821331024169922,1.0,0.32218082547187804,0.5,0.17781917452812193,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.649554967880249,0.649554967880249,0.842400312423706,1.0,0.3051335096359253,0.5,0.1948664903640747,0.0,0.0,3,64,40,0.625,0,0.0,24,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.10987649112939835,0.10987649112939835,0.9766724109649658,0.0,0.4670370526611805,0.5,0.0329629473388195,0.0,0.0,4,64,0,0.0,13,0.203125,51,0.796875,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.04602692276239395,0.04602692276239395,0.9912410974502563,0.0,0.4861919231712818,0.5,0.013808076828718185,0.0,0.0,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.13293875753879547,0.13293875753879547,0.9673599004745483,0.0,0.46011837273836137,0.5,0.03988162726163864,0.0,0.0,6,50,0,0.0,50,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S4,MIDynamicEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.0038100075908005238,0.025264937430620193,0.021454928442835808,0.9983814043897062,0.000475593333053624,0.001143002277240157,0.0004761375593682615,0.24384048581123352,0.0007620015181601046,0.0,0.02078290469944477,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S4,MIDynamicEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.02596173994243145,0.10713175684213638,0.08117002248764038,0.9885258565300227,0.0036856214872478896,0.007788521982729435,0.0037145523599594332,1.9053918421268463,0.005192347988486288,0.0,0.09808579832315445,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S4,MIDynamicEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.1869584023952484,0.8566188812255859,0.6696605086326599,0.9186839717677204,0.02522850751370505,0.05608752071857452,0.026727591876855805,13.870729595422745,0.03739168047904967,1.0,0.7374861240386963,0.05,1.0,1.0,18.0,0.28125,46.0,0.71875,0.0,0.0,0.71875,2.0,0.6666666666666667
S4,MIDynamicEMATent,,,,,,,,,,3,64,40,0.625,0,0.0,24,0.375,0.625,2,0.2030184417963028,0.683864951133728,0.4808465540409088,0.8910918463730749,0.04800262108803419,0.06090553253889083,0.05111585974711552,26.863909870386124,0.04060368835926055,1.0,0.5947473049163818,0.05,1.0,1.0,0.0,0.0,40.0,0.625,24.0,0.375,0.625,2.0,0.2916666666666667
S4,MIDynamicEMATent,,,,,,,,,,4,64,0,0.0,13,0.203125,51,0.796875,0.796875,2,0.056066665798425674,0.283334344625473,0.22726766765117645,0.9264085252903225,0.05677147497014981,0.0168199997395277,0.05774270729175679,30.452176481485367,0.011213333159685132,1.0,0.2720910906791687,0.05,1.0,1.0,0.0,0.0,63.0,0.984375,1.0,0.015625,0.984375,2.0,0.4635416666666667
S4,MIDynamicEMATent,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,0.027077192440629005,0.08442673832178116,0.0573495477437973,0.9314452315997986,0.06043161066801262,0.008123157732188701,0.06092652645246033,32.18511679768562,0.0054154384881258,0.0,0.0830240324139595,0.05,1.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666667
S4,MIDynamicEMATent,,,,,,,,,,6,50,0,0.0,50,1.0,0,0.0,1.0,1,0.02502444013953209,0.08499568700790405,0.059971246868371964,0.9297486454047974,0.06274402255334297,0.007507332041859626,0.06321862576821502,33.43633880466223,0.005004888027906417,0.0,0.10153712332248688,0.05,1.0,1.0,0.0,0.0,49.0,0.98,1.0,0.02,0.98,2.0,0.6666666666666667
S5,EMATent,0.042312245815992355,0.042312245815992355,0.992756724357605,0.0,0.4873063262552023,0.5,0.012693673744797707,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S5,EMATent,0.009105642326176167,0.009105642326176167,0.998808741569519,0.0,0.49726830730214716,0.5,0.0027316926978528497,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S5,EMATent,0.29225242137908936,0.29225242137908936,0.9218935966491699,1.0,0.4123242735862732,0.5,0.0876757264137268,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S5,EMATent,0.6069488525390625,0.6069488525390625,0.819819986820221,1.0,0.31791534423828127,0.5,0.18208465576171876,0.0,0.0,3,64,47,0.734375,0,0.0,17,0.265625,0.734375,2,,,,,,,,,,,,,,,,,,,,,,,
S5,EMATent,0.6954334378242493,0.6954334378242493,0.8082517385482788,1.0,0.29136996865272524,0.5,0.20863003134727479,0.0,0.0,4,64,0,0.0,6,0.09375,58,0.90625,0.90625,2,,,,,,,,,,,,,,,,,,,,,,,
S5,EMATent,0.4315375089645386,0.4315375089645386,0.8400960564613342,1.0,0.3705387473106384,0.5,0.12946125268936157,0.0,0.0,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S5,EMATent,0.3803061246871948,0.3803061246871948,0.8889907598495483,1.0,0.38590816259384153,0.5,0.11409183740615844,0.0,0.0,6,59,0,0.0,59,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,
S5,MIDynamicEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.012349491007626057,0.042312245815992355,0.029962753877043724,0.9947583719030272,0.0015367807946850486,0.003704847302287817,0.0015424955049955225,0.7903674244880676,0.002469898201525211,0.0,0.027540896087884903,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S5,MIDynamicEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.0007352359825745225,0.006790847983211279,0.006055612117052078,0.9981455356499689,0.0016338935552587363,0.00022057079477235674,0.0016342540239676628,0.8374225273728371,0.00014704719651490448,0.0,0.004495725966989994,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S5,MIDynamicEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.017837973311543465,0.06182735413312912,0.043989378958940506,0.9908113762807048,0.003837231725832187,0.005351391993463039,0.003857876736511723,1.9790528193116188,0.003567594662308692,0.0,0.03056841343641281,0.05,1.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667
S5,MIDynamicEMATent,,,,,,,,,,3,64,47,0.734375,0,0.0,17,0.265625,0.734375,2,0.2604560852050781,0.6540594100952148,0.3936033248901367,0.8888908624057891,0.0329723120326875,0.07813682556152343,0.03576703457405328,18.64824227243662,0.05209121704101562,1.0,0.40863335132598877,0.05,1.0,1.0,47.0,0.734375,0.0,0.0,17.0,0.265625,0.734375,2.0,0.4010416666666667
S5,MIDynamicEMATent,,,,,,,,,,4,64,0,0.0,6,0.09375,58,0.90625,0.90625,2,0.17806202173233032,0.8897576928138733,0.711695671081543,0.8926341943939046,0.053947199086396364,0.0534186065196991,0.05699161155920085,30.04421166330576,0.03561240434646606,1.0,0.7764935493469238,0.05,1.0,1.0,30.0,0.46875,6.0,0.09375,28.0,0.4375,0.46875,3.0,0.5729166666666667
S5,MIDynamicEMATent,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,0.10324058681726456,0.7435991764068604,0.640358567237854,0.9020844593419162,0.06694336461290452,0.030972176045179364,0.06908301594446853,36.65160921961069,0.020648117363452907,1.0,0.6903486251831055,0.05,1.0,1.0,0.0,0.0,21.0,0.328125,43.0,0.671875,0.671875,2.0,0.6666666666666667
