DefaultEMA_beats_all_baselines,Source_MacroF1,mean_majority_ratio,single_class_batches,mean_abs_batch_label1_change,default_ema_mean_raw_gate,default_ema_mean_effective_batch_weight,EMATent_gain_vs_best_baseline,EmaTentCaseS00E50B50M070_gain_vs_best_baseline
0,0.4022823436440434,0.707429241536765,0.5454545454545454,0.29200056691368004,0.6992527181550829,0.20977581544652485,-0.13947937569145005,-0.08955437276238673
1,0.42120788849090496,0.6854965672348485,0.75,0.2856060606060606,0.752762733384346,0.22582882001530374,0.05669132792848915,0.05938450232929864
