BestEMA_beats_all_baselines,Source_MacroF1,mean_majority_ratio,single_class_batches,mean_abs_batch_label1_change,default_ema_mean_raw_gate,default_ema_mean_effective_batch_weight,EMATent_gain_vs_best_baseline,EmaTentCaseS00E50B50M070_gain_vs_best_baseline
0,0.46399736904569333,0.7112714130373121,0.4,0.31046292517200935,0.7858848165826251,0.2357654449747875,-0.10268877546298043,-0.08932252978832389
1,0.4070852852381023,0.7369684617918314,0.6,0.34546442687747037,0.8058405926823615,0.24175217780470842,-0.02861776584904524,0.02780467677739502
