DefaultEMA_beats_all_baselines,Source_MacroF1,mean_majority_ratio,single_class_batches,mean_abs_batch_label1_change,default_ema_mean_raw_gate,default_ema_mean_effective_batch_weight,EMATent_gain_vs_best_baseline,EmaTentCaseS00E50B50M070_gain_vs_best_baseline
0,0.44954312625280685,0.7193653309904282,0.4,0.32328600264485097,0.7781110641316822,0.23343331923950458,-0.11538128919780184,-0.08452504288050125
1,0.4793564992025342,0.696498872026251,0.6,0.28134903951326223,0.8447093549370767,0.2534128064811229,0.03484480282506186,0.0038172422382818038
