target_domain,train_subjects,adaption,source_accuracy,source_f1_non_stress,source_f1_stress,source_f1_per_class,source_mean_f1,adapt_accuracy,adapt_f1_non_stress,adapt_f1_stress,adapt_f1_per_class,adapt_mean_f1
S2,"['S10', 'S11', 'S13', 'S14', 'S15', 'S16', 'S17', 'S3', 'S4', 'S5', 'S6', 'S7', 'S8', 'S9']",tast_bn,0.5400943396226415,0.7057010785824345,0.0,"[0.7057010785824345, 0.0, 0.0]",0.2352336928608115,0.5,0.5812807881773399,0.4406779661016949,"[0.5812807881773399, 0.4406779661016949, 0.4077669902912621]",0.47657524819009894
