Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EMATent_Acc,EMATent_F1_0,EMATent_F1_1,EMATent_MacroF1,DynaMixEMATent_Acc,DynaMixEMATent_F1_0,DynaMixEMATent_F1_1,DynaMixEMATent_MacroF1,TEMA_Acc,TEMA_F1_0,TEMA_F1_1,TEMA_MacroF1,DUA_Acc,DUA_F1_0,DUA_F1_1,DUA_MacroF1,RoTTA_Acc,RoTTA_F1_0,RoTTA_F1_1,RoTTA_MacroF1,NOTE_Acc,NOTE_F1_0,NOTE_F1_1,NOTE_MacroF1,DELTA_Acc,DELTA_F1_0,DELTA_F1_1,DELTA_MacroF1
S1,0.5150375939849624,0.6799007444168734,0.0,0.3399503722084367,0.31954887218045114,0.2788844621513944,0.35587188612099646,0.3173781741361954,0.31954887218045114,0.2788844621513944,0.35587188612099646,0.3173781741361954,0.37969924812030076,0.5103857566765578,0.15384615384615385,0.33211595526135584,0.41729323308270677,0.5584045584045584,0.143646408839779,0.3510254836221687,0.40977443609022557,0.5501432664756447,0.14207650273224043,0.34610988460394254,0.5150375939849624,0.6799007444168734,0.0,0.3399503722084367,0.5150375939849624,0.6799007444168734,0.0,0.3399503722084367,0.2932330827067669,0.265625,0.3188405797101449,0.29223278985507245,0.2932330827067669,0.265625,0.3188405797101449,0.29223278985507245,0.3308270676691729,0.4144736842105263,0.21929824561403508,0.3168859649122807
S2,0.2648221343873518,0.41875,0.0,0.209375,0.6758893280632411,0.5816326530612245,0.7354838709677419,0.6585582620144832,0.6758893280632411,0.5816326530612245,0.7354838709677419,0.6585582620144832,0.6284584980237155,0.5648148148148148,0.6758620689655173,0.6203384418901661,0.2648221343873518,0.41875,0.0,0.209375,0.2648221343873518,0.41875,0.0,0.209375,0.2648221343873518,0.41875,0.0,0.209375,0.2648221343873518,0.41875,0.0,0.209375,0.6996047430830039,0.6,0.759493670886076,0.679746835443038,0.6956521739130435,0.5925925925925926,0.7570977917981072,0.6748451921953499,0.4268774703557312,0.4528301886792453,0.3983402489626556,0.42558521882095046
S3,0.4756554307116105,0.5953757225433526,0.2553191489361702,0.4253474357397614,0.6928838951310862,0.6371681415929203,0.7337662337662337,0.685467187679577,0.6891385767790262,0.6311111111111111,0.7313915857605178,0.6812513484358145,0.599250936329588,0.5560165975103735,0.6348122866894198,0.5954144420998966,0.5580524344569289,0.556390977443609,0.5597014925373134,0.5580462349904611,0.5730337078651685,0.5808823529411765,0.5648854961832062,0.5728839245621913,0.49063670411985016,0.5374149659863946,0.43333333333333335,0.485374149659864,0.4756554307116105,0.5333333333333333,0.4017094017094017,0.4675213675213675,0.6779026217228464,0.6160714285714286,0.7225806451612903,0.6693260368663594,0.6779026217228464,0.6160714285714286,0.7225806451612903,0.6693260368663594,0.5842696629213483,0.6336633663366337,0.5194805194805194,0.5765719429085765
S4,0.6554307116104869,0.0,0.7918552036199095,0.39592760180995473,0.5168539325842697,0.44635193133047213,0.5714285714285714,0.5088902513795217,0.5168539325842697,0.44635193133047213,0.5714285714285714,0.5088902513795217,0.41947565543071164,0.4709897610921502,0.35684647302904565,0.4139181170605979,0.6329588014981273,0.4235294117647059,0.7307692307692307,0.5771493212669683,0.6554307116104869,0.0,0.7918552036199095,0.39592760180995473,0.6554307116104869,0.0,0.7918552036199095,0.39592760180995473,0.6554307116104869,0.0,0.7918552036199095,0.39592760180995473,0.49063670411985016,0.39823008849557523,0.5584415584415584,0.47833582346856685,0.49063670411985016,0.39823008849557523,0.5584415584415584,0.47833582346856685,0.48314606741573035,0.46923076923076923,0.49635036496350365,0.4827905670971364
S5,0.41496598639455784,0.5865384615384616,0.0,0.2932692307692308,0.5850340136054422,0.5413533834586466,0.6211180124223602,0.5812356979405033,0.5850340136054422,0.5413533834586466,0.6211180124223602,0.5812356979405033,0.47619047619047616,0.5304878048780488,0.4076923076923077,0.46909005628517825,0.5884353741496599,0.6591549295774648,0.48068669527896996,0.5699208124282173,0.41496598639455784,0.5865384615384616,0.0,0.2932692307692308,0.41496598639455784,0.5865384615384616,0.0,0.2932692307692308,0.41496598639455784,0.5865384615384616,0.0,0.2932692307692308,0.5544217687074829,0.5201465201465202,0.5841269841269842,0.5521367521367522,0.5544217687074829,0.5201465201465202,0.5841269841269842,0.5521367521367522,0.7006802721088435,0.7046979865771812,0.696551724137931,0.700624855357556
S6,0.4094488188976378,0.3181818181818182,0.4791666666666667,0.39867424242424243,0.452755905511811,0.505338078291815,0.3876651982378855,0.44650163826485023,0.4566929133858268,0.5106382978723404,0.3893805309734513,0.4500094144228959,0.4645669291338583,0.5853658536585366,0.24444444444444444,0.4149051490514905,0.5236220472440944,0.5535055350553506,0.48945147679324896,0.5214785059242998,0.5078740157480315,0.5421245421245421,0.46808510638297873,0.5051048242537604,0.3779527559055118,0.13186813186813187,0.5153374233128835,0.32360277759050765,0.3700787401574803,0.13043478260869565,0.5061728395061729,0.31830381105743427,0.43700787401574803,0.49110320284697506,0.3700440528634361,0.4305736278552056,0.43700787401574803,0.49110320284697506,0.3700440528634361,0.4305736278552056,0.515748031496063,0.4383561643835616,0.5743944636678201,0.5063753140256908
S7,0.5565217391304348,0.7102272727272727,0.05555555555555555,0.38289141414141414,0.4782608695652174,0.5121951219512195,0.4392523364485981,0.4757237291999088,0.4782608695652174,0.5121951219512195,0.4392523364485981,0.4757237291999088,0.43478260869565216,0.48,0.38095238095238093,0.43047619047619046,0.4608695652173913,0.5664335664335665,0.28735632183908044,0.42689494413632345,0.5130434782608696,0.6666666666666666,0.0967741935483871,0.3817204301075269,0.5478260869565217,0.7011494252873564,0.07142857142857142,0.3862889983579639,0.5478260869565217,0.7011494252873564,0.07142857142857142,0.3862889983579639,0.43478260869565216,0.4672131147540984,0.39814814814814814,0.43268063145112323,0.43478260869565216,0.4672131147540984,0.39814814814814814,0.43268063145112323,0.45217391304347826,0.3368421052631579,0.5333333333333333,0.43508771929824563
S8,0.5036764705882353,0.5392491467576792,0.46215139442231074,0.500700270589995,0.6691176470588235,0.6153846153846154,0.7096774193548387,0.6625310173697271,0.6691176470588235,0.6153846153846154,0.7096774193548387,0.6625310173697271,0.7279411764705882,0.6782608695652174,0.7643312101910829,0.72129603987815,0.5404411764705882,0.5614035087719298,0.5173745173745173,0.5393890130732235,0.5514705882352942,0.5673758865248227,0.5343511450381679,0.5508635157814954,0.5330882352941176,0.5574912891986062,0.5058365758754864,0.5316639325370462,0.5257352941176471,0.5536332179930796,0.49411764705882355,0.5238754325259516,0.6213235294117647,0.5761316872427984,0.6578073089700996,0.6169694981064491,0.625,0.5785123966942148,0.6622516556291391,0.620382026161677,0.6029411764705882,0.5573770491803278,0.64,0.5986885245901639
S9,0.5426356589147286,0.46846846846846846,0.5986394557823129,0.5335539621253906,0.5697674418604651,0.5647058823529412,0.5747126436781609,0.569709263015551,0.5697674418604651,0.5647058823529412,0.5747126436781609,0.569709263015551,0.5116279069767442,0.5625,0.4473684210526316,0.5049342105263158,0.5465116279069767,0.6377708978328174,0.39378238341968913,0.5157766406262533,0.5542635658914729,0.6417445482866043,0.41025641025641024,0.5260004792715073,0.6317829457364341,0.6494464944649446,0.6122448979591837,0.6308456962120641,0.624031007751938,0.6367041198501873,0.6104417670682731,0.6235729434592302,0.5116279069767442,0.5227272727272727,0.5,0.5113636363636364,0.5116279069767442,0.5227272727272727,0.5,0.5113636363636364,0.5891472868217055,0.6344827586206897,0.5309734513274337,0.5827281049740617
S10,0.5387323943661971,0.700228832951945,0.0,0.3501144164759725,0.3767605633802817,0.4234527687296417,0.3218390804597701,0.3726459245947059,0.3767605633802817,0.4234527687296417,0.3218390804597701,0.3726459245947059,0.426056338028169,0.5459610027855153,0.22009569377990432,0.3830283482827098,0.4119718309859155,0.5474254742547425,0.16080402010050251,0.35411474717762254,0.41901408450704225,0.5528455284552846,0.1708542713567839,0.3618498999060342,0.5422535211267606,0.6948356807511737,0.08450704225352113,0.38967136150234744,0.5316901408450704,0.6899766899766899,0.04316546762589928,0.3665710788012946,0.397887323943662,0.45714285714285713,0.3241106719367589,0.39062676453980805,0.40492957746478875,0.4668769716088328,0.32669322709163345,0.3967850993502331,0.45422535211267606,0.5373134328358209,0.33476394849785407,0.4360386906668375
