Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S2,TEMA,,,,,,,,,,3,61,38,0.6229508196721312,23.0,0.3770491803278688,0.6229508196721312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,DUA,,,,,,,,,,0,64,10,0.15625,54.0,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S2,DUA,,,,,,,,,,1,64,19,0.296875,45.0,0.703125,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S2,DUA,,,,,,,,,,2,64,0,0.0,64.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S2,DUA,,,,,,,,,,3,61,38,0.6229508196721312,23.0,0.3770491803278688,0.6229508196721312,2,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S2,RoTTA,,,,,,,,,,0,64,10,0.15625,54.0,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,
S2,RoTTA,,,,,,,,,,1,64,19,0.296875,45.0,0.703125,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S2,RoTTA,,,,,,,,,,2,64,0,0.0,64.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S2,RoTTA,,,,,,,,,,3,61,38,0.6229508196721312,23.0,0.3770491803278688,0.6229508196721312,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S2,NOTE,,,,,,,,,,0,64,10,0.15625,54.0,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5277122855186462,,
S2,NOTE,,,,,,,,,,1,64,19,0.296875,45.0,0.703125,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5233721733093262,,
S2,NOTE,,,,,,,,,,2,64,0,0.0,64.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5400826930999756,,
S2,NOTE,,,,,,,,,,3,61,38,0.6229508196721312,23.0,0.3770491803278688,0.6229508196721312,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S2,DELTA,,,,,,,,,,0,64,10,0.15625,54.0,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28666630387306213,8.0
S2,DELTA,,,,,,,,,,1,64,19,0.296875,45.0,0.703125,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23683200776576996,25.0
S2,DELTA,,,,,,,,,,2,64,0,0.0,64.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05248216912150383,59.0
S2,DELTA,,,,,,,,,,3,61,38,0.6229508196721312,23.0,0.3770491803278688,0.6229508196721312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07758738845586777,48.0
S3,EMATent,0.9849063754081726,0.9849063754081726,0.7665505409240723,1.0,0.20452808737754824,0.5,0.29547191262245176,0.0,0.0,0,64,16,0.25,48.0,0.75,0.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.6317552924156189,0.6317552924156189,0.8561856746673584,1.0,0.31047341227531433,0.5,0.18952658772468567,0.0,0.0,1,64,27,0.421875,37.0,0.578125,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.9975740313529968,0.9975740313529968,0.6633040904998779,1.0,0.20072779059410095,0.5,0.29927220940589905,0.0,0.0,2,64,29,0.453125,35.0,0.546875,0.546875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.8150982856750488,0.8150982856750488,0.7715750932693481,1.0,0.25547051429748535,0.5,0.24452948570251465,0.0,0.0,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,EMATent,0.8619612455368042,0.8619612455368042,0.7172195315361023,1.0,0.24141162633895874,0.5,0.25858837366104126,0.0,0.0,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,DynaMixEMATent,,,,,,,,,,0,64,16,0.25,48.0,0.75,0.75,2,0.29276013374328613,0.9849063754081726,0.9849063754081726,0.6921462416648865,0.43055497297815293,0.2739731143993953,0.29547191262245176,0.3888746514268868,63.03400802612305,0.19999999999999996,1.0,0.5770795345306396,0.2,0.0,1.0,40.0,0.625,24.0,0.375,0.625,2.0,0.25,,,,,,,
S3,DynaMixEMATent,,,,,,,,,,1,64,27,0.421875,37.0,0.578125,0.578125,2,0.17935481667518616,0.6633651852607727,0.6633651852607727,0.48401039838790894,0.3513255326495348,0.44966491177223333,0.1990095555782318,0.5613861125357678,105.4893798828125,0.19999999999999996,1.0,0.5280594825744629,0.2,0.0,1.0,50.0,0.78125,14.0,0.21875,0.78125,2.0,0.078125,,,,,,,
S3,DynaMixEMATent,,,,,,,,,,2,64,29,0.453125,35.0,0.546875,0.546875,2,0.19057251513004303,0.9508680701255798,0.9508680701255798,0.760295569896698,0.1948730723732987,0.5198665065890274,0.28526042103767396,0.7273509427640491,166.3449363708496,0.19999999999999996,1.0,0.658481240272522,0.2,0.0,1.0,35.0,0.546875,29.0,0.453125,0.546875,2.0,0.046875,,,,,,,
S3,DynaMixEMATent,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,0.15476000308990479,0.7063682675361633,0.7063682675361633,0.5516082644462585,0.15093627652416633,0.6371532432149847,0.211910480260849,0.8084782594569655,211.55250549316406,0.19999999999999996,1.0,0.567280113697052,0.2,0.0,1.0,36.0,0.5625,28.0,0.4375,0.5625,2.0,0.09375,,,,,,,
