Subject,Source_Acc,Source_F1_0,Source_F1_1,Source_MacroF1,Norm_Acc,Norm_F1_0,Norm_F1_1,Norm_MacroF1,Tent_Acc,Tent_F1_0,Tent_F1_1,Tent_MacroF1,OFTTA_Acc,OFTTA_F1_0,OFTTA_F1_1,OFTTA_MacroF1,EMATent_Acc,EMATent_F1_0,EMATent_F1_1,EMATent_MacroF1,MIEMATentGateOnly_Acc,MIEMATentGateOnly_F1_0,MIEMATentGateOnly_F1_1,MIEMATentGateOnly_MacroF1,MIDynamicFixedEMARelaxed_Acc,MIDynamicFixedEMARelaxed_F1_0,MIDynamicFixedEMARelaxed_F1_1,MIDynamicFixedEMARelaxed_MacroF1
S14,0.6721311475409836,0.803921568627451,0.0,0.4019607843137255,0.6598360655737705,0.7446153846153846,0.49079754601226994,0.6177064653138272,0.6598360655737705,0.7446153846153846,0.49079754601226994,0.6177064653138272,0.5737704918032787,0.6867469879518072,0.3333333333333333,0.5100401606425703,0.639344262295082,0.7755102040816326,0.08333333333333333,0.429421768707483,0.6434426229508197,0.7819548872180451,0.02247191011235955,0.40221339866520234,0.6352459016393442,0.7746835443037975,0.043010752688172046,0.40884714849598475
S15,0.465625,0.38267148014440433,0.5289256198347108,0.45579854998955754,0.68125,0.7571428571428571,0.5363636363636364,0.6467532467532467,0.68125,0.7571428571428571,0.5363636363636364,0.6467532467532467,0.69375,0.7782805429864253,0.5050505050505051,0.6416655240184652,0.54375,0.6157894736842106,0.43846153846153846,0.5271255060728746,0.46875,0.47530864197530864,0.4620253164556962,0.46866697921550243,0.5125,0.5714285714285714,0.43478260869565216,0.5031055900621118
S16,0.45248868778280543,0.6134185303514377,0.06201550387596899,0.33771701711370333,0.6063348416289592,0.6813186813186813,0.48520710059171596,0.5832628909551987,0.6063348416289592,0.6813186813186813,0.48520710059171596,0.5832628909551987,0.6244343891402715,0.7313915857605178,0.37593984962406013,0.553665717692289,0.5565610859728507,0.6711409395973155,0.3194444444444444,0.49529269202087994,0.4841628959276018,0.6369426751592356,0.109375,0.3731588375796178,0.5248868778280543,0.662379421221865,0.1984732824427481,0.43042635183230654
S17,0.6363636363636364,0.74,0.3953488372093023,0.5676744186046512,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.541958041958042,0.5919003115264797,0.47808764940239046,0.534993980464435,0.48951048951048953,0.5828571428571429,0.34234234234234234,0.46259974259974257,0.6223776223776224,0.7258883248730964,0.39325842696629215,0.5595733759196942,0.6083916083916084,0.711340206185567,0.391304347826087,0.551322277005827,0.6363636363636364,0.7360406091370558,0.4157303370786517,0.5758854731078538
S18,0.7294117647058823,0.7294117647058823,0.7294117647058823,0.7294117647058823,0.5803921568627451,0.6192170818505338,0.5327510917030568,0.5759840867767954,0.5803921568627451,0.6192170818505338,0.5327510917030568,0.5759840867767954,0.5882352941176471,0.6464646464646465,0.5070422535211268,0.5767534499928866,0.6392156862745098,0.6827586206896552,0.5818181818181818,0.6322884012539185,0.615686274509804,0.6423357664233577,0.5847457627118644,0.613540764567611,0.6196078431372549,0.6498194945848376,0.5836909871244635,0.6167552408546506
S19,0.6965174129353234,0.758893280632411,0.5906040268456376,0.6747486537390244,0.5771144278606966,0.6255506607929515,0.5142857142857142,0.5699181875393329,0.5771144278606966,0.6255506607929515,0.5142857142857142,0.5699181875393329,0.6218905472636815,0.680672268907563,0.5365853658536586,0.6086288173806108,0.5920398009950248,0.6821705426356589,0.4305555555555556,0.5563630490956073,0.6716417910447762,0.7441860465116279,0.5416666666666666,0.6429263565891472,0.6567164179104478,0.7335907335907336,0.5174825174825175,0.6255366255366255
S20,0.5053003533568905,0.6111111111111112,0.32038834951456313,0.4657497303128372,0.5759717314487632,0.6226415094339622,0.5161290322580645,0.5693852708460134,0.5759717314487632,0.6226415094339622,0.5161290322580645,0.5693852708460134,0.5300353356890459,0.6356164383561644,0.3383084577114428,0.4869624480338036,0.6148409893992933,0.7268170426065163,0.3473053892215569,0.5370612159140365,0.5830388692579506,0.6861702127659575,0.37894736842105264,0.5325587905935051,0.5936395759717314,0.7012987012987013,0.36464088397790057,0.5329697926383009
S21,0.6284722222222222,0.3668639053254438,0.7371007371007371,0.5519823212130904,0.6180555555555556,0.5634920634920635,0.6604938271604939,0.6119929453262787,0.6180555555555556,0.5634920634920635,0.6604938271604939,0.6119929453262787,0.5381944444444444,0.5581395348837209,0.5163636363636364,0.5372515856236786,0.6527777777777778,0.47368421052631576,0.7409326424870466,0.6073084265066812,0.6631944444444444,0.4581005586592179,0.7556675062972292,0.6068840324782235,0.7013888888888888,0.47560975609756095,0.7912621359223301,0.6334359460099455
S22,0.396,0.0,0.5673352435530086,0.2836676217765043,0.632,0.6541353383458647,0.6068376068376068,0.6304864725917357,0.632,0.6541353383458647,0.6068376068376068,0.6304864725917357,0.66,0.750733137829912,0.46540880503144655,0.6080709714306793,0.516,0.5724381625441696,0.4423963133640553,0.5074172379541124,0.452,0.39111111111111113,0.5018181818181818,0.44646464646464645,0.42,0.41295546558704455,0.4268774703557312,0.4199164679713879
S23,0.551440329218107,0.660436137071651,0.3393939393939394,0.49991503823279526,0.654320987654321,0.7236842105263158,0.5384615384615384,0.6310728744939271,0.654320987654321,0.7236842105263158,0.5384615384615384,0.6310728744939271,0.5679012345679012,0.6974063400576369,0.2446043165467626,0.47100532830219977,0.5267489711934157,0.6723646723646723,0.14814814814814814,0.41025641025641024,0.5308641975308642,0.6503067484662577,0.2875,0.46890337423312883,0.5061728395061729,0.6341463414634146,0.24050632911392406,0.4373263352886694
S24,0.5025380710659898,0.5050505050505051,0.5,0.5025252525252526,0.3756345177664975,0.42790697674418604,0.3128491620111732,0.3703780693776796,0.3756345177664975,0.42790697674418604,0.3128491620111732,0.3703780693776796,0.3604060913705584,0.47058823529411764,0.19230769230769232,0.33144796380090497,0.30456852791878175,0.44081632653061226,0.08053691275167785,0.2606766196411451,0.45685279187817257,0.46766169154228854,0.44559585492227977,0.4566287732322841,0.39593908629441626,0.45161290322580644,0.327683615819209,0.3896482595225077
S25,0.49795918367346936,0.016,0.663013698630137,0.3395068493150685,0.5469387755102041,0.5934065934065934,0.48847926267281105,0.5409429280397022,0.5469387755102041,0.5934065934065934,0.48847926267281105,0.5409429280397022,0.5265306122448979,0.6258064516129033,0.35555555555555557,0.4906810035842294,0.5469387755102041,0.5316455696202531,0.5612648221343873,0.5464551958773203,0.5265306122448979,0.3763440860215054,0.618421052631579,0.4973825693265422,0.5387755102040817,0.4083769633507853,0.6220735785953178,0.5152252709730516
S26,0.768976897689769,0.8195876288659794,0.6788990825688074,0.7492433557173934,0.6633663366336634,0.6982248520710059,0.6194029850746269,0.6588139185728163,0.6633663366336634,0.6982248520710059,0.6194029850746269,0.6588139185728163,0.6864686468646864,0.7382920110192838,0.6090534979423868,0.6736727544808353,0.5808580858085809,0.5134099616858238,0.6318840579710145,0.5726470098284191,0.5544554455445545,0.4444444444444444,0.628099173553719,0.5362718089990817,0.5610561056105611,0.4388185654008439,0.6395663956639567,0.5391924805324003
S27,0.42679127725856697,0.576036866359447,0.11538461538461539,0.3457107408720312,0.6137071651090342,0.6395348837209303,0.5838926174496645,0.6117137505852974,0.6137071651090342,0.6395348837209303,0.5838926174496645,0.6117137505852974,0.6573208722741433,0.6875,0.6206896551724138,0.6540948275862069,0.4797507788161994,0.5474254742547425,0.3882783882783883,0.46785193126656544,0.46105919003115264,0.4985507246376812,0.4175084175084175,0.4580295710730493,0.4454828660436137,0.48554913294797686,0.39864864864864863,0.44209889079831277
S28,0.36018957345971564,0.0,0.5296167247386759,0.26480836236933797,0.6161137440758294,0.6772908366533864,0.5263157894736842,0.6018033130635353,0.6161137440758294,0.6772908366533864,0.5263157894736842,0.6018033130635353,0.6303317535545023,0.7045454545454546,0.5063291139240507,0.6054372842347526,0.44075829383886256,0.5083333333333333,0.3516483516483517,0.4299908424908425,0.4218009478672986,0.39,0.45045045045045046,0.4202252252252252,0.4218009478672986,0.4077669902912621,0.4351851851851852,0.42147608773822365
S29,0.6770833333333334,0.7372881355932204,0.581081081081081,0.6591846083371506,0.7552083333333334,0.803347280334728,0.6758620689655173,0.7396046746501226,0.7552083333333334,0.803347280334728,0.6758620689655173,0.7396046746501226,0.8020833333333334,0.8652482269503546,0.6274509803921569,0.7463496036712558,0.84375,0.8897058823529411,0.7321428571428571,0.8109243697478992,0.7760416666666666,0.8352490421455939,0.6504065040650406,0.7428277731053172,0.8177083333333334,0.8708487084870848,0.6902654867256637,0.7805570976063743
S30,0.3119533527696793,0.2625,0.3551912568306011,0.30884562841530055,0.5685131195335277,0.6525821596244131,0.4307692307692308,0.541675695196822,0.5685131195335277,0.6525821596244131,0.4307692307692308,0.541675695196822,0.6268221574344023,0.7288135593220338,0.40186915887850466,0.5653413591002693,0.6239067055393586,0.708803611738149,0.4691358024691358,0.5889697071036424,0.6005830903790087,0.6730310262529833,0.4868913857677903,0.5799612060103868,0.6239067055393586,0.6978922716627635,0.5019305019305019,0.5999113867966327
Average,0.5347753690932094,0.4818874206568642,0.42603635164544085,0.45396188615115257,0.5868106639846116,0.6345100095308926,0.5090905856849403,0.5718002976079164,0.5868150190059512,0.6345428748407831,0.509161586247855,0.5718522305443191,0.5868054991106451,0.6640118414494528,0.4422737615882212,0.553142801518837,0.560771905405148,0.5946731992543974,0.4573437391979113,0.5260084692261543,0.5449885774598308,0.5415395992827248,0.46234552837251874,0.5019425638276217,0.5491794987072962,0.5446358216734007,0.4621253406254565,0.5033805811494286
Std,0.1315139859520813,0.29569729927853394,0.23839711286278972,0.15216981026915724,0.10726856910588707,0.10929903061732844,0.13381292127718877,0.10977066337443181,0.10760367934725194,0.10946583228961375,0.13397506348258692,0.11005886960575191,0.10420835312213844,0.10016085207265192,0.14078207701220893,0.10717621069639374,0.11060494096582033,0.1464807693136437,0.17676473541671425,0.11470653627219356,0.10342445063769232,0.18629915513537243,0.17231837719841575,0.10456860544594337,0.10983667210633148,0.19484452509936614,0.17711570712390168,0.11058023597071386
