Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_class_2_count,true_class_2_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_class_2_count,pred_class_2_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S15,NOTE,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.7270759344100952,,
S15,NOTE,,,,,,,,,,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6505867838859558,,
S15,NOTE,,,,,,,,,,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5653569102287292,,
S15,NOTE,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.777076244354248,,
S15,NOTE,,,,,,,,,,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S15,DELTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23421208560466766,36.0
S15,DELTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16487890481948853,59.0
S15,DELTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1561519056558609,62.0
S15,DELTA,,,,,,,,,,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28600025177001953,51.0
S15,DELTA,,,,,,,,,,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4004109799861908,39.0
S15,DELTA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013010025955736637,64.0
S15,DELTA,,,,,,,,,,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04986749216914177,63.0
S16,EMATent,0.05676661804318428,0.05676661804318428,0.9898734092712402,0.0,0.4829700145870447,0.5,0.017029985412955282,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.055541083216667175,0.055541083216667175,0.9903598427772522,0.0,0.48333767503499986,0.5,0.016662324965000152,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.04897424951195717,0.04897424951195717,0.9916893243789673,0.0,0.48530772514641285,0.5,0.01469227485358715,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.7580475807189941,0.7580475807189941,0.9265336990356445,1.0,0.27258572578430174,0.5,0.22741427421569824,0.0,0.0,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.0021251796279102564,0.0021251796279102564,0.9997601509094238,0.0,0.49936244611162695,0.5,0.0006375538883730769,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.3358531892299652,0.3358531892299652,0.9305849075317383,1.0,0.3992440432310105,0.5,0.10075595676898956,0.0,0.0,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,EMATent,0.5345962643623352,0.5345962643623352,0.7819778919219971,1.0,0.33962112069129946,0.5,0.16037887930870057,0.0,0.0,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.012754741124808788,0.05676661804318428,0.05676661804318428,0.04401187598705292,0.9554622995796708,0.027507715007373913,0.017029985412955282,0.02798428700689326,3.633063554763794,0.19999999999999996,0.0,0.044814664870500565,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.004817623645067215,0.031749460846185684,0.031749460846185684,0.02693183720111847,0.9475945774829679,0.04288058426317627,0.009524838253855705,0.04329294253838789,5.665029048919678,0.19999999999999996,0.0,0.03288011997938156,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.003008585888892412,0.019533762708306313,0.019533762708306313,0.016525177285075188,0.9418565602062653,0.052283310981242836,0.005860128812491893,0.05259150396894352,6.915189862251282,0.19999999999999996,0.0,0.01885421946644783,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.5505971312522888,0.5903425216674805,0.5903425216674805,0.03974536433815956,0.5803521968725514,0.24254504662720458,0.17710275650024412,0.29474524133252433,44.69711124897003,0.19999999999999996,1.0,0.17860478162765503,0.2,0.0,1.0,42.0,0.65625,22.0,0.34375,0.0,0.0,0.65625,2.0,0.3541666666666667,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,0.0021396884694695473,0.010109301656484604,0.010109301656484604,0.007969613187015057,0.6995708305421491,0.29739637896090554,0.003032790496945381,0.2983010635917954,45.344106554985046,0.19999999999999996,0.0,0.004327266942709684,0.2,0.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,0.01621231809258461,0.05383140221238136,0.05383140221238136,0.03761908411979675,0.6720330371140516,0.31181754222223396,0.016149420663714407,0.31693587295805514,48.789316296577454,0.19999999999999996,0.0,0.12608245015144348,0.2,0.0,1.0,0.0,0.0,63.0,0.984375,1.0,0.015625,0.984375,2.0,0.4479166666666667,,,,,,,
S16,DynaMixEMATent,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,0.007545299828052521,0.0857260450720787,0.0857260450720787,0.07818074524402618,0.639284999571606,0.33499718690677044,0.02571781352162361,0.3438399999056182,53.932879000902176,0.19999999999999996,0.0,0.6711186170578003,0.2,0.0,1.0,0.0,0.0,41.0,0.6833333333333333,19.0,0.31666666666666665,0.6833333333333333,2.0,0.6666666666666667,,,,,,,
S16,TEMA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,TEMA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,TEMA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,TEMA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,TEMA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,TEMA,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,TEMA,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16,DUA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S16,DUA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S16,DUA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S16,DUA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S16,DUA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
S16,DUA,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,,,0.07398697810559998,,,,,,
S16,DUA,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.06984775941926398,,,,,,
S16,RoTTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,
S16,RoTTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S16,RoTTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S16,RoTTA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S16,RoTTA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S16,RoTTA,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S16,RoTTA,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S16,NOTE,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4313594102859497,,
S16,NOTE,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.49235764145851135,,
S16,NOTE,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4652683734893799,,
S16,NOTE,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.20601925253868103,,
S16,NOTE,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.2841264307498932,,
S16,NOTE,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.36850640177726746,,
S16,NOTE,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S16,DELTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26519694924354553,42.0
S16,DELTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12340381741523743,56.0
S16,DELTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2316983938217163,51.0
S16,DELTA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08167143166065216,64.0
S16,DELTA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023563476279377937,64.0
S16,DELTA,,,,,,,,,,5,64,0,0.0,50,0.78125,14,0.21875,0.78125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048388365656137466,63.0
S16,DELTA,,,,,,,,,,6,60,0,0.0,0,0.0,60,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4896218180656433,28.0
S17,EMATent,0.046517837792634964,0.046517837792634964,0.9921866655349731,0.0,0.48604464866220953,0.5,0.01395535133779049,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.12535303831100464,0.12535303831100464,0.9741958975791931,0.0,0.4623940885066986,0.5,0.03760591149330139,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.9285538792610168,0.9285538792610168,0.5632777214050293,1.0,0.22143383622169496,0.5,0.27856616377830506,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.9851353764533997,0.9851353764533997,0.5559275150299072,1.0,0.20445938706398012,0.5,0.2955406129360199,0.0,0.0,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6587468981742859,0.6587468981742859,0.6306488513946533,1.0,0.3023759305477142,0.5,0.19762406945228575,0.0,0.0,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6556109189987183,0.6556109189987183,0.6337184906005859,1.0,0.30331672430038453,0.5,0.19668327569961547,0.0,0.0,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6399298906326294,0.6399298906326294,0.6550345420837402,1.0,0.3080210328102112,0.5,0.19197896718978882,0.0,0.0,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,EMATent,0.6265543103218079,0.6265543103218079,0.6913942694664001,1.0,0.31203370690345766,0.5,0.18796629309654236,0.0,0.0,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.006996407639235258,0.046517837792634964,0.046517837792634964,0.03952142968773842,0.9633749741832917,0.02266967447891788,0.01395535133779049,0.022990515195913663,2.9771416187286377,0.19999999999999996,0.0,0.04157595336437225,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.007326742634177208,0.07220060378313065,0.07220060378313065,0.06487386673688889,0.921956324411226,0.056383494453834865,0.021660181134939192,0.05763180989530148,7.597980260848999,0.19999999999999996,0.0,0.08579094707965851,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.02501712180674076,0.3252828121185303,0.3252828121185303,0.30026569962501526,0.722757710681993,0.17965744568244787,0.09758484363555908,0.19908513771669534,28.416080236434937,0.19999999999999996,1.0,0.7363480925559998,0.2,0.0,1.0,63.0,0.984375,1.0,0.015625,0.0,0.0,0.984375,2.0,0.6666666666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,0.33496925234794617,0.8883845210075378,0.8883845210075378,0.5534152984619141,0.37676203240123757,0.3567226112965011,0.26651535630226136,0.4863395769243981,85.27268958091736,0.19999999999999996,1.0,0.8425119519233704,0.2,0.0,1.0,19.0,0.296875,12.0,0.1875,33.0,0.515625,0.515625,3.0,0.3697916666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,0.019714560359716415,0.7694035768508911,0.7694035768508911,0.7496890425682068,0.26892403487756666,0.500254892067166,0.23082107305526733,0.6503751917050511,134.5145184993744,0.19999999999999996,1.0,0.7266955971717834,0.2,0.0,1.0,0.0,0.0,15.0,0.234375,49.0,0.765625,0.765625,2.0,0.5260416666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,0.03203130513429642,0.6879633665084839,0.6879633665084839,0.6559320688247681,0.19670734094070505,0.5969036491067498,0.20638900995254517,0.7521363194215056,178.54417395591736,0.19999999999999996,1.0,0.6703643798828125,0.2,0.0,1.0,0.0,0.0,39.0,0.609375,25.0,0.390625,0.609375,2.0,0.6666666666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,0.03175840526819229,0.6911947727203369,0.6911947727203369,0.6594363451004028,0.13905887148662746,0.6535826966972715,0.20735843181610106,0.8245627316704582,222.78063941001892,0.19999999999999996,1.0,0.6907504200935364,0.2,0.0,1.0,0.0,0.0,58.0,0.90625,6.0,0.09375,0.90625,2.0,0.6666666666666667,,,,,,,
S17,DynaMixEMATent,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,0.040847279131412506,0.6897986531257629,0.6897986531257629,0.6489514112472534,0.13326148212164085,0.6597989219406302,0.20693959593772887,0.83196553321911,228.29902863502502,0.19999999999999996,1.0,0.7487033605575562,0.2,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S17,TEMA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,TEMA,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,DUA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S17,DUA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S17,DUA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S17,DUA,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S17,DUA,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
S17,DUA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.07398697810559998,,,,,,
S17,DUA,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.06984775941926398,,,,,,
S17,DUA,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.06595689385410813,,,,,,
S17,RoTTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,
S17,RoTTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,
S17,RoTTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,
S17,RoTTA,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,
S17,RoTTA,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,
S17,RoTTA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S17,RoTTA,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S17,RoTTA,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S17,NOTE,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4854855239391327,,
S17,NOTE,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5965963006019592,,
S17,NOTE,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6684693098068237,,
S17,NOTE,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5490438938140869,,
S17,NOTE,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6532841920852661,,
S17,NOTE,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6015611290931702,,
S17,NOTE,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.8691726922988892,,
S17,NOTE,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S17,DELTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31964582204818726,38.0
S17,DELTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4602300822734833,19.0
S17,DELTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24224154651165009,50.0
S17,DELTA,,,,,,,,,,3,64,45,0.703125,0,0.0,19,0.296875,0.703125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19446660578250885,54.0
S17,DELTA,,,,,,,,,,4,64,0,0.0,9,0.140625,55,0.859375,0.859375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17758139967918396,59.0
S17,DELTA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02670755237340927,64.0
S17,DELTA,,,,,,,,,,6,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04557100310921669,64.0
S17,DELTA,,,,,,,,,,7,8,0,0.0,8,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012817601673305035,8.0
S2,EMATent,0.0278098713606596,0.0278098713606596,0.9956983327865601,0.0,0.4916570385918021,0.5,0.00834296140819788,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.04420046508312225,0.04420046508312225,0.9925421476364136,0.0,0.48673986047506335,0.5,0.013260139524936676,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.09522645175457001,0.09522645175457001,0.9811999797821045,0.0,0.471432064473629,0.5,0.028567935526371,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6084392070770264,0.6084392070770264,0.8767279982566833,1.0,0.3174682378768921,0.5,0.1825317621231079,0.0,0.0,3,64,37,0.578125,27,0.421875,0,0.0,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6809625625610352,0.6809625625610352,0.7643676996231079,1.0,0.29571123123168946,0.5,0.20428876876831054,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6583476662635803,0.6583476662635803,0.8573713302612305,1.0,0.3024957001209259,0.5,0.19750429987907409,0.0,0.0,5,64,0,0.0,32,0.5,32,0.5,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,EMATent,0.6798980236053467,0.6798980236053467,0.744144856929779,1.0,0.296030592918396,0.5,0.203969407081604,0.0,0.0,6,40,0,0.0,0,0.0,40,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2,DynaMixEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.004345165565609932,0.0278098713606596,0.0278098713606596,0.023464705795049667,0.977963535525627,0.013693503066175162,0.00834296140819788,0.013808708589030494,1.7798317670822144,0.19999999999999996,0.0,0.02642608992755413,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
