Subject,Accuracy,F1_Non_Stress_0,F1_Stress_1,F1_Class_0,F1_Class_1,F1_Class_2,Mean_F1,Confusion_Matrix,Fixed_Epochs,Checkpoint,Report,History
01-9TZK,0.5811138014527845,0.5967365967365967,0.5642317380352645,0.5967365967365967,0.5642317380352645,,0.5804841673859307,"[[128, 108], [65, 112]]",20,./ckpt_emowear_valence/emowear/cnn1d/01-9TZK/emowear_01-9TZK_checkpoint.pt,"{'0': {'precision': 0.6632124352331606, 'recall': 0.5423728813559322, 'f1-score': 0.5967365967365967, 'support': 236.0}, '1': {'precision': 0.509090909090909, 'recall': 0.632768361581921, 'f1-score': 0.5642317380352645, 'support': 177.0}, 'accuracy': 0.5811138014527845, 'macro avg': {'precision': 0.5861516721620348, 'recall': 0.5875706214689266, 'f1-score': 0.5804841673859307, 'support': 413.0}, 'weighted avg': {'precision': 0.5971603526007672, 'recall': 0.5811138014527845, 'f1-score': 0.5828059430074544, 'support': 413.0}}","{'loss': [0.6735269832510112, 0.6601137910651554, 0.6507985559388277, 0.6344630097699203, 0.6222481208607404, 0.6088685660087096, 0.5961209876692567, 0.5829630776963706, 0.5663145208150512, 0.5547923842771398, 0.539594637148591, 0.5235541643132098, 0.5064007425320849, 0.49541654746452923, 0.48020166728217617, 0.4683707432086787, 0.4550885802479002, 0.4418067397422548, 0.43073155751235903, 0.42364223681157576], 'accuracy': [0.5583906829010058, 0.5811540497617788, 0.6004235044997354, 0.6220222339862361, 0.6328745367919534, 0.6534674430915829, 0.6583377448385389, 0.6750661725780837, 0.6909475913181577, 0.6999470619375331, 0.7104817363684489, 0.7273689782953944, 0.7385918475383801, 0.7481206987824246, 0.7592376919004764, 0.7686077289571202, 0.7726310217046056, 0.7845420857596612, 0.7913710958178931, 0.7960296453149814]}"
02-9TZO,0.48184019370460046,0.4855769230769231,0.47804878048780486,0.4855769230769231,0.47804878048780486,,0.481812851782364,"[[101, 81], [133, 98]]",20,./ckpt_emowear_valence/emowear/cnn1d/02-9TZO/emowear_02-9TZO_checkpoint.pt,"{'0': {'precision': 0.43162393162393164, 'recall': 0.554945054945055, 'f1-score': 0.4855769230769231, 'support': 182.0}, '1': {'precision': 0.547486033519553, 'recall': 0.42424242424242425, 'f1-score': 0.47804878048780486, 'support': 231.0}, 'accuracy': 0.48184019370460046, 'macro avg': {'precision': 0.48955498257174235, 'recall': 0.48959373959373964, 'f1-score': 0.481812851782364, 'support': 413.0}, 'weighted avg': {'precision': 0.4964281581079233, 'recall': 0.48184019370460046, 'f1-score': 0.4813662670525011, 'support': 413.0}}","{'loss': [0.6797359762020121, 0.6671443591867571, 0.6568143950750615, 0.6454940062846501, 0.6347382971444037, 0.6221855022813858, 0.6136451713807877, 0.599562384824768, 0.5875789739582007, 0.5695421264561602, 0.5596901277627435, 0.5471958296680147, 0.5342069094839899, 0.523977748245837, 0.5056406084162145, 0.49205893720502636, 0.4816038551754646, 0.46951077989701434, 0.4603764206660116, 0.4503954915094148], 'accuracy': [0.5533086289041821, 0.5832186341979884, 0.5916887241926946, 0.6068290100582319, 0.622075172048703, 0.6341450502911593, 0.6438856537850715, 0.6596082583377448, 0.6705134992059291, 0.6897829539438857, 0.6958708311275807, 0.7091582848067761, 0.7174695606140815, 0.7240338803599788, 0.7369507676019058, 0.7510322922181049, 0.7586024351508734, 0.7636315510852303, 0.7724192694547379, 0.7767601905770248]}"
03-9U4C,0.4939467312348668,0.5811623246492986,0.36085626911314983,0.5811623246492986,0.36085626911314983,,0.4710092968812242,"[[145, 138], [71, 59]]",20,./ckpt_emowear_valence/emowear/cnn1d/03-9U4C/emowear_03-9U4C_checkpoint.pt,"{'0': {'precision': 0.6712962962962963, 'recall': 0.5123674911660777, 'f1-score': 0.5811623246492986, 'support': 283.0}, '1': {'precision': 0.29949238578680204, 'recall': 0.45384615384615384, 'f1-score': 0.36085626911314983, 'support': 130.0}, 'accuracy': 0.4939467312348668, 'macro avg': {'precision': 0.48539434104154916, 'recall': 0.4831068225061158, 'f1-score': 0.4710092968812242, 'support': 413.0}, 'weighted avg': {'precision': 0.5542635883877387, 'recall': 0.4939467312348668, 'f1-score': 0.5118165928824722, 'support': 413.0}}","{'loss': [0.6694325668209756, 0.6573712516929057, 0.6474850965152031, 0.6348858814696398, 0.6220311249608776, 0.6070735987372472, 0.5974412707250039, 0.5839929316080456, 0.5682361670560215, 0.5498703662840508, 0.5373739908207277, 0.5179935697590378, 0.5078310494513787, 0.5014053656286257, 0.4779220216485039, 0.4710205875230631, 0.4575427605116285, 0.4467713331832275, 0.43198867776584476, 0.4226407121324615], 'accuracy': [0.559502382212811, 0.5842773954473266, 0.5976707252514558, 0.6117522498676549, 0.6296453149814717, 0.6483324510322922, 0.6607728957120169, 0.6700370566437268, 0.6877183695076761, 0.7027527792482795, 0.7121757543673901, 0.7278454208575966, 0.7346214928533615, 0.7384330333509793, 0.7541026998411858, 0.7608787718369507, 0.7697194282689254, 0.7769190047644257, 0.7881948120698783, 0.7930651138168343]}"
04-9U66,0.5326876513317191,0.5162907268170426,0.5480093676814989,0.5162907268170426,0.5480093676814989,,0.5321500472492707,"[[103, 68], [125, 117]]",20,./ckpt_emowear_valence/emowear/cnn1d/04-9U66/emowear_04-9U66_checkpoint.pt,"{'0': {'precision': 0.4517543859649123, 'recall': 0.6023391812865497, 'f1-score': 0.5162907268170426, 'support': 171.0}, '1': {'precision': 0.6324324324324324, 'recall': 0.4834710743801653, 'f1-score': 0.5480093676814989, 'support': 242.0}, 'accuracy': 0.5326876513317191, 'macro avg': {'precision': 0.5420934091986723, 'recall': 0.5429051278333575, 'f1-score': 0.5321500472492707, 'support': 413.0}, 'weighted avg': {'precision': 0.5576238466068975, 'recall': 0.5326876513317191, 'f1-score': 0.5348764679531162, 'support': 413.0}}","{'loss': [0.6785162008395581, 0.6665465237729571, 0.6559710176550188, 0.6450801714252958, 0.6322136544089522, 0.6234590069650657, 0.6093101079846388, 0.596397723578599, 0.5837841264339526, 0.5668244167444503, 0.5613044088198559, 0.543572921532686, 0.5285028438141511, 0.518174058814223, 0.5005890845810692, 0.494335422666064, 0.48420267965883224, 0.4699074918785822, 0.4575488733166169, 0.44887215114573814], 'accuracy': [0.5574377977766014, 0.5842773954473266, 0.5986236103758602, 0.6111699311805188, 0.6254102699841185, 0.6437797776601376, 0.6520910534674431, 0.669348861831657, 0.6845420857596612, 0.6917416622551614, 0.7035468501852832, 0.7121757543673901, 0.7255161461090525, 0.7328745367919535, 0.744203282159873, 0.7486500794070937, 0.7577554261514029, 0.7683959767072525, 0.7761778718898888, 0.7785600847009]}"
05-9U8B,0.43825665859564167,0.48672566371681414,0.37967914438502676,0.48672566371681414,0.37967914438502676,,0.4332024040509205,"[[110, 115], [117, 71]]",20,./ckpt_emowear_valence/emowear/cnn1d/05-9U8B/emowear_05-9U8B_checkpoint.pt,"{'0': {'precision': 0.4845814977973568, 'recall': 0.4888888888888889, 'f1-score': 0.48672566371681414, 'support': 225.0}, '1': {'precision': 0.3817204301075269, 'recall': 0.3776595744680851, 'f1-score': 0.37967914438502676, 'support': 188.0}, 'accuracy': 0.43825665859564167, 'macro avg': {'precision': 0.43315096395244185, 'recall': 0.433274231678487, 'f1-score': 0.4332024040509205, 'support': 413.0}, 'weighted avg': {'precision': 0.4377585420450856, 'recall': 0.43825665859564167, 'f1-score': 0.4379974660548867, 'support': 413.0}}","{'loss': [0.675077966327324, 0.6644698881042768, 0.653759892476558, 0.642505219671826, 0.6317151363783251, 0.6173830561880209, 0.6009570869899667, 0.5890732291705272, 0.5741501675010547, 0.5592736795189647, 0.5486387473493104, 0.537254052808387, 0.5221686135214305, 0.5067130882251571, 0.4994822361533638, 0.4853002908906336, 0.47516169851895296, 0.46658228993605155, 0.4566305215046985, 0.4481242739819799], 'accuracy': [0.5598200105876125, 0.5794070937003706, 0.594441503440974, 0.6068819481206987, 0.6233456855479089, 0.6443091582848067, 0.6571201694017998, 0.6726839597670725, 0.6826363155108524, 0.6988353626257279, 0.7051879301217575, 0.716569613552144, 0.7274748544203282, 0.7388035997882477, 0.7436209634727369, 0.7542085759661197, 0.7636844891476972, 0.7681842244573849, 0.7747485442032822, 0.7795659078877714]}"
06-9UA7,0.44794188861985473,0.4153846153846154,0.47706422018348627,0.4153846153846154,0.47706422018348627,,0.44622441778405086,"[[81, 177], [51, 104]]",20,./ckpt_emowear_valence/emowear/cnn1d/06-9UA7/emowear_06-9UA7_checkpoint.pt,"{'0': {'precision': 0.6136363636363636, 'recall': 0.313953488372093, 'f1-score': 0.4153846153846154, 'support': 258.0}, '1': {'precision': 0.3701067615658363, 'recall': 0.6709677419354839, 'f1-score': 0.47706422018348627, 'support': 155.0}, 'accuracy': 0.44794188861985473, 'macro avg': {'precision': 0.4918715626011, 'recall': 0.4924606151537885, 'f1-score': 0.44622441778405086, 'support': 413.0}, 'weighted avg': {'precision': 0.5222390553532359, 'recall': 0.44794188861985473, 'f1-score': 0.43853313534545074, 'support': 413.0}}","{'loss': [0.6741427431098994, 0.6638277209770622, 0.6547900671173871, 0.6420811322519172, 0.6291516587366939, 0.6135343147434843, 0.5997533106879622, 0.5851003432349593, 0.5693630911232366, 0.552015862324807, 0.5399393176262565, 0.5189142742221352, 0.508755741370551, 0.4910463593446622, 0.4812974343166079, 0.47022218511747016, 0.459193136601804, 0.4403622824657273, 0.43145460860321544, 0.4282190342155192], 'accuracy': [0.5501323451561673, 0.5757543673901535, 0.5887771307570143, 0.6071466384330334, 0.6281101111699312, 0.6419269454737957, 0.6560084700899947, 0.6727898358920064, 0.6823716251985177, 0.6999470619375331, 0.7072525145579672, 0.7266807834833245, 0.7350979354155638, 0.7487030174695606, 0.7574377977766014, 0.7631021704605612, 0.7652726310217046, 0.7822657490735839, 0.79142403388036, 0.7884595023822129]}"
07-9UAD,0.6174334140435835,0.5659340659340659,0.658008658008658,0.5659340659340659,0.658008658008658,,0.611971361971362,"[[103, 69], [89, 152]]",20,./ckpt_emowear_valence/emowear/cnn1d/07-9UAD/emowear_07-9UAD_checkpoint.pt,"{'0': {'precision': 0.5364583333333334, 'recall': 0.5988372093023255, 'f1-score': 0.5659340659340659, 'support': 172.0}, '1': {'precision': 0.6877828054298643, 'recall': 0.6307053941908713, 'f1-score': 0.658008658008658, 'support': 241.0}, 'accuracy': 0.6174334140435835, 'macro avg': {'precision': 0.6121205693815988, 'recall': 0.6147713017465984, 'f1-score': 0.611971361971362, 'support': 413.0}, 'weighted avg': {'precision': 0.6247614756463211, 'recall': 0.6174334140435835, 'f1-score': 0.6196628230526536, 'support': 413.0}}","{'loss': [0.6792295906706548, 0.6671797138159082, 0.6586419112534672, 0.6448075736685995, 0.6340715885099246, 0.6190605718916594, 0.6015975565428201, 0.5894198786903148, 0.5732504864291832, 0.56132581044657, 0.5434015563520065, 0.5290636044447229, 0.5153461551148781, 0.502101135162401, 0.484037442835883, 0.4762846277686513, 0.46673393281696335, 0.44737390001467636, 0.441467585896234, 0.43288025476113395], 'accuracy': [0.5512969825304394, 0.5762837480148226, 0.5932768660667019, 0.6124404446797247, 0.6297511911064055, 0.6430386447856008, 0.6638962413975649, 0.674854420328216, 0.6898358920063525, 0.6988353626257279, 0.7143991529910005, 0.7254102699841186, 0.7340391741662255, 0.7471148755955532, 0.7584965590259396, 0.7604552673372155, 0.7706193753308629, 0.7795129698253044, 0.787718369507676, 0.7898358920063525]}"
08-9UB2,0.5786924939467313,0.6640926640926641,0.43506493506493504,0.6640926640926641,0.43506493506493504,,0.5495787995787995,"[[172, 88], [86, 67]]",20,./ckpt_emowear_valence/emowear/cnn1d/08-9UB2/emowear_08-9UB2_checkpoint.pt,"{'0': {'precision': 0.6666666666666666, 'recall': 0.6615384615384615, 'f1-score': 0.6640926640926641, 'support': 260.0}, '1': {'precision': 0.432258064516129, 'recall': 0.43790849673202614, 'f1-score': 0.43506493506493504, 'support': 153.0}, 'accuracy': 0.5786924939467313, 'macro avg': {'precision': 0.5494623655913978, 'recall': 0.5497234791352439, 'f1-score': 0.5495787995787995, 'support': 413.0}, 'weighted avg': {'precision': 0.5798276445624723, 'recall': 0.5786924939467313, 'f1-score': 0.5792470405061204, 'support': 413.0}}","{'loss': [0.6716923327153167, 0.6585701845700681, 0.6485730419277577, 0.6370838309546006, 0.6281933101476848, 0.6130216093338502, 0.5983592636122029, 0.5851240574871819, 0.5707358171158584, 0.5553187786807074, 0.5407528966113081, 0.527330311430769, 0.5127495619309144, 0.5010865819176522, 0.4887766444632589, 0.4751702923160056, 0.46202755484901575, 0.44542899003667513, 0.4348750471059073, 0.41781244312189697], 'accuracy': [0.5592906299629433, 0.5832715722604552, 0.6026998411858125, 0.611011116993118, 0.6240868184224457, 0.6437797776601376, 0.6575436739015352, 0.6688194812069879, 0.6807305452620435, 0.6951296982530439, 0.709211222869243, 0.720804658549497, 0.7313393329804129, 0.7408681842244574, 0.7488618316569614, 0.7594494441503441, 0.7670725251455797, 0.7806246691371096, 0.7840127051349921, 0.7950238221281101]}"
09-9UDP,0.6019417475728155,0.5816326530612245,0.6203703703703703,0.5816326530612245,0.6203703703703703,,0.6010015117157974,"[[57, 20], [62, 67]]",20,./ckpt_emowear_valence/emowear/cnn1d/09-9UDP/emowear_09-9UDP_checkpoint.pt,"{'0': {'precision': 0.4789915966386555, 'recall': 0.7402597402597403, 'f1-score': 0.5816326530612245, 'support': 77.0}, '1': {'precision': 0.7701149425287356, 'recall': 0.5193798449612403, 'f1-score': 0.6203703703703703, 'support': 129.0}, 'accuracy': 0.6019417475728155, 'macro avg': {'precision': 0.6245532695836955, 'recall': 0.6298197926104903, 'f1-score': 0.6010015117157974, 'support': 206.0}, 'weighted avg': {'precision': 0.6612969928513756, 'recall': 0.6019417475728155, 'f1-score': 0.6058907381722916, 'support': 206.0}}","{'loss': [0.681925384244376, 0.6686685215948065, 0.6573029879550631, 0.6456867238579729, 0.6343236313900186, 0.6236739703833248, 0.6084001803295759, 0.5975506233814444, 0.583858777841623, 0.5715041096537452, 0.5595231294669412, 0.5406066757562604, 0.5251543358051821, 0.5136510540663513, 0.501380964835077, 0.4826351927622904, 0.4727406290936184, 0.46724172834233413, 0.45115394737606007, 0.4412776865109964], 'accuracy': [0.5487249306173745, 0.5774205372571608, 0.5985756925171493, 0.6094150913756088, 0.6266952924543122, 0.638058333769702, 0.650835209718804, 0.6678535895690423, 0.6802639157982929, 0.6878567314237839, 0.6999528721788763, 0.7135152118133739, 0.7288579358014348, 0.738021678797717, 0.7440435670524166, 0.7566109860187464, 0.7655129077865633, 0.77027805414463, 0.772739173692203, 0.7852542284128398]}"
10-9UHM,0.7215496368038741,0.32748538011695905,0.8244274809160306,0.32748538011695905,0.8244274809160306,,0.5759564305164948,"[[28, 36], [79, 270]]",20,./ckpt_emowear_valence/emowear/cnn1d/10-9UHM/emowear_10-9UHM_checkpoint.pt,"{'0': {'precision': 0.2616822429906542, 'recall': 0.4375, 'f1-score': 0.32748538011695905, 'support': 64.0}, '1': {'precision': 0.8823529411764706, 'recall': 0.7736389684813754, 'f1-score': 0.8244274809160306, 'support': 349.0}, 'accuracy': 0.7215496368038741, 'macro avg': {'precision': 0.5720175920835624, 'recall': 0.6055694842406877, 'f1-score': 0.5759564305164948, 'support': 413.0}, 'weighted avg': {'precision': 0.7861715254769736, 'recall': 0.7215496368038741, 'f1-score': 0.7474195040367555, 'support': 413.0}}","{'loss': [0.6888090315604727, 0.6778439593037453, 0.6691433024759833, 0.6622230739553118, 0.65081920380817, 0.641433407756751, 0.6291200914037107, 0.6198798181204141, 0.6094266435467673, 0.5984978963168858, 0.5787651426896903, 0.5697172664851344, 0.5573559092553978, 0.5478304921066149, 0.5332113833955004, 0.5244398189196832, 0.5093666126136114, 0.503145278768605, 0.4887289491578219, 0.4784092573970635], 'accuracy': [0.5519322392800423, 0.5745367919534144, 0.5931709899417681, 0.601217575436739, 0.6173636844891477, 0.6302276336686077, 0.6451561672842774, 0.6507676019057702, 0.6602435150873478, 0.6754367390153521, 0.6923769190047644, 0.6968237162519851, 0.7085230280571732, 0.7111699311805187, 0.725780836421387, 0.7292747485442033, 0.742932768660667, 0.7481736368448915, 0.7574907358390683, 0.7630492323980942]}"
